Talk_2021.8.24 13:10-15.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 5월 28일 월요일
2018. 5. 28. 16:03, (알 수 없음) : 11일밤에갈까
2018. 6. 4. 20:45, (알 수 없음) : 쟤중언문
2018. 6. 4. 20:45, (알 수 없음) : 들어서
2018. 6. 4. 20:45, 정우 : ㅅㅂ
2018. 6. 4. 20:45, (알 수 없음) : 알바하냐
2018. 6. 4. 20:45, (알 수 없음) : 메이플들어오셈
2018. 6. 4. 20:46, 정우 : ㅇㅇ
2018. 6. 4. 20:46, 정우 : 알바
2018. 6. 4. 20:46, 정우 : ;;;;
2018. 6. 4. 20:46, (알 수 없음) : 공부한느척
2018. 6. 4. 20:46, 경민 :  ㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:46, (알 수 없음) : 알바하면서
2018. 6. 4. 20:46, (알 수 없음) : 메플해라
2018. 6. 4. 20:46, 정우 : 일찍퇴근하면
2018. 6. 4. 20:46, (알 수 없음) : 나 약중독자같은데
2018. 6. 4. 20:46, 정우 : 집가서좀한다
2018. 6. 4. 20:46, (알 수 없음) : 어카지
2018. 6. 4. 20:46, (알 수 없음) : 간약또먹는중
2018. 6. 4. 20:46, 정우 : ;;;;
2018. 6. 4. 20:46, (알 수 없음) : 디더ㅔ싸
2018. 6. 4. 20:46, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:46, (알 수 없음) : 더도ㅒㅆ덬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:46, (알 수 없음) : ㄹㅇ다도ㅒㅆ다 시발
2018. 6. 4. 20:46, 경민 : 술을줄이라
2018. 6. 4. 20:46, (알 수 없음) : 들어간다
2018. 6. 4. 20:47, (알 수 없음) : 메이플좆댔어
2018. 6. 4. 20:47, 경민 : ㅌㅌㅌㅌㅌㅌ
2018. 6. 4. 20:47, 경민 : 아공기존나좋네
2018. 6. 4. 20:47, (알 수 없음) : 헤이즈노래
2018. 6. 4. 20:47, (알 수 없음) : 개썅명곡일까
2018. 6. 4. 20:48, (알 수 없음) : 워너원한테
2018. 6. 4. 20:48, (알 수 없음) : 준
2018. 6. 4. 20:48, (알 수 없음) : 지코노래좋다
2018. 6. 4. 20:48, (알 수 없음) : 캥궈루스퉵
2018. 6. 4. 20:48, 경민 : 제목먼데
2018. 6. 4. 20:48, (알 수 없음) : 캥거루
2018. 6. 4. 20:48, 경민 : 옼케이들어봄
2018. 6. 4. 20:48, 경민 : 아
2018. 6. 4. 20:48, 경민 : 졸라멀리까지산책하고시픜데
2018. 6. 4. 20:48, 경민 : 사람없어져서무서워서
2018. 6. 4. 20:48, 경민 : 못하겟곤
2018. 6. 4. 20:48, 경민 : 첨가는곳가보고싶 ㄴ디
2018. 6. 4. 20:49, (알 수 없음) : 야근데
2018. 6. 4. 20:49, (알 수 없음) : 메이플키울떄
2018. 6. 4. 20:49, (알 수 없음) : 스킬같은거
2018. 6. 4. 20:49, (알 수 없음) : 뭐보고찎냐
2018. 6. 4. 20:49, (알 수 없음) : 어케해야해
2018. 6. 4. 20:49, 경민 : 네이버
2018. 6. 4. 20:49, 경민 : 검색 ㄱ
2018. 6. 4. 20:49, 빠충 : 근데 어차피 1차는
2018. 6. 4. 20:49, 빠충 : 다 찍어야 되잖아
2018. 6. 4. 20:50, 빠충 : 벌써부터 할 고민이 맞냐
2018. 6. 4. 20:50, 경민 : 3차까지
2018. 6. 4. 20:50, 경민 : 다
2018. 6. 4. 20:50, 경민 : 다찍는거아님?
2018. 6. 4. 20:50, (알 수 없음) : 야헤이즈
2018. 6. 4. 20:50, (알 수 없음) : 존나이뻐졌네
2018. 6. 4. 20:50, 빠충 : ㅇㅇ맞을걸
2018. 6. 4. 20:50, (알 수 없음) : 진짜
2018. 6. 4. 20:50, 빠충 : 내가 3차까지 안 가봐서
2018. 6. 4. 20:51, 빠충 : 확답은 못함
2018. 6. 4. 20:51, 경민 : 샵검색: #헤이즈
2018. 6. 4. 20:51, 빠충 : 헤이즈가 뭐
2018. 6. 4. 20:51, 경민 : 관리하면예버짐여자는
2018. 6. 4. 20:51, 빠충 : 헤이즈 원래 근데
2018. 6. 4. 20:51, 빠충 : 괜찮았다
2018. 6. 4. 20:51, 빠충 : 연예인들 돈 쓰는 게 얼만데
2018. 6. 4. 20:51, 경민 : ㅁㅈ
2018. 6. 4. 20:51, 빠충 : 관리 받으면
2018. 6. 4. 20:51, (알 수 없음) : 그렇긴하지
2018. 6. 4. 20:52, 빠충 : 어느 정도까진 괜찮아진대
2018. 6. 4. 20:52, 경민 : 쏠직히피부만조아도
2018. 6. 4. 20:52, 경민 : 존나
2018. 6. 4. 20:52, 경민 : 먹고드감
2018. 6. 4. 20:52, 정우 : 스킬트리 찾아보셈
2018. 6. 4. 20:52, 정우 : 스킬
2018. 6. 4. 20:52, 빠충 : 콩형보셈
2018. 6. 4. 20:52, 빠충 : 콩형
2018. 6. 4. 20:52, (알 수 없음) : 콩형?
2018. 6. 4. 20:52, 빠충 : 콩 존나 방송물 많이 먹으니까
2018. 6. 4. 20:52, 경민 : 홍진호
2018. 6. 4. 20:52, 빠충 : ㅇㅇ
2018. 6. 4. 20:53, 빠충 : 귀요미됐자나
2018. 6. 4. 20:53, 경민 : ㅇㅈ
2018. 6. 4. 20:55, 정우 : 원준이형
2018. 6. 4. 20:55, 정우 : 뉴캐슬옴
2018. 6. 4. 20:55, 정우 : ;;;;;
2018. 6. 4. 20:55, (알 수 없음) : ㅁㅊ
2018. 6. 4. 20:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:55, (알 수 없음) : 워준이형
2018. 6. 4. 20:55, 빠충 : 같이 메이플해
2018. 6. 4. 20:55, (알 수 없음) : 조용하더니
2018. 6. 4. 20:55, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:55, (알 수 없음) : 쌉벌레짓
2018. 6. 4. 20:55, (알 수 없음) : 하고있네
2018. 6. 4. 20:55, 정우 : 개웃기네진짜
2018. 6. 4. 20:55, (알 수 없음) : ㅠ
2018. 6. 4. 20:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:56, (알 수 없음) : 18이랑ㄱ
2018. 6. 4. 20:56, (알 수 없음) : 옴..?
2018. 6. 4. 20:56, 빠충 : 파티 맺으려고
2018. 6. 4. 20:56, 빠충 : 왔네
2018. 6. 4. 20:56, 빠충 : 사일런트벌레
2018. 6. 4. 20:56, 정우 : 그런듯
2018. 6. 4. 20:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2018. 6. 4. 20:56, (알 수 없음) : ㄹㅇ
2018. 6. 4. 20:56, (알 수 없음) : 싸일런트벌레네
2018. 6. 4. 20:56, (알 수 없음) : 진짜
2018. 6. 4. 20:56, 경민 : 싸일런트벌레
2018. 6. 4. 20:56, 경민 : 잘어울려
2018. 6. 4. 20:56, 정우 : 원준이형 핵인싸
2018. 6. 4. 20:56, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:56, 빠충 : 조용조용벌레
2018. 6. 4. 20:56, 경민 : 플랑크톤아니엇네
2018. 6. 4. 20:56, 경민 : 벌레네
2018. 6. 4. 20:56, 정우 : 진짜개깜놀했다
2018. 6. 4. 20:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:56, 경민 : ㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 20:59, 정우 : 18이랑 인사했당
2018. 6. 4. 20:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:00, 부그뷰 : ㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋㅋㄱ
2018. 6. 4. 21:00, 부그뷰 : 인싸벌레
2018. 6. 4. 21:00, 정우 : 와진짜
2018. 6. 4. 21:00, 정우 : 이렇게웃음을주네
2018. 6. 4. 21:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:01, (알 수 없음) : 진짜
2018. 6. 4. 21:01, (알 수 없음) : 개웃기네
2018. 6. 4. 21:02, 경민 : 훈벌레아뒤만ㅁ듬??
2018. 6. 4. 21:02, (알 수 없음) : 아직
2018. 6. 4. 21:02, (알 수 없음) : 잠시만
2018. 6. 4. 21:02, (알 수 없음) : 채점결과 교수님한테보고했더니
2018. 6. 4. 21:03, (알 수 없음) : 뭐라한마디하길래
2018. 6. 4. 21:03, (알 수 없음) : 기다려봐
2018. 6. 4. 21:03, (알 수 없음) : 처리좀하고옴
2018. 6. 4. 21:04, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:13, (알 수 없음) : 들어간다으악
2018. 6. 4. 21:14, (알 수 없음) : 비숍
2018. 6. 4. 21:14, (알 수 없음) : 가즈아
2018. 6. 4. 21:15, 경민 : 헐
2018. 6. 4. 21:15, 경민 : 메시지왓어
2018. 6. 4. 21:15, 경민 : 모라글지
2018. 6. 4. 21:15, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ개웃겨
2018. 6. 4. 21:15, 경민 : 이모티콘 
2018. 6. 4. 21:15, (알 수 없음) : 야
2018. 6. 4. 21:15, (알 수 없음) : 모험가인가?
2018. 6. 4. 21:15, (알 수 없음) : 모험가해야비숒가능?
2018. 6. 4. 21:15, 경민 : 그치안냐
2018. 6. 4. 21:16, (알 수 없음) : 훈벌레
2018. 6. 4. 21:16, (알 수 없음) : 만들엇움
2018. 6. 4. 21:17, (알 수 없음) : 사진
2018. 6. 4. 21:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:18, 경민 : 훈벌레 ㅎㅇ
2018. 6. 4. 21:18, (알 수 없음) : ㅎㅇㅎㅇ
2018. 6. 4. 21:20, (알 수 없음) : 키셋팅어케하지
2018. 6. 4. 21:20, (알 수 없음) : 화면작아짐;
2018. 6. 4. 21:20, 경민 : 역슬래쉬
2018. 6. 4. 21:21, (알 수 없음) : 달팽이세말로조잔다
2018. 6. 4. 21:22, 경민 : ㅋㅋㅋ
2018. 6. 4. 21:22, 경민 : 잘돌아감??
2018. 6. 4. 21:22, 빠충 : 오
2018. 6. 4. 21:22, 빠충 : 훈벌레 빨리 나 만나자
2018. 6. 4. 21:23, 빠충 : 스킬 삥뜯게
2018. 6. 4. 21:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:23, 빠충 : 힐이 마침 필요했거든
2018. 6. 4. 21:23, 경민 : ㅋㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:23, 경민 : ㅁㅊ
2018. 6. 4. 21:23, 경민 : 개웃겨
2018. 6. 4. 21:23, 빠충 : 않이...
2018. 6. 4. 21:23, 경민 : 아직전직도안한애한케
2018. 6. 4. 21:23, 빠충 : 팬텀 컨셉이...
2018. 6. 4. 21:23, (알 수 없음) : 아눈이너무아파
2018. 6. 4. 21:23, 빠충 : 스킬을 쌔비는 거야...
2018. 6. 4. 21:23, (알 수 없음) : 나지금레벨
2018. 6. 4. 21:23, 빠충 : 빨리 전직해라
2018. 6. 4. 21:23, (알 수 없음) : 6인데
2018. 6. 4. 21:23, (알 수 없음) : 눈아파서
2018. 6. 4. 21:23, 빠충 : 힐 내놔
2018. 6. 4. 21:23, (알 수 없음) : 못하겟어ㅠㅠ
2018. 6. 4. 21:23, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:23, 빠충 : 안돼
2018. 6. 4. 21:23, 빠충 : 힐은 주고 죽어
2018. 6. 4. 21:24, 경민 : ㅁㅊㅋㅋㅋㅋ
2018. 6. 4. 21:24, 경민 : 아나도이제집가서해야겟다
2018. 6. 4. 21:24, 빠충 : 강하게 키운다
2018. 6. 4. 21:24, (알 수 없음) : 여기기사뜨는데
2018. 6. 4. 21:24, (알 수 없음) : 사진
2018. 6. 4. 21:24, (알 수 없음) : 아시바방금
2018. 6. 4. 21:24, (알 수 없음) : 훈벌레.....좋은이름이야
2018. 6. 4. 21:24, (알 수 없음) : 이랫는데
2018. 6. 4. 21:25, (알 수 없음) : 넘겨버렷네
2018. 6. 4. 21:25, 정우 : 나저거 한번도 제대로안봤는데
2018. 6. 4. 21:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:25, 경민 : 나고
2018. 6. 4. 21:25, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:25, 경민 : 누가그럼
2018. 6. 4. 21:25, 경민 : 지나가는사람이??
2018. 6. 4. 21:25, 빠충 : 훈벌레 데리러 간다
2018. 6. 4. 21:25, 경민 : 훈벌레
2018. 6. 4. 21:25, 경민 : 사냥못하게
2018. 6. 4. 21:25, 경민 : 방해헤주라
2018. 6. 4. 21:25, 빠충 : 힐힐 뚜루룻뚜루
2018. 6. 4. 21:26, 빠충 : 안돼
2018. 6. 4. 21:26, 빠충 : 렙업해야지
2018. 6. 4. 21:26, (알 수 없음) : 아니
2018. 6. 4. 21:26, (알 수 없음) : 퀘스트어딘데
2018. 6. 4. 21:26, 경민 : ㅌㅌㅌㅌㅋㅋㅋㅋㅋㅌㅌㅌㅋ
2018. 6. 4. 21:26, 경민 : 화살표로안갈쳐주나
2018. 6. 4. 21:26, 빠충 : 야
2018. 6. 4. 21:26, (알 수 없음) : 아어케하는거야존어려워졋네시벌
2018. 6. 4. 21:26, (알 수 없음) : 빡처
2018. 6. 4. 21:26, 빠충 : 너 어딨어
2018. 6. 4. 21:26, 경민 : ㅁㅈ
2018. 6. 4. 21:26, (알 수 없음) : 순택의갈림길
2018. 6. 4. 21:26, 경민 : 메이플개어려움
2018. 6. 4. 21:26, 빠충 : ㅇㅋ
2018. 6. 4. 21:26, 경민 : 뭐해야대는지몰겟어
2018. 6. 4. 21:26, (알 수 없음) : 아직레벨6
2018. 6. 4. 21:26, 빠충 : 아니
2018. 6. 4. 21:26, 경민 : 옛날엔존나천천히진행대서
2018. 6. 4. 21:26, 빠충 : 자다깨도 벌레랑
2018. 6. 4. 21:26, 빠충 : 아임벌레는
2018. 6. 4. 21:26, 경민 : 갠차낫는데
2018. 6. 4. 21:26, 빠충 : 각각 누구냐
2018. 6. 4. 21:26, 경민 : ㅇㅇ
2018. 6. 4. 21:26, 경민 : 나아임벌레
2018. 6. 4. 21:26, 빠충 : ㅇㅋ
2018. 6. 4. 21:27, 경민 : 자다깨도가
2018. 6. 4. 21:27, 경민 : 우성이아니가
2018. 6. 4. 21:27, 경민 : 맨낤접속해잇는앤
2018. 6. 4. 21:27, 경민 : 이석준
2018. 6. 4. 21:27, 경민 : 벌애벌레벌레는이정우
2018. 6. 4. 21:27, 빠충 : 이정우
2018. 6. 4. 21:27, 빠충 : 나한테 친추함?
2018. 6. 4. 21:27, 정우 : 안함
2018. 6. 4. 21:27, 정우 : 나아직아무도안보냈는데
2018. 6. 4. 21:28, (알 수 없음) : 나도친구걸래
2018. 6. 4. 21:28, 정우 : 경민이누나만 와서 받음
2018. 6. 4. 21:28, (알 수 없음) : 근데질문할거잇는데
2018. 6. 4. 21:28, 정우 : 뭐임
2018. 6. 4. 21:28, (알 수 없음) : 샵검색: #메이플 비숍 스킬트리
2018. 6. 4. 21:28, (알 수 없음) : 여기잇다
2018. 6. 4. 21:28, 이석준 : 도현
2018. 6. 4. 21:28, 이석준 : 길드에 가입신청넣으셈
2018. 6. 4. 21:28, 경민 : ㅋㅋㅋㅋ아
2018. 6. 4. 21:29, 경민 : 운동좀햇다고
2018. 6. 4. 21:29, 빠충 : 뭐야 길드 이름
2018. 6. 4. 21:29, 경민 : 술먹고싶네씨벌
2018. 6. 4. 21:29, 빠충 : 구벌레냐
2018. 6. 4. 21:29, 이석준 : ㅇㅇ
2018. 6. 4. 21:29, 경민 : 9벌레
2018. 6. 4. 21:29, 이석준 : 구벌레
2018. 6. 4. 21:29, 경민 : 구벌레냐
2018. 6. 4. 21:29, 경민 : 내길드이름도모르네
2018. 6. 4. 21:29, 경민 : 쫍
2018. 6. 4. 21:29, 빠충 : 오재 선택의갈림길
2018. 6. 4. 21:29, 이석준 : 3등벌레해라
2018. 6. 4. 21:29, 이석준 : 오재 아이디뭐냐
2018. 6. 4. 21:29, 빠충 : 어딨지
2018. 6. 4. 21:29, 빠충 : 훈벌레
2018. 6. 4. 21:30, 경민 : 훈벌레
2018. 6. 4. 21:30, (알 수 없음) : 렉걸려시발
2018. 6. 4. 21:30, (알 수 없음) : 좆같은
2018. 6. 4. 21:30, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:31, (알 수 없음) : 펫사고싶다
2018. 6. 4. 21:31, 경민 : 사
2018. 6. 4. 21:31, Sekwang Ludan : 사진
2018. 6. 4. 21:31, Sekwang Ludan : 시발
2018. 6. 4. 21:31, 이석준 : 오재
2018. 6. 4. 21:31, 경민 : .........
2018. 6. 4. 21:32, 경민 : 내생각엔
2018. 6. 4. 21:32, 경민 : 저거
2018. 6. 4. 21:32, Sekwang Ludan : 배달하기 어려워서 안핸댜
2018. 6. 4. 21:32, Sekwang Ludan : ㅅㅂ
2018. 6. 4. 21:32, 경민 : 별로안시켜서
2018. 6. 4. 21:32, 경민 : 일부렅 ㅣ소한거다
2018. 6. 4. 21:32, Sekwang Ludan : ㅠㅠㅠㅠㅠ 그런듯
2018. 6. 4. 21:32, Sekwang Ludan : 최소금액 겨우 넘겼더니
2018. 6. 4. 21:32, 이석준 : 중국집들
2018. 6. 4. 21:32, 양우성 : 배달귀찬앗나;;
2018. 6. 4. 21:32, 이석준 : 그런거 많음
2018. 6. 4. 21:32, 양우성 : 도현 바퀴보단벌레 팬텀
석준 투명보석벌레 소울마스터
우성 자다깨도벌레 메르세데스
경민 아임벌레 아크
정우 벌애벌레벌레 나이트워커
재훈 훈벌레 비숍
2018. 6. 4. 21:33, 이석준 : 어서 기여도를 올려서
2018. 6. 4. 21:33, 이석준 : 길드 렙업시키자
2018. 6. 4. 21:33, 이석준 : 얘드라
2018. 6. 4. 21:33, 경민 : ㅋㅋㅋㅋ
2018. 6. 4. 21:33, (알 수 없음) : 나근데
2018. 6. 4. 21:33, (알 수 없음) : 레벨8인데
2018. 6. 4. 21:33, (알 수 없음) : 마법사해야하는데
2018. 6. 4. 21:33, (알 수 없음) : 퀘스트깨다가
2018. 6. 4. 21:33, 이석준 : ㄱㅊ
2018. 6. 4. 21:33, (알 수 없음) : 레벨넘을거같은데어케함
2018. 6. 4. 21:33, 이석준 : 우리 랭킹 34404
2018. 6. 4. 21:33, 이석준 : 임
2018. 6. 4. 21:33, 경민 : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:33, 이석준 : 더 열심히하셈
2018. 6. 4. 21:34, (알 수 없음) : 길드채킹하셈
2018. 6. 4. 21:34, (알 수 없음) : 바보들야
2018. 6. 4. 21:35, (알 수 없음) : 희희
2018. 6. 4. 21:35, (알 수 없음) : 아이건또머야
2018. 6. 4. 21:35, (알 수 없음) : 애니메이션까지지리네
2018. 6. 4. 21:54, (알 수 없음) : 선희답장옴
2018. 6. 4. 21:54, (알 수 없음) : ㅅㅂ
2018. 6. 4. 21:54, (알 수 없음) : ㅇ메이플중
2018. 6. 4. 21:54, (알 수 없음) : 수고하세요이럴까
2018. 6. 4. 21:54, 경민 : Xzㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅅㅂ
2018. 6. 4. 21:54, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:54, 양우성 : 선힄ㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:54, 양우성 : 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:54, (알 수 없음) : 아
2018. 6. 4. 21:54, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:54, (알 수 없음) : 펫사고싶어미친
2018. 6. 4. 21:55, (알 수 없음) : 선희씨
2018. 6. 4. 21:55, (알 수 없음) : 강아지좋아하세여
2018. 6. 4. 21:55, Sekwang Ludan : 선희 누구임?
2018. 6. 4. 21:55, (알 수 없음) : 펫한마리만..
2018. 6. 4. 21:55, 양우성 : 스왚녀
2018. 6. 4. 21:55, (알 수 없음) : 스와이프로연락온사람
2018. 6. 4. 21:55, (알 수 없음) : ㅅㅂ
2018. 6. 4. 21:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌ
2018. 6. 4. 21:55, Sekwang Ludan : 오 오재도 그거함?
2018. 6. 4. 21:55, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:55, (알 수 없음) : 아까낮에받음
2018. 6. 4. 21:55, Sekwang Ludan : 나도해볼까
2018. 6. 4. 21:55, (알 수 없음) : 형이방정독하고와바
2018. 6. 4. 21:55, 경민 : 오빠
2018. 6. 4. 21:55, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:55, 경민 : 이방에서
2018. 6. 4. 21:55, (알 수 없음) : 존나웃김진짜
2018. 6. 4. 21:55, 경민 : 유행이야지금
2018. 6. 4. 21:55, 양우성 : 오늘레전드엿는데
2018. 6. 4. 21:55, 경민 : 뒤쳐졋네
2018. 6. 4. 21:55, Sekwang Ludan : 그래?
2018. 6. 4. 21:55, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 21:55, 양우성 : 복습쭉하고와라
2018. 6. 4. 21:55, Sekwang Ludan : 나도 할래
2018. 6. 4. 21:55, 양우성 : 개웃김레전드
2018. 6. 4. 21:55, Sekwang Ludan : 근데 귀찮다
2018. 6. 4. 21:55, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2018. 6. 4. 21:56, 양우성 : 톡내용만 읽어봐라 미침
2018. 6. 4. 21:56, 경민 : 이제
2018. 6. 4. 21:56, 경민 : 잘생긴사람안나와
2018. 6. 4. 21:56, 경민 : 다거절햇더니
2018. 6. 4. 21:56, 양우성 : ㅠㅠ
2018. 6. 4. 21:57, 이석준 : 그냥 막눌러
2018. 6. 4. 21:57, 양우성 : 어차피 다른날에또나옴
2018. 6. 4. 21:57, 경민 : 똡
2018. 6. 4. 21:57, 이석준 : 지혜가 열대섬을 설물 보내줬다
2018. 6. 4. 21:57, 양우성 : island
2018. 6. 4. 22:02, (알 수 없음) : 개웃기다고진째
2018. 6. 4. 22:10, 이석준 : 매칭요청오네
2018. 6. 4. 22:10, 양우성 : 매칭받아줘라
2018. 6. 4. 22:10, 빠충 : 오재
2018. 6. 4. 22:10, 빠충 : 어디가써
2018. 6. 4. 22:10, 이석준 :  프리미엄아니면 못받는데...
2018. 6. 4. 22:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 22:26, 부그뷰 : 운동끝나고 올라가는데 술드신중대장님들한테 끌려갈뻔했다
2018. 6. 4. 22:26, 부그뷰 : 휴
2018. 6. 4. 22:26, 부그뷰 : 살아따
2018. 6. 4. 22:27, 양우성 : 중대장님이면 나이많으려나
2018. 6. 4. 22:27, 이석준 : 많아도 30대 초반이겠지
2018. 6. 4. 22:27, 부그뷰 : ㅇㅇ
2018. 6. 4. 22:28, 부그뷰 : 군간부는
2018. 6. 4. 22:28, 부그뷰 : 너무 빨리 늙는듯
2018. 6. 4. 22:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 22:36, (알 수 없음) : 후니렙 22
2018. 6. 4. 22:36, (알 수 없음) : 어디서사냥하지
2018. 6. 4. 22:42, 양우성 : 엘나스가서
2018. 6. 4. 22:42, 양우성 : 77짜리잡으러가자
2018. 6. 4. 23:16, (알 수 없음) : 난내일다시한다
2018. 6. 4. 23:16, (알 수 없음) : 빠이루
2018. 6. 4. 23:27, 빠충 : 후니 나감?
2018. 6. 4. 23:27, 빠충 : ㅋㅋㅋㅋ
2018. 6. 4. 23:33, (알 수 없음) : 나감
2018. 6. 4. 23:33, (알 수 없음) : 27찌굼
2018. 6. 4. 23:37, 양우성 : ㅋㅋㅋㅋㅋ 27 좁밥
2018. 6. 4. 23:37, (알 수 없음) : ㅡ.ㅡ
2018. 6. 4. 23:37, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 6. 4. 23:37, (알 수 없음) : 내일기분좋게
2018. 6. 4. 23:37, 경민 : 얘뜨라
2018. 6. 4. 23:37, 경민 : 나
2018. 6. 4. 23:37, 경민 : 간다
2018. 6. 4. 23:37, 경민 : ~
2018. 6. 4. 23:37, (알 수 없음) : 힐러되면서시작한다
2018. 6. 4. 23:37, 경민 : 뱅기랑~
2018. 6. 4. 23:37, 경민 : 호텔
2018. 6. 4. 23:37, 경민 : 다끈었따~
2018. 6. 4. 23:38, 정우 : 어디감
2018. 6. 4. 23:38, 경민 : 하노이~
2018. 6. 4. 23:38, (알 수 없음) : ㅅㅂ
2018. 6. 4. 23:38, (알 수 없음) : 뭐고갑자기
2018. 6. 4. 23:38, (알 수 없음) : 언제
2018. 6. 4. 23:38, 경민 : 10월;
2018. 6. 4. 23:38, (알 수 없음) : 갱부럽네;
2018. 6. 4. 23:40, 정우 : 님들
2018. 6. 4. 23:40, 경민 : ㅗㅡㅗㅡ
2018. 6. 4. 23:40, 경민 : 후후
2018. 6. 4. 23:40, 정우 : 진짜존나웃긴거
2018. 6. 4. 23:40, 정우 : 알려줄까
2018. 6. 4. 23:40, 경민 : ㅇㅇ
2018. 6. 4. 23:40, 정우 : 원준이형 뉴캐슬에있댔잖아
2018. 6. 4. 23:40, 경민 : ㅇㅇㅇ
2018. 6. 4. 23:40, 정우 : 나원준이형 놔두고
2018. 6. 4. 23:40, 정우 : 퇴근함
2018. 6. 4. 23:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
