Talk_2021.8.24 13:11-88.txt
저장한 날짜 : 2021. 8. 24. 13:14



2021년 8월 9일 월요일
2021. 8. 9. 08:27, 원준오빠 : 나도모르게 든든댄스 든든대앤 든든댄
2021. 8. 21. 19:34, abyss오재 : ㅅㅂ
2021. 8. 21. 19:35, abyss오재 : 정준하표정이
2021. 8. 21. 19:35, abyss오재 : 너무개찰떡이야
2021. 8. 21. 19:36, abyss오재 : 저까진무난할거같은데
2021. 8. 21. 19:36, abyss오재 : 사분의일부터개궁금하다
2021. 8. 21. 19:36, 정우 : ㅇㅇ저거는뭐
2021. 8. 21. 19:36, 정우 : 4분할부터가
2021. 8. 21. 19:36, 정우 : 존나어려울거같은대
2021. 8. 21. 19:36, abyss오재 : ㅇㅇㅇ
2021. 8. 21. 19:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 19:36, abyss오재 : 귀여워
2021. 8. 21. 19:36, abyss오재 : ㅠ
2021. 8. 21. 19:36, 정우 : ㄹㅇ졸귀야
2021. 8. 21. 19:37, abyss오재 : 카레시키고온다
2021. 8. 21. 19:37, 정우 : 굿
2021. 8. 21. 19:37, 정우 : 난 저녁다먹음
2021. 8. 21. 19:37, 정우 : 하 설거지귀찮네
2021. 8. 21. 19:39, 정우 : 아 잘한다
2021. 8. 21. 19:39, 원준오빠 : 하하
2021. 8. 21. 19:39, 원준오빠 : 미친
2021. 8. 21. 19:40, abyss오재 : ㅠ
2021. 8. 21. 19:40, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 19:40, abyss오재 : 쓰레기버리러갓다와야하는데
2021. 8. 21. 19:40, abyss오재 : 내일갓다와야겟다
2021. 8. 21. 19:40, 원준오빠 : 아 가우셔
2021. 8. 21. 19:41, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 19:41, abyss오재 : 유재석왜
2021. 8. 21. 19:41, abyss오재 : ㅅㅂ
2021. 8. 21. 19:41, 정우 : 아진짜
2021. 8. 21. 19:41, 정우 : 왜저러는거애
2021. 8. 21. 19:41, 정우 : ㅠ
2021. 8. 21. 19:42, 정우 : 바로 놀토간다 이제
2021. 8. 21. 19:42, abyss오재 : 오늘왜케빨리끝나
2021. 8. 21. 19:42, abyss오재 : 엥
2021. 8. 21. 19:42, 정우 : ㅁㅊ틀자마자
2021. 8. 21. 19:42, 정우 : 넉살입니다
2021. 8. 21. 19:42, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대박유재석
2021. 8. 21. 19:43, 정우 : 엥 뭐함
2021. 8. 21. 19:43, abyss오재 : ㅅㅂ
2021. 8. 21. 19:43, abyss오재 : 앵커한대
2021. 8. 21. 19:43, abyss오재 : 놀토로나도넘겻으
2021. 8. 21. 19:43, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ쟤네들도
2021. 8. 21. 19:43, abyss오재 : 왜분장해옴 ㅠ
2021. 8. 21. 19:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 19:44, abyss오재 : ㅠㅅㅂ
2021. 8. 21. 19:44, abyss오재 : 여기도하자마자웃기네
2021. 8. 21. 19:44, 정우 : ㄹㅇ
2021. 8. 21. 19:47, abyss오재 : 오리채소산더미
2021. 8. 21. 19:48, abyss오재 : 스크램블김밥맛잇겟다ㅠ
2021. 8. 21. 19:52, abyss오재 : ㅅㅂ
2021. 8. 21. 19:52, abyss오재 : 아니위에
2021. 8. 21. 19:52, abyss오재 : 덮는데?
2021. 8. 21. 19:52, abyss오재 : ㅠ
2021. 8. 21. 19:56, 정우 : 휴 빨래너느라 제대로못봄
2021. 8. 21. 19:58, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 19:58, abyss오재 : 로또
2021. 8. 21. 19:58, abyss오재 : ㅛㅏ논거언제나오지
2021. 8. 21. 19:58, 정우 : 오
2021. 8. 21. 19:58, 정우 : 한시간뒤네
2021. 8. 21. 19:58, 정우 : 두구두구
2021. 8. 21. 19:59, abyss오재 : 일등간다
2021. 8. 21. 20:03, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:03, abyss오재 : ㅅㅂ한해왜저래ㅠ
2021. 8. 21. 20:04, abyss오재 : 에어컨안켜도시원하네
2021. 8. 21. 20:04, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갱 ㅅ기네
2021. 8. 21. 20:07, 원준오빠 : 아 노래가 진짜 끔찍하다
2021. 8. 21. 20:11, abyss오재 : ㄹㅇ
2021. 8. 21. 20:11, abyss오재 : 하나도안들랴
2021. 8. 21. 20:11, 정우 : ㄹㅇ
2021. 8. 21. 20:15, 원준오빠 : 개구려 노래가
2021. 8. 21. 20:17, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:17, abyss오재 : 자막졸귀엿다
2021. 8. 21. 20:17, abyss오재 : 이제다시불티틍거싶대
2021. 8. 21. 20:22, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:23, abyss오재 : 배부르니또잠오네
2021. 8. 21. 20:24, 원준오빠 : 잠오면
2021. 8. 21. 20:24, 원준오빠 : ㄷㅈ?
2021. 8. 21. 20:25, abyss오재 : 30분에 ㄱㄴ?
2021. 8. 21. 20:25, 원준오빠 : ㅇㅋㅇㅋ
2021. 8. 21. 20:25, abyss오재 : ㅅㅂ
2021. 8. 21. 20:26, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:26, abyss오재 : 유재석업는곳에서도
2021. 8. 21. 20:26, abyss오재 : 저거나오네
2021. 8. 21. 20:26, abyss오재 : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:27, abyss오재 : ㅁㅊ
2021. 8. 21. 20:27, abyss오재 : 몸이랑다르게
2021. 8. 21. 20:28, abyss오재 : 날렵해사놀랏네
2021. 8. 21. 20:28, 원준오빠 : 유도선수출신이래
2021. 8. 21. 20:28, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:28, abyss오재 : 아하
2021. 8. 21. 20:28, 원준오빠 : 나는 몸신이다 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:28, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ나는몸신이다
2021. 8. 21. 20:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:29, 정우 : 신발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:30, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:30, abyss오재 : ㅅㅂ대전춤
2021. 8. 21. 20:30, abyss오재 : ㄱ?
2021. 8. 21. 20:30, 정우 : ㄷㅈ?
2021. 8. 21. 20:30, abyss오재 : ㅇㅇ
2021. 8. 21. 20:30, 원준오빠 : ㄱ
2021. 8. 21. 20:30, 정우 : ㄱ
2021. 8. 21. 20:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:32, abyss오재 : 백수단
2021. 8. 21. 20:32, abyss오재 : 선배님
2021. 8. 21. 20:32, abyss오재 : 무대를뒤집어
2021. 8. 21. 20:32, abyss오재 : 놓으셔따
2021. 8. 21. 20:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:32, abyss오재 : ㅅㄷㅇ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:34, abyss오재 : 대전실비김치
2021. 8. 21. 20:34, abyss오재 : ㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2021. 8. 21. 20:35, abyss오재 : 헤이헤이헤이재밋옷는데
2021. 8. 21. 20:35, abyss오재 : 휴
2021. 8. 21. 20:35, abyss오재 : 배불러
2021. 8. 21. 20:35, abyss오재 : 커피로내리는중
2021. 8. 21. 20:37, abyss오재 : 동양무예학과라니
2021. 8. 21. 20:37, abyss오재 : 신기하다
2021. 8. 21. 20:46, abyss오재 : 개깡깡이다
2021. 8. 21. 20:46, abyss오재 : 혹시몰라<
2021. 8. 21. 20:46, abyss오재 : ~
2021. 8. 21. 20:47, abyss오재 : 원주니형미포삼성;
2021. 8. 21. 20:48, 정우 : ㅠ
2021. 8. 21. 20:48, 정우 : 개쎄네 애들
2021. 8. 21. 20:48, 정우 : 하 이번판 너무애매하게햌ㅅ다
2021. 8. 21. 20:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:52, abyss오재 : ㅇㅈㅇ형
2021. 8. 21. 20:52, abyss오재 : 장하네
2021. 8. 21. 20:53, abyss오재 : 저거뭐임
2021. 8. 21. 20:53, abyss오재 : 마지막에
2021. 8. 21. 20:53, abyss오재 : ??
2021. 8. 21. 20:53, 원준오빠 : ?
2021. 8. 21. 20:53, abyss오재 : 일대일일때
2021. 8. 21. 20:53, 원준오빠 : 무ㅗ죠
2021. 8. 21. 20:53, abyss오재 : 저렇게되는건가
2021. 8. 21. 20:53, 원준오빠 : 제가 이긴거 아닌가요?
2021. 8. 21. 20:53, 원준오빠 : 잡은줄알알응데
2021. 8. 21. 20:53, abyss오재 : 저티모중에
2021. 8. 21. 20:53, 원준오빠 : 머지
2021. 8. 21. 20:53, abyss오재 : 일대일일때
2021. 8. 21. 20:53, abyss오재 : 극악무도
2021. 8. 21. 20:53, abyss오재 : 뭐잇지않나
2021. 8. 21. 20:53, abyss오재 : 그게저건가?
2021. 8. 21. 20:53, 원준오빠 : 아?
2021. 8. 21. 20:53, 원준오빠 : 샵검색 : #극악무도 티모
2021. 8. 21. 20:54, abyss오재 : 샵검색 : #티모 극악무도
2021. 8. 21. 20:54, abyss오재 : ㅁㅊ
2021. 8. 21. 20:54, abyss오재 : 같은거찾음
2021. 8. 21. 20:54, 원준오빠 : ㅠ 생각
2021. 8. 21. 20:54, abyss오재 : 게임허실분
2021. 8. 21. 20:55, abyss오재 : 왜게임안되지
2021. 8. 21. 20:55, 원준오빠 : 대박 맞네
2021. 8. 21. 20:55, 원준오빠 : 나 운동감 ㅈㅅ
2021. 8. 21. 20:55, abyss오재 : ㅇㅋㅇㅋ
2021. 8. 21. 20:55, 원준오빠 : 극악무도 ㅁㅊ
2021. 8. 21. 20:55, 정우 : 수건널고왔다
2021. 8. 21. 20:55, 원준오빠 : 첨알았음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:55, 정우 : 뭐였음
2021. 8. 21. 20:55, 정우 : 빨래땜에못봄ㅠ
2021. 8. 21. 20:56, 원준오빠 : 티모 1:1이면 뭊ㅎ건 이긴데
2021. 8. 21. 20:56, 정우 : 엥
2021. 8. 21. 20:56, 정우 : ㅁㅊ
2021. 8. 21. 20:56, 원준오빠 : 30분 뛰고옴
2021. 8. 21. 20:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 20:57, 원준오빠 : 사진
2021. 8. 21. 20:58, 원준오빠 : 너무 위험표지판인가
2021. 8. 21. 20:58, 원준오빠 : 너무 맥도날드인가
2021. 8. 21. 21:13, abyss오재 : ㄱㅊ
2021. 8. 21. 21:13, abyss오재 : 뛰는데안치일려면
2021. 8. 21. 21:15, abyss오재 : 이모티콘 
2021. 8. 21. 21:15, abyss오재 : 이모티콘 
2021. 8. 21. 21:16, 정우 : 배아파
2021. 8. 21. 21:17, 정우 : 좀 쉰다
2021. 8. 21. 21:34, abyss오재 : 뭐지
2021. 8. 21. 21:34, abyss오재 : 나혼자하고잇엇네
2021. 8. 21. 21:41, abyss오재 : 사진
2021. 8. 21. 21:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 21:45, 정우 : ㅊㅋㅊㅋ
2021. 8. 21. 21:46, 정우 : 무슨
2021. 8. 21. 21:47, 정우 : 펜싱선수가 김희철게임을
2021. 8. 21. 21:47, 정우 : 저렇게잘하냐
2021. 8. 21. 21:47, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 21:49, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 21:49, abyss오재 : 일등되어야하는데
2021. 8. 21. 21:55, 정우 : ㄱㅊㄱㅊ
2021. 8. 21. 21:55, 정우 : 다음기회ㄱ
2021. 8. 21. 21:56, 정우 : 와미친
2021. 8. 21. 21:56, 정우 : 제자리멀리뛰기 270
2021. 8. 21. 21:56, 정우 : ;;;;;;;;;;;;;
2021. 8. 21. 21:56, abyss오재 : ㄹㅇ
2021. 8. 21. 21:56, abyss오재 : 이모티콘 
2021. 8. 21. 22:07, abyss오재 : 잼는거업나
2021. 8. 21. 22:07, abyss오재 : 🧬
2021. 8. 21. 22:09, 정우 : 그러게
2021. 8. 21. 22:10, abyss오재 : 심심하구만
2021. 8. 21. 22:10, 정우 : 뭐하지ㄹㅇ
2021. 8. 21. 22:11, abyss오재 : ㄹㅇ
2021. 8. 21. 22:11, abyss오재 : 이모티콘 
2021. 8. 21. 22:18, 정우 : 할만한취미없나
2021. 8. 21. 22:19, 원준오빠 : ㄷㅈ?
2021. 8. 21. 22:20, 원준오빠 : ㅊㅋㅊㅋ
2021. 8. 21. 22:22, 원준오빠 : 참을성 없이 혼자 가봄
2021. 8. 21. 22:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 22:24, 정우 : ㄱㄱ
2021. 8. 21. 22:24, 정우 : 난ㄴㄴ
2021. 8. 21. 22:24, 원준오빠 : wt;
2021. 8. 21. 22:24, 원준오빠 : 아 ㅇㅋ
2021. 8. 21. 22:24, 정우 : 이모티콘 
2021. 8. 21. 23:41, abyss오재 : 사진
2021. 8. 21. 23:43, 원준오빠 : 진짜
2021. 8. 21. 23:43, 원준오빠 : 개웃김
2021. 8. 21. 23:49, 빠충 : 나 심심해서
2021. 8. 21. 23:49, 빠충 : 하스스톤이랑
2021. 8. 21. 23:49, 빠충 : 룬테라 다시 깔음
2021. 8. 21. 23:50, 원준오빠 : 둘다 카드게임 아님?
2021. 8. 21. 23:51, 빠충 : 마즘
2021. 8. 21. 23:51, 빠충 : 그냥 누워서
2021. 8. 21. 23:51, 빠충 : 깨작깨작거릴라고
2021. 8. 21. 23:52, abyss오재 : ㄹㄷㄷㄷㅈ
2021. 8. 21. 23:52, 원준오빠 : 그거 과금안해도 댬?
2021. 8. 21. 23:52, abyss오재 : ㄷㄷㄷㅈ은?
2021. 8. 21. 23:52, 원준오빠 : ㄱ?
2021. 8. 21. 23:52, 빠충 : ㅁㄹ
2021. 8. 21. 23:52, abyss오재 : :.ㅇㅋㄷ
2021. 8. 21. 23:52, 원준오빠 : ㅇㅎ
2021. 8. 21. 23:52, 빠충 : 1인 모드하는중이라
2021. 8. 21. 23:52, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 23:53, abyss오재 : 근데 ㄱㄱㅁ 오늘왜케조용함
2021. 8. 21. 23:53, abyss오재 : 김구미
2021. 8. 21. 23:53, abyss오재 : ㅅㅇㅈ빨리와줘
2021. 8. 21. 23:54, 원준오빠 : sp
2021. 8. 21. 23:54, 원준오빠 : 그러게
2021. 8. 21. 23:56, abyss오재 : 형이랑나랑
2021. 8. 21. 23:56, abyss오재 : 너무차이나서안되나봐
2021. 8. 21. 23:56, 정우 : 오
2021. 8. 21. 23:56, 원준오빠 : 아니
2021. 8. 21. 23:56, 정우 : 같이안됨?
2021. 8. 21. 23:57, 원준오빠 : 됨됨
2021. 8. 21. 23:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 21. 23:57, 원준오빠 : 헛소리재낀거임
2021. 8. 21. 23:57, 정우 : 시작함?
2021. 8. 21. 23:57, 원준오빠 : 재껴라 재껴라 재꺼려
2021. 8. 21. 23:57, 원준오빠 : ㅇㅇ 시작함
2021. 8. 21. 23:57, 정우 : ㄲㅂ
2021. 8. 21. 23:57, 원준오빠 : ㄲㅂ
2021. 8. 21. 23:57, 원준오빠 : 대깨 정찰대 해봄
2021. 8. 21. 23:59, 정우 : ㄱ

2021년 8월 22일 일요일
2021. 8. 22. 00:00, 원준오빠 : 괴물함
2021. 8. 22. 00:00, 원준오빠 : ;
2021. 8. 22. 00:03, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 00:03, 정우 : ㅇㅈ;;;;
2021. 8. 22. 00:03, 정우 : 나오는거해야지
2021. 8. 22. 00:03, 원준오빠 : ㅎㅋ
2021. 8. 22. 00:03, 원준오빠 : 오이도 괴물이네
2021. 8. 22. 00:03, 원준오빠 : 오이괴물
2021. 8. 22. 00:14, abyss오재 : 개발림
2021. 8. 22. 00:14, abyss오재 : 괴물한테
2021. 8. 22. 00:14, abyss오재 : 이상한게들어가
2021. 8. 22. 00:14, abyss오재 : ㅠ
2021. 8. 22. 00:15, abyss오재 : 원슈타인왜케착해
2021. 8. 22. 00:15, abyss오재 : 순하다순해
2021. 8. 22. 00:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 00:18, 원준오빠 : ㅇㅋ 2ㄷㅇ
2021. 8. 22. 00:18, 원준오빠 : 정우함?
2021. 8. 22. 00:18, abyss오재 : 오초준다
2021. 8. 22. 00:18, abyss오재 : 오
2021. 8. 22. 00:18, abyss오재 : 사
2021. 8. 22. 00:18, abyss오재 : 삼
2021. 8. 22. 00:18, abyss오재 : 이
2021. 8. 22. 00:18, abyss오재 : 일
2021. 8. 22. 00:18, abyss오재 : 새끼야
2021. 8. 22. 00:18, 원준오빠 : 좀 빠르네
2021. 8. 22. 00:18, 원준오빠 : 5
2021. 8. 22. 00:18, 원준오빠 : 4
2021. 8. 22. 00:18, 원준오빠 : 3
2021. 8. 22. 00:18, 원준오빠 : 2
2021. 8. 22. 00:18, 원준오빠 : 1
2021. 8. 22. 00:18, 원준오빠 : ㄱ
2021. 8. 22. 00:18, abyss오재 : 하
2021. 8. 22. 00:18, 원준오빠 : 하
2021. 8. 22. 00:18, 원준오빠 : 히
2021. 8. 22. 00:18, 원준오빠 : 후
2021. 8. 22. 00:18, 원준오빠 : 헤
2021. 8. 22. 00:18, 원준오빠 : 호
2021. 8. 22. 00:19, 원준오빠 : ㄱ
2021. 8. 22. 00:19, abyss오재 : 하
2021. 8. 22. 00:19, abyss오재 : ㄱ
2021. 8. 22. 00:19, 원준오빠 : 이
2021. 8. 22. 00:19, 원준오빠 : 정
2021. 8. 22. 00:19, 원준오빠 : 우
2021. 8. 22. 00:19, 원준오빠 : 안
2021. 8. 22. 00:19, 원준오빠 : 옴
2021. 8. 22. 00:19, 원준오빠 : ㄱ
2021. 8. 22. 00:19, abyss오재 : ㄱ
2021. 8. 22. 00:19, 원준오빠 : 오
2021. 8. 22. 00:19, abyss오재 : @이정우
2021. 8. 22. 00:19, 원준오빠 : 재
2021. 8. 22. 00:19, 원준오빠 : 언
2021. 8. 22. 00:19, 원준오빠 : 제
2021. 8. 22. 00:19, 원준오빠 : 3
2021. 8. 22. 00:19, 원준오빠 : 천
2021. 8. 22. 00:19, 원준오빠 : 와
2021. 8. 22. 00:19, abyss오재 : 3100갓다가
2021. 8. 22. 00:19, abyss오재 : 이꼴난거
2021. 8. 22. 00:19, 정우 : 아
2021. 8. 22. 00:19, 정우 : 야
2021. 8. 22. 00:19, 원준오빠 : 이
2021. 8. 22. 00:19, 정우 : 할래
2021. 8. 22. 00:19, 원준오빠 : 꼴
2021. 8. 22. 00:19, 원준오빠 : 컴
2021. 8. 22. 00:20, 정우 : 전설이바꿔본다
2021. 8. 22. 00:20, 원준오빠 : ㄱ
2021. 8. 22. 00:23, 원준오빠 : 나 이번판 좀 도랏는데
2021. 8. 22. 00:23, 정우 : 왜도름
2021. 8. 22. 00:24, 원준오빠 : 주문술사 하라고 막 떠먹여줌
2021. 8. 22. 00:35, abyss오재 : 대자연이 두갠데
2021. 8. 22. 00:35, abyss오재 : 꼴지하네
2021. 8. 22. 00:37, 원준오빠 : 그것도
2021. 8. 22. 00:37, 원준오빠 : 재주네
2021. 8. 22. 00:37, 정우 : 뭐야 언제다갔대
2021. 8. 22. 00:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 00:37, abyss오재 : 그이까
2021. 8. 22. 00:46, 경민 : 7시간동안
2021. 8. 22. 00:46, 경민 : 게임했는데
2021. 8. 22. 00:46, 경민 : 점수떨어져서
2021. 8. 22. 00:46, 경민 : 개킹받아서 ㅂㄷㅂㄷ대면서 잠못이루는중
2021. 8. 22. 00:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 00:51, 정우 : 아미친
2021. 8. 22. 00:51, 정우 : 렉땜에
2021. 8. 22. 00:51, 정우 : 이상한애들올리고 템도안들어가있었네
2021. 8. 22. 00:52, 정우 : ㅡㅡ
2021. 8. 22. 00:52, 정우 : 이판내내 렉먹더니ㅡㅡ
2021. 8. 22. 00:56, abyss오재 : 오등이면잘햇다
2021. 8. 22. 00:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 00:57, abyss오재 : 2500점대까지내려왓다
2021. 8. 22. 00:57, abyss오재 : 대벅
2021. 8. 22. 01:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 01:00, 정우 : 올라가자
2021. 8. 22. 01:00, 정우 : 영차영차
2021. 8. 22. 01:01, 원준오빠 : ㄳㄳ
2021. 8. 22. 01:01, 정우 : 짱세다 원준이형
2021. 8. 22. 01:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 01:01, 원준오빠 : ㄳㄳ
2021. 8. 22. 01:02, 원준오빠 : 돼지쉑 전설이 나옴
2021. 8. 22. 01:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 01:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 01:42, abyss오재 : 아
2021. 8. 22. 01:42, abyss오재 : 잠이안와
2021. 8. 22. 09:02, 원준오빠 : ㄷㅈ
2021. 8. 22. 09:06, 정우 : ㅎㅇㅎㅇ
2021. 8. 22. 09:43, 원준오빠 : ㅎㅇㅎㅇ
2021. 8. 22. 10:04, 양우성 : ㅎㅇㅎㅇ
2021. 8. 22. 10:04, 부그뷰 : ㅎㅇㅎㅇ
2021. 8. 22. 10:38, abyss오재 : ㅎㄹㅎㅇ
2021. 8. 22. 10:43, abyss오재 : 샵검색 : #샘킴 버터 커버
2021. 8. 22. 10:59, abyss오재 : 비 미쳐네
2021. 8. 22. 11:09, 경민 : 엥서울비옴
2021. 8. 22. 11:16, abyss오재 : 존나짧게 치고끝남
2021. 8. 22. 11:16, abyss오재 : 스콜처럼
2021. 8. 22. 11:17, abyss오재 : 죽먹을까
2021. 8. 22. 11:42, abyss오재 : 삭제된 메시지입니다. 
2021. 8. 22. 11:42, abyss오재 : ㅠ
2021. 8. 22. 11:53, abyss오재 : ㅈㅅㅊㅊ
2021. 8. 22. 11:54, 경민 : 김밥
2021. 8. 22. 11:55, abyss오재 : ㅇㅋ
2021. 8. 22. 11:55, abyss오재 : 김밥
2021. 8. 22. 11:56, 경민 : 하
2021. 8. 22. 11:56, 경민 : 개심심하다
2021. 8. 22. 11:56, 경민 : 이모티콘 
2021. 8. 22. 11:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 8. 22. 11:57, abyss오재 : 술때리기 ㄱ
2021. 8. 22. 12:08, 경민 : 어재도심심해서
2021. 8. 22. 12:08, 경민 : 혼자막걸리두병조짐
2021. 8. 22. 12:08, 경민 : ㅎㅎ(;;
2021. 8. 22. 12:08, 경민 : 이모티콘 
