Talk_2021.8.24 13:11-78.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 3일 일요일
2021. 1. 3. 22:36, abyss오재 : 경소봐야하는데티빙터졋어
2021. 1. 18. 13:01, abyss오재 : 나갔는데꺠짐?
2021. 1. 18. 13:01, 경민 : 그때막술취해ㅓㅅ
2021. 1. 18. 13:01, 경민 : 깨다가
2021. 1. 18. 13:02, 경민 : 난나간다~~!!하면서
2021. 1. 18. 13:02, 경민 : 그지랄햇잔아
2021. 1. 18. 13:02, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:02, 경민 : 근데 나가고나서 파티가깨면
2021. 1. 18. 13:02, 경민 : 내가따로도전못하나봄;?ㅅ;ㅂ;
2021. 1. 18. 13:02, 경민 : 하 코어샵 개망햇네
2021. 1. 18. 13:02, abyss오재 : 이거존나신기하네
2021. 1. 18. 13:03, 경민 : 그래도
2021. 1. 18. 13:03, 경민 : 2000개는
2021. 1. 18. 13:03, 경민 : 넘게모으긴할듯;다행이면다행이누;
2021. 1. 18. 13:03, 경민 : 시방 ㅜㅜㅎ담부턴걍
2021. 1. 18. 13:03, 경민 : 깨야지;;ㅎ얌체짓안하고
2021. 1. 18. 13:05, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:05, abyss오재 : 사진
2021. 1. 18. 13:05, abyss오재 : 유진존예탱
2021. 1. 18. 13:05, 경민 : ㅅㅂ
2021. 1. 18. 13:05, 경민 : 존나
2021. 1. 18. 13:05, 경민 : 예쁘네
2021. 1. 18. 13:05, 경민 : ㅁ;ㅊ;
2021. 1. 18. 13:05, abyss오재 : 샵검색: #Ses 20주년
2021. 1. 18. 13:05, abyss오재 : 이때머리같네
2021. 1. 18. 13:11, 경민 : 넌준오빠한테도어제 잘못가르쳐줫네 ㅅㅂ;;ㅎㅎ
2021. 1. 18. 13:11, 경민 : @신원준
2021. 1. 18. 13:12, abyss오재 : 형님
2021. 1. 18. 13:24, 원준오빠 : ㅎㅇㅎㅇ
2021. 1. 18. 13:25, 원준오빠 : 모얍
2021. 1. 18. 13:25, 경민 : ㅋㅋㅋㅋ오빠
2021. 1. 18. 13:25, 경민 : 나
2021. 1. 18. 13:25, 경민 : 저번주에
2021. 1. 18. 13:25, 경민 : 깨다가나간거
2021. 1. 18. 13:25, 경민 : ㅎㅎ파티가깨서 못들어간대
2021. 1. 18. 13:25, 경민 : ㅅㅂ;;ㅎ근데코어는못ㅂ받음
2021. 1. 18. 13:25, 경민 : 그래서개망해써
2021. 1. 18. 13:25, 경민 : 내가잘못알고있어ㄸㅆ따뉴ㅜㅜ
2021. 1. 18. 13:25, 원준오빠 : 엥 대박
2021. 1. 18. 13:25, 원준오빠 : 보스?!
2021. 1. 18. 13:25, 경민 : ㅇㅇㅋㅋㅋ
2021. 1. 18. 13:25, 경민 : 그래서코어
2021. 1. 18. 13:25, 경민 : 70개
2021. 1. 18. 13:25, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:26, 경민 : 못받음ㅎ;
2021. 1. 18. 13:26, 경민 : 다행히스우는
2021. 1. 18. 13:26, 원준오빠 : 미틴
2021. 1. 18. 13:26, 경민 : 데카아웃~
2021. 1. 18. 13:26, 원준오빠 : ㄷㄷㄷㄷ
2021. 1. 18. 13:26, 원준오빠 : 야붕의 희생..
2021. 1. 18. 13:26, 경민 : 하젬캐리라도받아야하나부캐롴ㅋㅋ
2021. 1. 18. 13:26, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:26, 원준오빠 : 담주에 내가
2021. 1. 18. 13:26, 원준오빠 : 돌아드림ㅎ
2021. 1. 18. 13:27, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:27, 경민 : 오빠캐리가능하누
2021. 1. 18. 13:27, 경민 : 아니젬캐리 = 보스젬으로도는거
2021. 1. 18. 13:27, 경민 : 말한거
2021. 1. 18. 13:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:27, 원준오빠 : 아
2021. 1. 18. 13:27, 경민 : 카벨하매...카파풀...
2021. 1. 18. 13:27, 원준오빠 : ㅎㅋㄹㅋ
2021. 1. 18. 13:27, 경민 : ㅜ슈방 ㅠ
2021. 1. 18. 13:27, 원준오빠 : 불가눙ㄹㅋㄹㅋ
2021. 1. 18. 13:27, 경민 : 친구들한테구걸해야되나 ㅜ;
2021. 1. 18. 13:31, 경민 : 아니근데개멍청하네 ㅠ 왜나만몰랏누
2021. 1. 18. 13:35, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:35, 원준오빠 : 너무 슬퍼마라누
2021. 1. 18. 13:35, 원준오빠 : ㅠㅠ
2021. 1. 18. 13:36, 경민 : ㅠ_ㅠ
2021. 1. 18. 13:38, 원준오빠 : 그대 (메이플로) 슬퍼하지 말아요
2021. 1. 18. 13:38, 원준오빠 : 우리 함께
2021. 1. 18. 13:38, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:38, 경민 : -메-합시다
2021. 1. 18. 13:38, 원준오빠 : 행메합시다아아
2021. 1. 18. 13:38, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:39, 경민 : 좋은거배웟다그래도
2021. 1. 18. 13:39, 경민 : ㅇㅈ?
2021. 1. 18. 13:40, 원준오빠 : ㅇㅈㄴㅈ
2021. 1. 18. 13:40, 경민 : 우리스우는
2021. 1. 18. 13:40, 경민 : 안깬거맞지
2021. 1. 18. 13:49, 원준오빠 : ㅇㅇㅇㅇ
2021. 1. 18. 13:50, 경민 : 다행;;
2021. 1. 18. 13:51, abyss오재 : 18
2021. 1. 18. 13:52, abyss오재 : 일이다
2021. 1. 18. 13:52, 원준오빠 : 18
2021. 1. 18. 13:53, 경민 : 나친구사귐
2021. 1. 18. 13:53, 경민 : 2명
2021. 1. 18. 13:53, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:54, 경민 : 마빌에서
2021. 1. 18. 13:54, abyss오재 : ㅠ
2021. 1. 18. 13:54, abyss오재 : 메생친구많아지네
2021. 1. 18. 13:54, abyss오재 : 유노윤호개웃긴다
2021. 1. 18. 13:54, abyss오재 : 오늘 노래 나온다는데
2021. 1. 18. 13:54, abyss오재 : 18살 데뷔해 18일 오후 18시에 음원을 공개한다.
2021. 1. 18. 13:54, abyss오재 : 그리고 최강창민 생일이 2월 18일이다.
2021. 1. 18. 13:54, abyss오재 : ㅅㅂ
2021. 1. 18. 13:54, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:54, abyss오재 : 촹미놔생일추콰한다
2021. 1. 18. 13:54, abyss오재 : ㅅㅂ ㅠ
2021. 1. 18. 13:54, 재환오빠 : 오늘 에픽하이도나옴
2021. 1. 18. 13:54, 재환오빠 : 근데 유노윤호 요즘 왜케 딘딘이랑 많이다님?
2021. 1. 18. 13:54, abyss오재 : 엌
2021. 1. 18. 13:55, abyss오재 : 둘이개절친인거같던데
2021. 1. 18. 13:55, abyss오재 : 어디서부터그랬는지는모르겟지만
2021. 1. 18. 13:57, 원준오빠 : 두니아ㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:57, 원준오빠 : 그때 딘딘이 유노윤호를 섬기기 시작함
2021. 1. 18. 13:57, abyss오재 : 아
2021. 1. 18. 13:57, abyss오재 : 공룡
2021. 1. 18. 13:57, abyss오재 : ㅅㅂ 두니아하면 그짤밖에생각안나
2021. 1. 18. 13:57, abyss오재 : 박준형하고
2021. 1. 18. 13:57, abyss오재 : 영좋지못한곳에 기도하는거
2021. 1. 18. 13:57, abyss오재 : ㅅㅂ
2021. 1. 18. 13:57, 원준오빠 : 뭐지그건ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:57, 원준오빠 : 오쒯 두근구근
2021. 1. 18. 13:58, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:58, 원준오빠 : 한달전에
2021. 1. 18. 13:58, 빠충 : 아
2021. 1. 18. 13:58, 빠충 : 씨
2021. 1. 18. 13:58, 빠충 : 발
2021. 1. 18. 13:58, 빠충 : 월-수 공사하네
2021. 1. 18. 13:58, 원준오빠 : 몬공?
2021. 1. 18. 13:58, 빠충 : 여섯층 밑에서 인테리어 철거한다는데
2021. 1. 18. 13:58, 빠충 : 존나시끄럽
2021. 1. 18. 13:58, abyss오재 : 시끄럽겟구만
2021. 1. 18. 13:58, 원준오빠 : ㄹㅇ
2021. 1. 18. 13:58, 빠충 : 개빡친다
2021. 1. 18. 13:58, 원준오빠 : 요즘 철인듯
2021. 1. 18. 13:59, 원준오빠 : 울 아파트에
2021. 1. 18. 13:59, 원준오빠 : 두집이나 함
2021. 1. 18. 13:59, 빠충 : 오늘 재택이라 기분 좋았는데
2021. 1. 18. 13:59, 원준오빠 : 아침에 스테레오로 깨워
2021. 1. 18. 13:59, 빠충 : 기분 팍 상해부러쓰
2021. 1. 18. 13:59, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 1. 18. 13:59, 원준오빠 : ㄹㅇ
2021. 1. 18. 13:59, 원준오빠 : 치명적이누
2021. 1. 18. 13:59, 빠충 : 최선을 다해 내일이랑 모레 출근함
2021. 1. 18. 13:59, 빠충 : 드륵드륵드르르ㅡ르르르르르르륵 하누
2021. 1. 18. 13:59, abyss오재 : ㅋㅋㅋㅋㅋ아씨밬ㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 13:59, abyss오재 : ㅇㅣ정우
2021. 1. 18. 13:59, abyss오재 : 금욜날 나 뭐 하다가 아 몰라하고월욜애한다그랬었잖아
2021. 1. 18. 14:00, abyss오재 : 얘도 금욜날돌려놨는데
2021. 1. 18. 14:00, abyss오재 : 잘못돌려서
2021. 1. 18. 14:00, abyss오재 : 다시돌린대
2021. 1. 18. 14:00, abyss오재 : ㅅㅂ
2021. 1. 18. 14:00, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 14:00, abyss오재 : ㅠ이러나저러나개판이었쥬
2021. 1. 18. 14:04, abyss오재 : 이제카페
2021. 1. 18. 14:04, abyss오재 : 1인됨??
2021. 1. 18. 14:04, abyss오재 : 된다고햇던거같은데
2021. 1. 18. 14:04, abyss오재 : 왜케 주말동안한말들이
2021. 1. 18. 14:04, abyss오재 : 다가물가물하지;
2021. 1. 18. 14:04, abyss오재 : ㅅㅂ;
2021. 1. 18. 14:04, abyss오재 : ㅠ
2021. 1. 18. 14:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 14:12, 정우 : 음식점처럼 앉아있을수있댔음
2021. 1. 18. 14:12, 정우 : 9시까지
2021. 1. 18. 14:12, 정우 : 니진짜 주말그냥
2021. 1. 18. 14:12, 정우 : 다날렸네?
2021. 1. 18. 14:12, 정우 : 시간이랑 기억이랑 같이날림?
2021. 1. 18. 14:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 14:13, abyss오재 : ㅎㅎ;
2021. 1. 18. 14:13, abyss오재 : 그런거같은데?
2021. 1. 18. 14:13, abyss오재 : 토욜진짜
2021. 1. 18. 14:14, abyss오재 : 어디갔누
2021. 1. 18. 14:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 14:14, 정우 : 개웃기네
2021. 1. 18. 14:14, 정우 : 아 너무졸리다
2021. 1. 18. 14:14, 빠충 : 아
2021. 1. 18. 14:15, 빠충 : 시끄럽다 넘모
2021. 1. 18. 14:15, abyss오재 : 이사철이라
2021. 1. 18. 14:15, abyss오재 : 어쩔수업나보누
2021. 1. 18. 14:15, abyss오재 : 나도오늘등교하는데
2021. 1. 18. 14:15, abyss오재 : 이삿짐센터 뽐
2021. 1. 18. 14:15, 정우 : ㅠㅠ
2021. 1. 18. 14:15, 정우 : 오재훈도
2021. 1. 18. 14:15, 정우 : 이사가야지
2021. 1. 18. 14:19, abyss오재 : 책상 갖다놓으니까
2021. 1. 18. 14:19, abyss오재 : 알아서 가져간거개꿀임 ㄹㅇ
2021. 1. 18. 14:20, 경민 : ㅅㅂ
2021. 1. 18. 14:20, 경민 : 메이플에서
2021. 1. 18. 14:20, 경민 : 이모됨
2021. 1. 18. 14:20, 경민 : 23살애기
2021. 1. 18. 14:20, 경민 : 친구먹음
2021. 1. 18. 14:20, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 14:20, abyss오재 : 이모
2021. 1. 18. 14:20, abyss오재 : ㅅㅂ
2021. 1. 18. 14:20, 경민 : 28살이라고
2021. 1. 18. 14:20, 경민 : 나이속임
2021. 1. 18. 14:20, abyss오재 : 삼촌이모할만나이됐네
2021. 1. 18. 14:20, 경민 : ㅎ;;
2021. 1. 18. 14:20, abyss오재 : ㅎ;
2021. 1. 18. 14:25, 경민 : ㅁㅊ아니
2021. 1. 18. 14:25, 경민 : 새로사귄
2021. 1. 18. 14:25, 경민 : 32살친구
2021. 1. 18. 14:25, 경민 : 닉이
2021. 1. 18. 14:25, 경민 : 쇠벅이거든?
2021. 1. 18. 14:25, 경민 : 무슨뜻인지앎?
2021. 1. 18. 14:25, 경민 : ㅅㅂ
2021. 1. 18. 14:28, abyss오재 : 글쎼
2021. 1. 18. 14:28, abyss오재 : 스벅?
2021. 1. 18. 14:28, 경민 : 쇠주 버억
2021. 1. 18. 14:28, 경민 : ㅅㅂ
2021. 1. 18. 14:28, 경민 : 개웃겨ㅠ
2021. 1. 18. 14:29, abyss오재 : ;;
2021. 1. 18. 14:29, abyss오재 : 과격하누
2021. 1. 18. 14:30, 경민 : 개욱김
2021. 1. 18. 15:15, 원준오빠 : 버억
2021. 1. 18. 15:15, 원준오빠 : 난 빵버억하러감
2021. 1. 18. 15:15, 원준오빠 : 대존맛 베이커리 발견해서
2021. 1. 18. 15:15, 원준오빠 : 일주일에 세번은 가는듯
2021. 1. 18. 15:16, 원준오빠 : https://v.kakao.com/v/20210118115129159
2021. 1. 18. 15:16, 원준오빠 : 사막에 눈왔데
2021. 1. 18. 15:25, abyss오재 : ㅁㅊ;
2021. 1. 18. 15:25, abyss오재 : 지구가아프구만
2021. 1. 18. 15:40, 빠충 : 아니
2021. 1. 18. 15:40, 빠충 : 왜 번역하라는 거 그지같이 주지
2021. 1. 18. 15:41, 빠충 : 엑셀에서 53,54,55,60,61번째 줄 하라는데 왜
2021. 1. 18. 15:41, 빠충 : 53,54,55에는 아무것도 없누
2021. 1. 18. 15:42, 빠충 : 왜 이러누.....
2021. 1. 18. 15:42, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 15:42, abyss오재 : 업다누,,,
2021. 1. 18. 15:42, abyss오재 : 라고보내라누
2021. 1. 18. 15:42, 빠충 : 그래서 그냥 꼴받아서
2021. 1. 18. 15:42, 빠충 : 그 섹션 한 스무개 항몯
2021. 1. 18. 15:42, 빠충 : 다 해버렸다뉴
2021. 1. 18. 15:43, 빠충 : 제대로 보내던가
2021. 1. 18. 15:43, abyss오재 : /;;
2021. 1. 18. 15:43, abyss오재 : 왜다해버렸누
2021. 1. 18. 15:43, 빠충 : 아니
2021. 1. 18. 15:43, 빠충 : 중간에 어디서 끊는지 왜 말안해주누
2021. 1. 18. 15:43, 빠충 : ㅠ
2021. 1. 18. 15:45, 빠충 : 근데 나때문인가
2021. 1. 18. 15:45, 빠충 : 다른 나라들도 다 따라하누
2021. 1. 18. 15:45, 원준오빠 : 무순나라?
2021. 1. 18. 15:45, 원준오빠 : 권나라? 오나라?
2021. 1. 18. 15:46, 원준오빠 : 이모티콘 
2021. 1. 18. 15:49, 재환오빠 : 샵검색: #여성 재택숙직제
2021. 1. 18. 15:49, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기누
2021. 1. 18. 15:56, 원준오빠 : 재택숙직이게 뭔소리요?
2021. 1. 18. 15:56, 원준오빠 : 대전?
2021. 1. 18. 15:58, 재환오빠 : 재택출장 재택군복무도 쌉가능한부분ㅋㅋㅋㅋ
2021. 1. 18. 16:02, 원준오빠 : ;;
2021. 1. 18. 16:02, 원준오빠 : 오재훈 해명해
2021. 1. 18. 16:03, abyss오재 : 저게뭔데
2021. 1. 18. 16:03, abyss오재 : ㅠ
2021. 1. 18. 16:03, abyss오재 : '일은 하기 싫고 돈은 벌고 싶다는 것'

출처 : 중부매일(http://www.jbnews.com)
2021. 1. 18. 16:03, abyss오재 : 이거래
2021. 1. 18. 16:03, abyss오재 : ㅠ
2021. 1. 18. 16:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:18, 정우 : 오 신박한소리하누
2021. 1. 18. 16:18, 정우 : ㅅㅂ
2021. 1. 18. 16:19, abyss오재 : 재택숙직이면
2021. 1. 18. 16:19, abyss오재 : 집에서 cctv보는건가
2021. 1. 18. 16:19, abyss오재 : ㅠ
2021. 1. 18. 16:19, abyss오재 : 흥진하누;
2021. 1. 18. 16:19, 원준오빠 : 사진
2021. 1. 18. 16:19, abyss오재 : 아 ㅅㅂ 시간개잘가서개빡치네갑자기
2021. 1. 18. 16:20, 원준오빠 : 오거 샌드위치
2021. 1. 18. 16:20, 정우 : 맛있겠다;;;
2021. 1. 18. 16:20, abyss오재 : 베이커리
2021. 1. 18. 16:20, abyss오재 : 그만먹어
2021. 1. 18. 16:20, abyss오재 : 그러다 베
2021. 1. 18. 16:20, abyss오재 : 뭐라고하고싶은걸까
2021. 1. 18. 16:20, 빠충 : 베짱이
2021. 1. 18. 16:20, 원준오빠 : 베스킨
2021. 1. 18. 16:21, 빠충 : 베리굿
2021. 1. 18. 16:21, 재환오빠 : 조현
2021. 1. 18. 16:22, abyss오재 : 베리굿;;;ㅁㅊ;;;;;
2021. 1. 18. 16:22, abyss오재 : 개듣보걸그룹까지
2021. 1. 18. 16:22, abyss오재 : 챙기는빠충의
2021. 1. 18. 16:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:23, 원준오빠 : 샵검색: #베리굿 조현
2021. 1. 18. 16:23, 원준오빠 : 오호
2021. 1. 18. 16:25, abyss오재 : 아진짜
2021. 1. 18. 16:25, abyss오재 : 갑자기생각낫는데
2021. 1. 18. 16:25, abyss오재 : 개싸이코패스같은꿈얘기
2021. 1. 18. 16:25, abyss오재 : 해주기가능?
2021. 1. 18. 16:26, 원준오빠 : ㅇㅇ
2021. 1. 18. 16:26, abyss오재 : 내가 뭐하는 새낀지 모르겟는데
2021. 1. 18. 16:27, abyss오재 : 살인자 시체를 받아왔어
2021. 1. 18. 16:27, 원준오빠 : 너
2021. 1. 18. 16:27, 원준오빠 : 카인 아님?
2021. 1. 18. 16:27, abyss오재 : 그래서받아온건가;;
2021. 1. 18. 16:27, abyss오재 : 근데 개 싸이코패스같은게
2021. 1. 18. 16:27, 정우 : ;;;;
2021. 1. 18. 16:27, abyss오재 : 내가 그 시체를
2021. 1. 18. 16:27, abyss오재 : 우리집 그 tv장 밑에 넣었어
2021. 1. 18. 16:27, 정우 : ;;;;;;;;;;;;
2021. 1. 18. 16:28, abyss오재 : 근데여기서존나어이없는데
2021. 1. 18. 16:28, abyss오재 : 내가 그걸죽이고 그런건 아니었떤게
2021. 1. 18. 16:28, abyss오재 : 나중에 찾아간다고 그랫는데
2021. 1. 18. 16:28, abyss오재 : ?이게새벽에 시체가 살아나는거야
2021. 1. 18. 16:28, abyss오재 : 막 갑자기 살아나서 움직이거나 그런건 아닌데
2021. 1. 18. 16:28, abyss오재 : 뭔지 모르겠는데
2021. 1. 18. 16:28, abyss오재 : 휴대폰에서
2021. 1. 18. 16:28, abyss오재 : 이 사람이 살아있다는게 인지됨;;
2021. 1. 18. 16:28, 경민 : 소문이
2021. 1. 18. 16:28, 경민 : 많이봐서그래
2021. 1. 18. 16:28, abyss오재 : 근데 그럼 살인자가
2021. 1. 18. 16:29, abyss오재 : 내방 티비장에
2021. 1. 18. 16:29, abyss오재 : 서 살아있는걱잖아;
2021. 1. 18. 16:29, abyss오재 : 그래서 새벽2시30분에
2021. 1. 18. 16:29, abyss오재 : 꺴음;
2021. 1. 18. 16:29, 재환오빠 : 시체가벌떡 벌떡 벌떡!
2021. 1. 18. 16:29, 원준오빠 : ㄷㄷ
2021. 1. 18. 16:29, abyss오재 : ㅁㅊ;
2021. 1. 18. 16:29, 재환오빠 : 아~~~~~~~~ 쇼킹!!
2021. 1. 18. 16:29, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 1. 18. 16:29, abyss오재 : 저거 무슨 게임ㅇ이ㅓㅆ지
2021. 1. 18. 16:29, abyss오재 : ㅅㅂ
2021. 1. 18. 16:29, abyss오재 : ㅠ
2021. 1. 18. 16:29, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:29, abyss오재 : 술겜하고싶다
2021. 1. 18. 16:29, 경민 : 공동묘지에
2021. 1. 18. 16:29, 경민 : 았~~~쌰
2021. 1. 18. 16:29, abyss오재 : ㅁㅊ
2021. 1. 18. 16:29, abyss오재 : 하나도기억안나
2021. 1. 18. 16:29, abyss오재 : 와술겜;;존나재밋겟다;
2021. 1. 18. 16:29, abyss오재 : 아싸홍삼
2021. 1. 18. 16:29, abyss오재 : 에블바리홍삼
2021. 1. 18. 16:29, abyss오재 : 아싸 너 너
2021. 1. 18. 16:29, abyss오재 : 하이튼 새벽에
2021. 1. 18. 16:29, 원준오빠 : 시체가 깨어나서 쇼킹을 날렸뉴ㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:29, abyss오재 : 개싸이코패스같은;;
2021. 1. 18. 16:30, abyss오재 : 아근데꿈꿀때
2021. 1. 18. 16:30, abyss오재 : 너무 우리집배경으로 나와서킹받누;;
2021. 1. 18. 16:30, 재환오빠 : 쇼킹받누
2021. 1. 18. 16:30, abyss오재 : 앙아아아아아아아아ㅡ아오앙아아~~!~!
2021. 1. 18. 16:30, abyss오재 : 해줘야
2021. 1. 18. 16:30, 원준오빠 : 예지몽이누
2021. 1. 18. 16:30, 재환오빠 : 로또 ㄱㄱ
2021. 1. 18. 16:30, abyss오재 : 게임제맛;
2021. 1. 18. 16:30, abyss오재 : 술겜하실신원준구함
2021. 1. 18. 16:30, abyss오재 : 메플말고 ;
2021. 1. 18. 16:30, abyss오재 : 술겜하자
2021. 1. 18. 16:32, 빠충 : 왜 슬랙 디엠으로
2021. 1. 18. 16:32, 빠충 : 안녕하세요 하고나서
2021. 1. 18. 16:32, 빠충 : 나도 안녕하세요 했는데
2021. 1. 18. 16:32, 빠충 : 5분동안 말이 없지
2021. 1. 18. 16:32, abyss오재 : ㅅㅂ
2021. 1. 18. 16:32, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ프로인사러누?
2021. 1. 18. 16:32, 원준오빠 : ㄱㄱ
2021. 1. 18. 16:32, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니뭐냐고
2021. 1. 18. 16:32, abyss오재 : 이모티콘 
2021. 1. 18. 16:32, 빠충 : 바로 칼답했는데
2021. 1. 18. 16:32, 빠충 : 어디갔누.......
2021. 1. 18. 16:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:33, 정우 : 술래잡기하누
2021. 1. 18. 16:33, abyss오재 : 귀신이누
2021. 1. 18. 16:33, 빠충 : 아니 멘션넣어야하나
2021. 1. 18. 16:33, abyss오재 : general에서
2021. 1. 18. 16:33, 빠충 : 알림가게
2021. 1. 18. 16:33, abyss오재 : @ 로 태그해서
2021. 1. 18. 16:33, 빠충 : 제너럴
2021. 1. 18. 16:33, abyss오재 : 디엠보내셨는데
2021. 1. 18. 16:33, abyss오재 : 확인안하셔서
2021. 1. 18. 16:33, abyss오재 : ~
2021. 1. 18. 16:33, abyss오재 : 이지랄하셈
2021. 1. 18. 16:34, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:34, abyss오재 : 얻덤
2021. 1. 18. 16:34, 빠충 : 공개처형가누
2021. 1. 18. 16:34, 빠충 : 역처형가능해서
2021. 1. 18. 16:34, abyss오재 : 그렇누
2021. 1. 18. 16:34, 빠충 : 안되누
2021. 1. 18. 16:34, abyss오재 : ㅋㅋㅋㅋㅋㅋ
2021. 1. 18. 16:34, 빠충 : 아니 뭐 어쩌라는건데 그래서
2021. 1. 18. 16:34, abyss오재 : 아대전아직도눈오네
2021. 1. 18. 16:34, abyss오재 : 뭐니한테일시킬사람이누?
2021. 1. 18. 16:34, 빠충 : ㅇㅇㅇㅇ
2021. 1. 18. 16:34, 빠충 : 아 돌아왔네
2021. 1. 18. 16:34, 빠충 : 입력즁떴다
2021. 1. 18. 16:34, 빠충 : 무냐고
2021. 1. 18. 16:34, 재환오빠 : 사실 말 따라하기 봇이었던것
2021. 1. 18. 16:36, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
