Talk_2021.8.24 13:10-25.txt
저장한 날짜 : 2021. 8. 24. 13:11



2018년 9월 17일 월요일
2018. 9. 17. 23:19, (알 수 없음) : 두유노?
2018. 9. 27. 11:57, (알 수 없음) : 안전관리해야해
2018. 9. 27. 11:57, (알 수 없음) : 1월부터
2018. 9. 27. 11:57, (알 수 없음) : 밀려있네 시발;;
2018. 9. 27. 11:58, (알 수 없음) : 아이거 분명히 한학기지나고
2018. 9. 27. 11:58, (알 수 없음) : 바꾸자고 했던거같은데
2018. 9. 27. 11:58, (알 수 없음) : ㅅㅂ..............
2018. 9. 27. 11:58, (알 수 없음) : 9월도다지나갔네
2018. 9. 27. 11:58, (알 수 없음) : 까먹고있었따
2018. 9. 27. 12:00, (알 수 없음) : 열분들
2018. 9. 27. 12:00, (알 수 없음) : 왜케덥져
2018. 9. 27. 12:01, 원준오빠 : 팬티 벗어
2018. 9. 27. 12:01, (알 수 없음) : 오늘
2018. 9. 27. 12:01, (알 수 없음) : 안입고왔음
2018. 9. 27. 12:01, 원준오빠 : 줄래?
2018. 9. 27. 12:01, 원준오빠 : 근데 왜 덥지;
2018. 9. 27. 12:02, (알 수 없음) : 바지입고있어서
2018. 9. 27. 12:02, (알 수 없음) : 그런가
2018. 9. 27. 12:02, 원준오빠 : 혹시 머리에 쓰고있어?
2018. 9. 27. 12:02, (알 수 없음) : 팬티지르는중이라
2018. 9. 27. 12:02, (알 수 없음) : 그런가
2018. 9. 27. 12:02, 원준오빠 : 어쩜지
2018. 9. 27. 12:02, 원준오빠 : 구럴리가옶더했어
2018. 9. 27. 12:02, (알 수 없음) : 형은
2018. 9. 27. 12:02, 원준오빠 : 청광갈검데
2018. 9. 27. 12:02, (알 수 없음) : 안더워?
2018. 9. 27. 12:02, 원준오빠 : 같이갈래!
2018. 9. 27. 12:02, 원준오빠 : 응
2018. 9. 27. 12:02, 재환오빠 : 바지입으면 더운날씨임
2018. 9. 27. 12:02, 원준오빠 : 난 바지를 안입었어
2018. 9. 27. 12:02, (알 수 없음) : 아
2018. 9. 27. 12:02, (알 수 없음) : 하체실종잉네
2018. 9. 27. 12:03, 빠충 : 치마 빼앰?
2018. 9. 27. 12:04, 원준오빠 : ?
2018. 9. 27. 12:05, 원준오빠 : 바지를 안입으면 안입은거디
2018. 9. 27. 12:05, 원준오빠 : 왜 치마가 나와
2018. 9. 27. 12:05, (알 수 없음) : 맞아
2018. 9. 27. 12:05, (알 수 없음) : 빠충
2018. 9. 27. 12:05, (알 수 없음) : 정신못차린듯
2018. 9. 27. 12:05, (알 수 없음) : 늦게오더니
2018. 9. 27. 12:05, 빠충 : ㅇㅋ
2018. 9. 27. 12:05, 빠충 : 사실
2018. 9. 27. 12:05, 빠충 : 지금
2018. 9. 27. 12:05, (알 수 없음) : 너치마입음
2018. 9. 27. 12:05, 빠충 : 졸림
2018. 9. 27. 12:05, (알 수 없음) : ?
2018. 9. 27. 12:05, (알 수 없음) : ㅇㅋ,,
2018. 9. 27. 12:05, (알 수 없음) : 니더창관
2018. 9. 27. 12:05, (알 수 없음) : 나도청광갈래
2018. 9. 27. 12:05, 빠충 : 사진
2018. 9. 27. 12:05, 빠충 : 음
2018. 9. 27. 12:05, 빠충 : 비슷
2018. 9. 27. 12:06, 양우성 : 청맥하고싶다
2018. 9. 27. 12:07, 이석준 : 이불입고있네
2018. 9. 27. 12:08, 원준오빠 : 사진
2018. 9. 27. 12:09, 원준오빠 : 사진
2018. 9. 27. 12:09, 원준오빠 : 사진
2018. 9. 27. 12:09, 원준오빠 : 사진
2018. 9. 27. 12:09, 정우 : 크
2018. 9. 27. 12:09, 정우 : 하늘보소
2018. 9. 27. 12:09, (알 수 없음) : 형왜나랑
2018. 9. 27. 12:09, (알 수 없음) : 청광안가줌?
2018. 9. 27. 12:09, 정우 : (너싫대)
2018. 9. 27. 12:09, (알 수 없음) : 쓰발;
2018. 9. 27. 12:09, (알 수 없음) : ㅇㅋ
2018. 9. 27. 12:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 12:09, 양우성 : 날씨쫀다
2018. 9. 27. 12:10, 정우 : ㅈㅅ사칭안함
2018. 9. 27. 12:10, 원준오빠 : 니가 와 병시나
2018. 9. 27. 12:10, (알 수 없음) : 저거
2018. 9. 27. 12:10, (알 수 없음) : 최한길
2018. 9. 27. 12:10, 원준오빠 : (박력)
2018. 9. 27. 12:10, (알 수 없음) : 형
2018. 9. 27. 12:10, (알 수 없음) : 지금최한길이랑
2018. 9. 27. 12:10, (알 수 없음) : 같이있음?
2018. 9. 27. 12:11, 원준오빠 : 사진
2018. 9. 27. 12:11, 원준오빠 : 어깨동무
2018. 9. 27. 12:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 12:11, (알 수 없음) : 형최한길
2018. 9. 27. 12:11, (알 수 없음) : 말투쓸줄아네
2018. 9. 27. 12:11, (알 수 없음) : 처ㅕㅇ광갈게
2018. 9. 27. 12:11, (알 수 없음) : 기달
2018. 9. 27. 12:12, (알 수 없음) : 안전점검
2018. 9. 27. 12:12, (알 수 없음) : 매일해야하는데
2018. 9. 27. 12:12, (알 수 없음) : 혼자서
2018. 9. 27. 12:12, (알 수 없음) : 수요일만하는 룰 만들어서
2018. 9. 27. 12:12, (알 수 없음) : 수요일만 점검중
2018. 9. 27. 12:12, (알 수 없음) : 개편하네
2018. 9. 27. 12:12, (알 수 없음) : ㅎ
2018. 9. 27. 12:12, 원준오빠 : 매일 해 병시나
2018. 9. 27. 12:12, (알 수 없음) : 쫍,
2018. 9. 27. 12:12, (알 수 없음) : 형
2018. 9. 27. 12:12, (알 수 없음) : 할거엇으면
2018. 9. 27. 12:12, (알 수 없음) : 이것좀
2018. 9. 27. 12:12, (알 수 없음) : 해주라
2018. 9. 27. 12:12, 원준오빠 : 나 아니고 한길인데
2018. 9. 27. 12:12, 원준오빠 : 니 이제 나한테 형이라 하나
2018. 9. 27. 12:12, (알 수 없음) : 형인거다암
2018. 9. 27. 12:12, 원준오빠 : ㅇㅋ ㅈㅅ
2018. 9. 27. 12:12, (알 수 없음) : ;;
2018. 9. 27. 12:13, 원준오빠 : 뭔데
2018. 9. 27. 12:13, 원준오빠 : 해주까
2018. 9. 27. 12:13, (알 수 없음) : 속을뻔했는데
2018. 9. 27. 12:13, (알 수 없음) : 안속아버렸다
2018. 9. 27. 12:13, (알 수 없음) : 한번만더했으면속을뻔
2018. 9. 27. 12:13, (알 수 없음) : 아냐내가함
2018. 9. 27. 12:13, (알 수 없음) : 형
2018. 9. 27. 12:13, (알 수 없음) : 커피포트 태우는거처럼
2018. 9. 27. 12:13, (알 수 없음) : 재ㅣㅆ는일화
2018. 9. 27. 12:13, (알 수 없음) : 또한번
2018. 9. 27. 12:14, (알 수 없음) : 안해줌?
2018. 9. 27. 12:14, 원준오빠 : 10.2에
2018. 9. 27. 12:14, 원준오빠 : 발암물질 연성해주냐
2018. 9. 27. 12:14, (알 수 없음) : ㄱㄱ
2018. 9. 27. 12:14, 원준오빠 : 포트의 연금술사
2018. 9. 27. 12:14, (알 수 없음) : 지렸다,,
2018. 9. 27. 12:14, (알 수 없음) : 포트번ㅇ호 8888
2018. 9. 27. 12:15, 원준오빠 : 왜
2018. 9. 27. 12:15, (알 수 없음) : 아
2018. 9. 27. 12:15, (알 수 없음) : 지ㅐㄴ짜
2018. 9. 27. 12:15, (알 수 없음) : 개잠와
2018. 9. 27. 12:16, (알 수 없음) : 형
2018. 9. 27. 12:16, (알 수 없음) : 다들조용해짐
2018. 9. 27. 12:16, 정우 : 수업때
2018. 9. 27. 12:16, 빠충 : 맘스 스파게티 먹으러 감
2018. 9. 27. 12:16, 정우 : 폰못보게함
2018. 9. 27. 12:16, 정우 : 25먹고몰폰중
2018. 9. 27. 12:17, (알 수 없음) : 휴,,
2018. 9. 27. 12:17, 원준오빠 : 25먹어?
2018. 9. 27. 12:18, (알 수 없음) : 나
2018. 9. 27. 12:18, (알 수 없음) : 좋은방법생각남
2018. 9. 27. 12:18, (알 수 없음) : 10월2일
2018. 9. 27. 12:18, 정우 : 나이십오먹어벌여
2018. 9. 27. 12:18, (알 수 없음) : 2시30분에
2018. 9. 27. 12:18, (알 수 없음) : 준코가서
2018. 9. 27. 12:18, (알 수 없음) : 3시간딱하고 나온다음에
2018. 9. 27. 12:18, (알 수 없음) : 헤어지면됨
2018. 9. 27. 12:18, (알 수 없음) : 준코에서
2018. 9. 27. 12:18, (알 수 없음) : 와인도몰래
2018. 9. 27. 12:18, (알 수 없음) : 먹어벌여
2018. 9. 27. 12:19, 원준오빠 : 난 집갈그댜
2018. 9. 27. 12:19, (알 수 없음) : 이제
2018. 9. 27. 12:19, (알 수 없음) : 형안믿음
2018. 9. 27. 12:19, (알 수 없음) : 12ㅅㅣ전에
2018. 9. 27. 12:19, (알 수 없음) : 취하게만들어벌여
2018. 9. 27. 12:19, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 12:19, 원준오빠 : 벌구2
2018. 9. 27. 12:19, (알 수 없음) : 신벌구
2018. 9. 27. 12:19, 원준오빠 : 다들 내 카톡명 바꾸도록해요
2018. 9. 27. 12:19, 원준오빠 : 신벌구로
2018. 9. 27. 12:19, (알 수 없음) : 와타시노
2018. 9. 27. 12:20, (알 수 없음) : 도모다찌
2018. 9. 27. 12:20, (알 수 없음) : 데쓰
2018. 9. 27. 12:20, 원준오빠 : 하이잇
2018. 9. 27. 12:20, 원준오빠 : 나카마
2018. 9. 27. 12:20, 원준오빠 : 쿄우와
2018. 9. 27. 12:20, 원준오빠 : 나니코라 구라오 이빠이 시마스카?
2018. 9. 27. 12:20, (알 수 없음) : ..!;;
2018. 9. 27. 12:20, (알 수 없음) : 진짜가나타나벌임
2018. 9. 27. 12:20, 원준오빠 : 호온모노??
2018. 9. 27. 12:20, (알 수 없음) : 야레야레 와타시노 니혼진 실력 구라데스네
2018. 9. 27. 12:21, 원준오빠 : 무다다
2018. 9. 27. 12:24, (알 수 없음) : 하아왜이럴까
2018. 9. 27. 12:25, 원준오빠 : 난다요
2018. 9. 27. 12:29, (알 수 없음) : 날아올라
2018. 9. 27. 12:29, (알 수 없음) : 저하늘
2018. 9. 27. 12:29, (알 수 없음) : 별이되랠요
2018. 9. 27. 12:33, (알 수 없음) : 아
2018. 9. 27. 12:33, (알 수 없음) : 노래방갈사람구한다
2018. 9. 27. 12:35, 재환오빠 : 와타시
2018. 9. 27. 12:45, (알 수 없음) : 언제가여ㅕㅇ
2018. 9. 27. 12:50, (알 수 없음) : 인턴간형
2018. 9. 27. 12:50, (알 수 없음) : 왜여깄지했는데
2018. 9. 27. 12:50, (알 수 없음) : 짤렸다고해서
2018. 9. 27. 12:50, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ뭐지이랬는데
2018. 9. 27. 12:50, (알 수 없음) : 창립기념일이라네
2018. 9. 27. 12:50, (알 수 없음) : tmi
2018. 9. 27. 12:50, (알 수 없음) : 오늘은 네이버 창립기념일이다
2018. 9. 27. 12:51, 양우성 : 네이버잘나가네
2018. 9. 27. 12:51, 양우성 : 창립한거부터 봤었는데
2018. 9. 27. 12:53, 경민 : ㅎㅇ
2018. 9. 27. 12:53, 경민 : 나운동조리고옴
2018. 9. 27. 13:14, 원준오빠 : 점심운동?
2018. 9. 27. 13:14, 원준오빠 : 대박
2018. 9. 27. 13:14, 양우성 : 부지런쓰
2018. 9. 27. 13:18, 경민 : ㅎㅇ
2018. 9. 27. 13:18, 경민 : 점심마싯네
2018. 9. 27. 13:22, (알 수 없음) : ㄹㅇ부지런쓰
2018. 9. 27. 13:25, 경민 : 후후
2018. 9. 27. 13:27, 빠충 : 신입생 친구
2018. 9. 27. 13:27, 빠충 : 빨리 프린트했음 좋겠다
2018. 9. 27. 13:27, 빠충 : 들은 학점이 0인 친구
2018. 9. 27. 13:27, 빠충 : 어 그럼 중간에 들어왔네
2018. 9. 27. 13:44, 정우 : http://m.cafe.daum.net/dotax/Elgq/2512964?svc=kakaotalkTab
2018. 9. 27. 13:44, 정우 : 이거뭔데 존나웃기지
2018. 9. 27. 13:55, 양우성 : 개빠르네
2018. 9. 27. 14:19, (알 수 없음) : 아씨발
2018. 9. 27. 14:19, (알 수 없음) : 망햇다좆가,아
2018. 9. 27. 14:19, (알 수 없음) : 나10월2일날
2018. 9. 27. 14:19, (알 수 없음) : 더늦게가야함10시기차타야할듯
2018. 9. 27. 14:19, (알 수 없음) : 10월달부터 세미나시간 화목바껴서 화욜8시에세미나해
2018. 9. 27. 14:21, 경민 : 째
2018. 9. 27. 14:21, 경민 : 면
2018. 9. 27. 14:21, 경민 : 안댐?
2018. 9. 27. 14:21, 경민 : ㅎ
2018. 9. 27. 14:21, 경민 : ㅈㅅ
2018. 9. 27. 14:22, 경민 : ;
2018. 9. 27. 14:22, 경민 : 좆같겠네
2018. 9. 27. 14:22, 정우 : ㅋ......
2018. 9. 27. 14:22, 정우 : 12시되야오겠네
2018. 9. 27. 14:22, (알 수 없음) : 아시발
2018. 9. 27. 14:22, (알 수 없음) : 좆같은외국인함명이
2018. 9. 27. 14:22, 경민 : ㅇㅇ
2018. 9. 27. 14:22, (알 수 없음) : 지종교활동가야한다고시간바꿔달래서
2018. 9. 27. 14:22, 경민 : 바꾸재?
2018. 9. 27. 14:22, 경민 : ㅡㅡ;
2018. 9. 27. 14:22, (알 수 없음) : 담주부터바꾸는ㄷ건데
2018. 9. 27. 14:22, (알 수 없음) : 아
2018. 9. 27. 14:22, (알 수 없음) : 좆같네
2018. 9. 27. 14:22, 경민 : 다담주부터
2018. 9. 27. 14:22, 경민 : 바꾸자해
2018. 9. 27. 14:22, (알 수 없음) : 생각도목하고잇어벌여
2018. 9. 27. 14:22, 경민 : ㅈㅅ한데
2018. 9. 27. 14:22, (알 수 없음) : 이미공지해버림...
2018. 9. 27. 14:22, (알 수 없음) : 아
2018. 9. 27. 14:23, (알 수 없음) : ㅠㅠ
2018. 9. 27. 14:23, 경민 : ㅜㅜ
2018. 9. 27. 14:23, 경민 : 오재훈
2018. 9. 27. 14:23, (알 수 없음) : 아짜증낰ㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 14:23, 경민 : 포트와인
2018. 9. 27. 14:23, 정우 : 너도
2018. 9. 27. 14:23, 경민 : 못먹겠네
2018. 9. 27. 14:23, (알 수 없음) : 시발
2018. 9. 27. 14:23, 정우 : 서울가야된다고
2018. 9. 27. 14:23, (알 수 없음) : 아니
2018. 9. 27. 14:23, (알 수 없음) : 포트오ㅓ인
2018. 9. 27. 14:23, 정우 : 바꿔달라하세메
2018. 9. 27. 14:23, (알 수 없음) : 늦게먹어
2018. 9. 27. 14:23, 경민 : ㅎ
2018. 9. 27. 14:23, (알 수 없음) : 포틍리스
2018. 9. 27. 14:23, (알 수 없음) : 쏴벌임
2018. 9. 27. 15:09, 원준오빠 : 우리 거기 엄
2018. 9. 27. 15:09, 원준오빠 : 옴
2018. 9. 27. 15:09, 원준오빠 : 인생 짜장면집
2018. 9. 27. 15:09, 경민 : 오
2018. 9. 27. 15:09, 경민 : 아
2018. 9. 27. 15:09, 경민 : 오늘
2018. 9. 27. 15:09, 경민 : 깨
2018. 9. 27. 15:09, 경민 : 심심해벌여
2018. 9. 27. 15:09, 경민 : 쪼웁~~!~
!
2018. 9. 27. 15:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 15:16, (알 수 없음) : 인생짜장면어때
2018. 9. 27. 15:16, (알 수 없음) : 짜장면이랑그냥
2018. 9. 27. 15:16, 경민 : 사진좀ㅇ
2018. 9. 27. 15:16, (알 수 없음) : 다른음식인거같음
2018. 9. 27. 15:16, (알 수 없음) : 아근데조우나빡친
2018. 9. 27. 15:16, 경민 : 10월2일에그래서뭐하냐?
2018. 9. 27. 15:16, (알 수 없음) : ㅔHW1도안했는데
2018. 9. 27. 15:16, (알 수 없음) : ㅗHW40
2018. 9. 27. 15:16, (알 수 없음) : 하고있는데겨수님?
2018. 9. 27. 15:16, 경민 : 너그니까내가
2018. 9. 27. 15:16, (알 수 없음) : ㅅㅂ;
2018. 9. 27. 15:16, 경민 : 수요일에
2018. 9. 27. 15:16, 경민 : 어제랑그저께
2018. 9. 27. 15:16, 경민 : 과제하라햇자나
2018. 9. 27. 15:16, 경민 : ㅋㅋㅋ
2018. 9. 27. 15:16, (알 수 없음) : 안해
2018. 9. 27. 15:16, (알 수 없음) : 시벌
2018. 9. 27. 15:16, 경민 : ㅇㅋ
2018. 9. 27. 15:16, (알 수 없음) : 좆같네
2018. 9. 27. 15:16, (알 수 없음) : 오늘함
2018. 9. 27. 15:16, 경민 : ㅇㅋ
2018. 9. 27. 15:16, (알 수 없음) : 오늘공부함
2018. 9. 27. 15:16, 경민 : 오늘
2018. 9. 27. 15:16, 경민 : 술조리는날
2018. 9. 27. 15:16, 경민 : 아녓음?
2018. 9. 27. 15:17, 재환오빠 : 오늘 어제쌓아둔거 마셔야지
2018. 9. 27. 15:19, (알 수 없음) : 오늘술안조려
2018. 9. 27. 15:19, (알 수 없음) : 쫍,,
2018. 9. 27. 15:28, 정우 : 하
2018. 9. 27. 15:28, 정우 : 짜장면
2018. 9. 27. 15:29, 정우 : 즘트네
2018. 9. 27. 15:29, 정우 : 시벌
2018. 9. 27. 15:29, 정우 : 세상에 왜케 맛있는게많냐
2018. 9. 27. 15:29, 경민 : 후
2018. 9. 27. 15:29, 경민 : 맛잇겟구러
2018. 9. 27. 15:29, 경민 : 아
2018. 9. 27. 15:29, 경민 : 화욜에
2018. 9. 27. 15:29, 경민 : 머하고놀지 ?
2018. 9. 27. 15:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:04, (알 수 없음) : 아씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:04, (알 수 없음) : 추석내내 돌렸던거
2018. 9. 27. 16:04, (알 수 없음) : 데이터잘못해서 돌렸어 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
2018. 9. 27. 16:04, (알 수 없음) : tmp = [] 
2018. 9. 27. 16:04, (알 수 없음) : 로초기화안하고
2018. 9. 27. 16:04, (알 수 없음) : 걍 하고있었따 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2018. 9. 27. 16:04, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:04, 경민 : 어카냐
2018. 9. 27. 16:04, (알 수 없음) : 5일날렸네씨발
2018. 9. 27. 16:04, (알 수 없음) : 아
2018. 9. 27. 16:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다시해야지
2018. 9. 27. 16:04, (알 수 없음) : 아 
2018. 9. 27. 16:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미친다
2018. 9. 27. 16:04, (알 수 없음) : 하
2018. 9. 27. 16:05, (알 수 없음) : 아시발어쩐지
2018. 9. 27. 16:05, (알 수 없음) : 같을리가없는데이상하더라
2018. 9. 27. 16:05, (알 수 없음) : ㅠ
2018. 9. 27. 16:05, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:06, (알 수 없음) : 쓰바,,,,울적해저벌여
2018. 9. 27. 16:07, 재환오빠 : 하............저거 개빢돌지.......
2018. 9. 27. 16:07, 양우성 : ..ㅠㅠ또루루
2018. 9. 27. 16:18, (알 수 없음) : 이제라도알아서..다행인걸로
2018. 9. 27. 16:18, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:18, (알 수 없음) : 하 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ스바 훈련이안되더라
2018. 9. 27. 16:18, (알 수 없음) : 끄ㅡㅡㅡㅡㅡㅡㅢㅎ희희흐히희히

2018. 9. 27. 16:18, (알 수 없음) : 정신놔버리기
2018. 9. 27. 16:18, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:19, 재환오빠 : 한잔해라,,,,,
2018. 9. 27. 16:45, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:45, (알 수 없음) : 끨끨
2018. 9. 27. 16:49, 정우 : 오재훈 정신나갔네
2018. 9. 27. 16:49, 정우 : 힘내고 임마
2018. 9. 27. 16:49, 정우 : 한잔하셈
2018. 9. 27. 16:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 16:49, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋ 뭐임?
2018. 9. 27. 16:49, Sekwang Ludan : 세줄요약좀
2018. 9. 27. 16:49, 경민 : 프사바꼇네세광
2018. 9. 27. 16:50, 정우 : 세구아앙
2018. 9. 27. 16:50, 경민 : 실물이나음
2018. 9. 27. 16:50, Sekwang Ludan : 희희
2018. 9. 27. 16:50, Sekwang Ludan : 캐릭터 존똑 아님?
2018. 9. 27. 16:50, 경민 : ㄴㄴ세구앙이나음
2018. 9. 27. 16:51, Sekwang Ludan : 후훗 갬새
2018. 9. 27. 16:51, Sekwang Ludan : 이쁜사진 생기면 바꿔야징
2018. 9. 27. 16:53, (알 수 없음) : ㅎㅇ
2018. 9. 27. 16:53, 경민 : ㅎㅇ
2018. 9. 27. 16:54, (알 수 없음) : 아ㅏㅏㅏㅏㅏㅏㅏㅏㅏ
2018. 9. 27. 16:54, (알 수 없음) : 결과보려면 내일까지 또기다려야하네
2018. 9. 27. 16:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나의추석은
2018. 9. 27. 16:54, (알 수 없음) : 어디로가버렸는가
2018. 9. 27. 16:54, (알 수 없음) : ㅠ
2018. 9. 27. 16:55, (알 수 없음) : 괜찮아
2018. 9. 27. 16:55, (알 수 없음) : !
2018. 9. 27. 16:55, 정우 : 맞아 괜찮아
2018. 9. 27. 16:56, (알 수 없음) : 근데
2018. 9. 27. 16:56, (알 수 없음) : 내가지금뭐해야하지
2018. 9. 27. 16:56, (알 수 없음) : 공부
2018. 9. 27. 16:56, (알 수 없음) : 해야겠따
2018. 9. 27. 16:56, (알 수 없음) : 굿
2018. 9. 27. 16:56, 경민 : 애니를 너무 많이 본 이응이
2018. 9. 27. 16:56, 경민 : 오재훈같은거 또 나왔네
2018. 9. 27. 16:56, (알 수 없음) : 아니
2018. 9. 27. 16:56, (알 수 없음) : 나안같은데;
2018. 9. 27. 16:57, (알 수 없음) : 오잉또잉
2018. 9. 27. 16:57, 경민 : 아니너가
2018. 9. 27. 16:57, 경민 : 쓰는거
2018. 9. 27. 16:57, 경민 : 일본어
2018. 9. 27. 16:58, 빠충 : 그아
2018. 9. 27. 16:58, 빠충 : 끝났다
2018. 9. 27. 16:58, 빠충 : 이모티콘 
2018. 9. 27. 16:58, 빠충 : 이모티콘 
2018. 9. 27. 16:58, 빠충 : 이모티콘 
2018. 9. 27. 16:58, 빠충 : 이모티콘 
2018. 9. 27. 16:58, 경민 : ㅊㅋ
2018. 9. 27. 17:00, 정우 : ㅊㅋ
2018. 9. 27. 17:01, 양우성 : ㅊㅋㅊㅋ
2018. 9. 27. 17:02, (알 수 없음) : ㅊㅋㅊㅋ
2018. 9. 27. 17:28, Sekwang Ludan : ㅊㅋㅊㅋ
2018. 9. 27. 17:28, Sekwang Ludan : 근데 뭘 ㅊㅋ함?
2018. 9. 27. 17:28, 경민 : 끝난거
2018. 9. 27. 17:28, 경민 : 나도축하해줄사람
2018. 9. 27. 17:28, 경민 : 1시간후퇴근
2018. 9. 27. 17:28, Sekwang Ludan : 오 끝난거 ㅊㅋ
2018. 9. 27. 17:28, Sekwang Ludan : ㅋㅋㅋㅋ 근데 뭐가 끝남?
2018. 9. 27. 17:28, 경민 : 몰라빠충이끝났데
2018. 9. 27. 17:28, Sekwang Ludan : 나도 1시간 후 퇴근!!
2018. 9. 27. 17:29, 경민 : 이모티콘 
2018. 9. 27. 17:29, Sekwang Ludan : 아 그럼 ㅊㅋ
2018. 9. 27. 17:29, 경민 : 오늘하루도 개꿀띠다
2018. 9. 27. 17:29, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 17:29, 경민 : 9:30 출근
2018. 9. 27. 17:29, 경민 : 10시까지 멍때리다가
2018. 9. 27. 17:29, 경민 : 10:30까지 커피마심
2018. 9. 27. 17:29, Sekwang Ludan : 난 내일까지 오면 9일간 휴식이야 ㅠㅠㅠㅠ
2018. 9. 27. 17:29, 경민 : 11:30까지 멍때리다가
2018. 9. 27. 17:29, 경민 : 1시 15분까지 운동하고 점심먹음
2018. 9. 27. 17:29, 경민 : 3시 까지 양치하고 이슈 좀 보다가
2018. 9. 27. 17:29, 경민 : 4시까지멍때림
2018. 9. 27. 17:29, 경민 : 4시 45분까지 커피마시며 산책
2018. 9. 27. 17:29, 경민 : 지금까지멍때림
2018. 9. 27. 17:29, 경민 : 개꿀;
2018. 9. 27. 17:30, 경민 : 루팡쓰~
2018. 9. 27. 17:30, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐여
2018. 9. 27. 17:30, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2018. 9. 27. 17:30, 재환오빠 : 거의 추석연휴 연장인데?
2018. 9. 27. 17:30, Sekwang Ludan : 놀았네 그냥
2018. 9. 27. 17:30, 경민 : 회사는 김경민처럼!
2018. 9. 27. 17:30, 양우성 : 대단쓰
2018. 9. 27. 17:30, 양우성 : 충성충성
2018. 9. 27. 17:30, 경민 : 츙성~~
2018. 9. 27. 17:30, 경민 : 오늘도
2018. 9. 27. 17:30, 경민 : 충성하겠읍니다
2018. 9. 27. 17:30, 경민 : 아
2018. 9. 27. 17:30, 경민 : 오늘
2018. 9. 27. 17:30, 재환오빠 : 부럽쓰,,,
2018. 9. 27. 17:30, 경민 : 한거있음
2018. 9. 27. 17:30, 재환오빠 : 나도 루팡 잘할수있는데
2018. 9. 27. 17:30, 경민 : PP 카드발급
2018. 9. 27. 17:30, 재환오빠 : ㅊㅋㅊㅋ
2018. 9. 27. 17:31, 경민 : ㄱㅅㄱㅅ
