Talk_2021.8.24 13:11-58.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 11월 27일 수요일
2019. 11. 27. 14:35, (알 수 없음) : 환기필요
2019. 12. 12. 00:14, 이석준 : 똑같음
2019. 12. 12. 00:14, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:14, 이석준 : 자살각나온다
2019. 12. 12. 00:15, (알 수 없음) : 쟤조졋다
2019. 12. 12. 00:15, 부그뷰 : ㅎㅇㅌ
2019. 12. 12. 00:16, 정우 : ㅎㅇㅌ
2019. 12. 12. 00:17, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:17, 원준오빠 : 진짜 쌉 조졌나보네
2019. 12. 12. 00:20, 이석준 : ㄹㅇ 쌉조짐
2019. 12. 12. 00:20, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:20, 이석준 : 아 씨바
2019. 12. 12. 00:20, 이석준 : 안그래도 시험 21일에 끝나는데
2019. 12. 12. 00:20, 이석준 : 둘다 제출기한 23일임ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:20, 이석준 : 이모티콘 
2019. 12. 12. 00:20, 이석준 : 이모티콘 
2019. 12. 12. 00:20, 이석준 : 이모티콘 
2019. 12. 12. 00:21, 이석준 : 오재 인프 과제좀 해주셈
2019. 12. 12. 00:21, 이석준 : 플젝
2019. 12. 12. 00:23, (알 수 없음) : 쟤개쌉조짐 주말덩안 나니네집걍써도됨?담주에도?
2019. 12. 12. 00:23, (알 수 없음) : 인프는안들어서
2019. 12. 12. 00:23, (알 수 없음) : ㅎ생각해보니둘다안ㄷㄹ엇네
2019. 12. 12. 00:24, (알 수 없음) : 근데플젝2개면걍조진거지뭐
2019. 12. 12. 00:24, (알 수 없음) : ㅎㅎ
2019. 12. 12. 00:24, 이석준 : 담주 가능
2019. 12. 12. 00:24, (알 수 없음) : 개웃기다
2019. 12. 12. 00:24, 이석준 : 와 ㅣ바
2019. 12. 12. 00:24, 이석준 : 캡스톤은 팀이니 어떻게든 해결가능할테고
2019. 12. 12. 00:24, 이석준 : 문제는 인프네
2019. 12. 12. 00:24, 이석준 : 씨벌탱
2019. 12. 12. 00:27, (알 수 없음) : ㅎㅎ
2019. 12. 12. 00:27, (알 수 없음) : 싱난다
2019. 12. 12. 00:28, 이석준 : 으으 씨바 안그래도 독강인데
2019. 12. 12. 00:28, 이석준 : 오재 파이썬으로 웹 만들어봤냐
2019. 12. 12. 00:28, (알 수 없음) : 아니나는
2019. 12. 12. 00:28, (알 수 없음) : 그런거안함
2019. 12. 12. 00:28, (알 수 없음) : 나프로그래밍실어하자나,,;
2019. 12. 12. 00:28, (알 수 없음) : ;;;;
2019. 12. 12. 00:28, (알 수 없음) : 웹...극혐
2019. 12. 12. 00:28, (알 수 없음) : ,,;;;,,,;;,,;
2019. 12. 12. 00:29, 이석준 : 그럼 이번에 하셈 ㅡㅡ
2019. 12. 12. 00:29, 정우 : https://www.youtube.com/watch?v=uwMAvfdHzDM&feature=share
2019. 12. 12. 00:29, 정우 : 그럼
2019. 12. 12. 00:29, 정우 : 이거들으셈
2019. 12. 12. 00:30, 정우 : 진짜랩존나잘함
2019. 12. 12. 00:31, 이석준 : 페노메코 이번에 그
2019. 12. 12. 00:31, 이석준 : 다듀 앨범에서
2019. 12. 12. 00:31, 이석준 : 랩하는거 개쩔던데
2019. 12. 12. 00:31, 정우 : 맵짜단?
2019. 12. 12. 00:31, 정우 : 아니근데 저거지림ㄹㅇ
2019. 12. 12. 00:31, 정우 : 1분부터ㄱㄱ
2019. 12. 12. 00:31, 정우 : 하이라이트는 2분30초부터ㄱㄱ
2019. 12. 12. 00:32, 빠충 : 야
2019. 12. 12. 00:32, 빠충 : 저거
2019. 12. 12. 00:32, 빠충 : 봤음
2019. 12. 12. 00:32, 정우 : ㅠ
2019. 12. 12. 00:32, 빠충 : 페노메코 좀 각
2019. 12. 12. 00:32, 정우 : 시발 어떻게
2019. 12. 12. 00:32, 빠충 : 잡고 나온듯
2019. 12. 12. 00:32, 정우 : 저렇게함?
2019. 12. 12. 00:32, 빠충 : 내가 저래서
2019. 12. 12. 00:32, 빠충 : 랩을 관뒀지
2019. 12. 12. 00:32, 빠충 : 저래 못해ㅠ
2019. 12. 12. 00:32, 빠충 : 어케 저래함
2019. 12. 12. 00:32, 정우 : ㅠ진짜
2019. 12. 12. 00:33, 빠충 : 제제케 근데 졸라 날로 먹는듯
2019. 12. 12. 00:33, 빠충 : 술제이 올티랑 헉피
2019. 12. 12. 00:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:33, 빠충 : 에 비하면
2019. 12. 12. 00:33, 정우 : ㅇㅈ
2019. 12. 12. 00:33, 빠충 : 맨날 예 누가 왔지 존나 기대되지
2019. 12. 12. 00:33, 빠충 : 레츠고
2019. 12. 12. 00:33, 빠충 : 하고 사라짐
2019. 12. 12. 00:33, 정우 : 하근데 저거는ㅠ보면서
2019. 12. 12. 00:33, 정우 : 빨리들어가
2019. 12. 12. 00:33, 정우 : 페노메코나와
2019. 12. 12. 00:33, 정우 : 이러면서봤다 리얼
2019. 12. 12. 00:33, 정우 : 아 안되겠다
2019. 12. 12. 00:33, 정우 : 한번더보고옴
2019. 12. 12. 00:33, 빠충 : 랩함?
2019. 12. 12. 00:33, 빠충 : 아
2019. 12. 12. 00:33, 빠충 : 보고 옴
2019. 12. 12. 00:33, 빠충 : ㅇㅋ
2019. 12. 12. 00:34, 이석준 : ㅋㅋㅋㅋㅋ
2019. 12. 12. 00:34, 이석준 : 아 시바
2019. 12. 12. 00:34, 이석준 : 멘탈 나간다
2019. 12. 12. 00:34, 빠충 : 너도 랩해
2019. 12. 12. 00:34, 이석준 : 10시간 있다가 시험임
2019. 12. 12. 00:36, 정우 : 3분만 투자해서 저거보셈
2019. 12. 12. 00:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:37, 정우 : 아근데 보면 공부안될각
2019. 12. 12. 00:37, 이석준 : 담배 피러가면서
2019. 12. 12. 00:37, 이석준 : 함
2019. 12. 12. 00:37, 이석준 : 보고오까
2019. 12. 12. 00:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 00:37, 정우 : 하
2019. 12. 12. 00:37, 정우 : 또봐도잘하네
2019. 12. 12. 00:38, 이석준 : 지금 보는거까지 보고
2019. 12. 12. 00:38, 이석준 : 나가서 보고옴
2019. 12. 12. 00:39, 정우 : 굿
2019. 12. 12. 00:46, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2019. 12. 12. 00:46, 원준오빠 : 두번째 벌스
2019. 12. 12. 00:46, 원준오빠 : 개미쳤네 존나좋아
2019. 12. 12. 00:51, 정우 : ㄹㅇ
2019. 12. 12. 00:51, 정우 : ㅇㅈ
2019. 12. 12. 00:51, 정우 : ㅇㅈㅇㅈ
2019. 12. 12. 00:56, (알 수 없음) : 20분만
2019. 12. 12. 00:56, (알 수 없음) : 놀아주실분
2019. 12. 12. 00:59, 빠충 : https://youtu.be/jLUa6brtC-c
2019. 12. 12. 00:59, 빠충 : 이형진짜
2019. 12. 12. 00:59, 빠충 : 자아분열 잘하는듯
2019. 12. 12. 00:59, 경민 : ㅎㅇ
2019. 12. 12. 00:59, 경민 : 오재훈
2019. 12. 12. 00:59, 경민 : 운동해라고
2019. 12. 12. 00:59, 경민 : 다이어트한대매
2019. 12. 12. 01:00, 경민 : 이모티콘 갑자기튀어나와서극딜하쥬
2019. 12. 12. 01:00, 경민 : 나오늘도1운동함
2019. 12. 12. 01:00, 경민 : 쿠쿸
2019. 12. 12. 01:02, (알 수 없음) : 9분
2019. 12. 12. 01:02, (알 수 없음) : 25초남았따
2019. 12. 12. 01:02, (알 수 없음) : 아운동
2019. 12. 12. 01:02, (알 수 없음) : 안함
2019. 12. 12. 01:02, (알 수 없음) : 그냥
2019. 12. 12. 01:02, (알 수 없음) : 찌게
2019. 12. 12. 01:02, (알 수 없음) : 호
2019. 12. 12. 01:02, (알 수 없음) : 우
2019. 12. 12. 01:03, 이석준 : 방학때 운동한다
2019. 12. 12. 01:04, 경민 : ㅋㅋㅋㅋㅌㅌ
2019. 12. 12. 01:21, (알 수 없음) : 아
2019. 12. 12. 01:21, (알 수 없음) : 컴터
2019. 12. 12. 01:21, (알 수 없음) : 맛탱이가는데요 ㅡㅡ
2019. 12. 12. 01:21, 원준오빠 : 그냥찌게 ㅋㅋㅋㅋㅋㅁㅊ
2019. 12. 12. 01:21, 원준오빠 : 맥 맛감??
2019. 12. 12. 01:22, 원준오빠 : 무슨 일하면 맥이 맛감;
2019. 12. 12. 01:22, (알 수 없음) : 아니
2019. 12. 12. 01:22, (알 수 없음) : 서버가
2019. 12. 12. 01:22, (알 수 없음) : 맛탱이감
2019. 12. 12. 01:22, (알 수 없음) : 후
2019. 12. 12. 01:22, (알 수 없음) : 왜이러실까
2019. 12. 12. 01:22, (알 수 없음) : !
2019. 12. 12. 01:22, (알 수 없음) : 하나만돌려놓고잘려고햇는데
2019. 12. 12. 01:22, (알 수 없음) : 개박치네
2019. 12. 12. 01:31, 이석준 : 그거 웹서버 하나 만들면 고쳐짐
2019. 12. 12. 01:51, (알 수 없음) : ㅎㅋ;
2019. 12. 12. 01:51, (알 수 없음) : 고쳐졌음
2019. 12. 12. 01:52, 이석준 : ㅡㅡ
2019. 12. 12. 02:10, (알 수 없음) : ㅎ,ㅎ
2019. 12. 12. 08:06, 원준오빠 : ㅎㅇㅎㅇ
2019. 12. 12. 08:06, 원준오빠 : 앗싸 일등
2019. 12. 12. 08:11, 이석준 : ㅎㅇ
2019. 12. 12. 08:40, 경민 : ㅎㅇ
2019. 12. 12. 08:52, 정우 : ㅎㅇㅎㅇ
2019. 12. 12. 09:10, (알 수 없음) : ㅎㅇ
2019. 12. 12. 09:19, 이석준 : 1시간남았당
2019. 12. 12. 09:19, 이석준 : 힣ㅎ
2019. 12. 12. 09:32, (알 수 없음) : 눈못뜨겟다
2019. 12. 12. 09:35, 원준오빠 : 띄워줘?
2019. 12. 12. 09:37, (알 수 없음) : 응
2019. 12. 12. 09:37, (알 수 없음) : ㅠ
2019. 12. 12. 09:37, 이석준 : 서울오셈
2019. 12. 12. 09:37, 이석준 : 뜨게해줌
2019. 12. 12. 09:38, 원준오빠 : 맞다 ㅁㅊ 보아랑 크러쉬랑 연애설 났던데
2019. 12. 12. 09:38, 원준오빠 : 봄?
2019. 12. 12. 09:38, (알 수 없음) : ?엥?
2019. 12. 12. 09:38, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 09:38, (알 수 없음) : ㄹㅇ?
2019. 12. 12. 09:39, 원준오빠 : 개미쳤늠ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 09:39, 이석준 : 샵검색: #보아 크러쉬
2019. 12. 12. 09:39, 원준오빠 : 이석준 공부해
2019. 12. 12. 09:39, 이석준 : 힣
2019. 12. 12. 09:39, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 09:39, (알 수 없음) : ㅡㅡ신원준
2019. 12. 12. 09:39, (알 수 없음) : 진짜
2019. 12. 12. 09:39, 원준오빠 : 그리고 넌 눈이 떠졌다
2019. 12. 12. 09:39, (알 수 없음) : 근데보아누구랑연애하는건
2019. 12. 12. 09:39, (알 수 없음) : 노관심이라
2019. 12. 12. 09:39, (알 수 없음) : 아직눈못뜸
2019. 12. 12. 09:39, 원준오빠 : 에이
2019. 12. 12. 09:39, (알 수 없음) : 주원도이미
2019. 12. 12. 09:39, (알 수 없음) : 사겻다가헤어졋는데뭐
2019. 12. 12. 09:39, 원준오빠 : 관심좀가져줘 임마
2019. 12. 12. 09:40, (알 수 없음) : 보아나이가34다
2019. 12. 12. 09:40, (알 수 없음) : 결혼할려면해야지
2019. 12. 12. 09:40, 원준오빠 : ㅇㅋ,,
2019. 12. 12. 09:40, 원준오빠 : 주원이랑 가겼늠?
2019. 12. 12. 09:40, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 09:40, 원준오빠 : 몰랐늠 ㅎ
2019. 12. 12. 09:40, (알 수 없음) : ㅇㅇ
2019. 12. 12. 09:40, (알 수 없음) : 샵검색: #보아 주원
2019. 12. 12. 09:40, 원준오빠 : 2년됐넼ㅋㅋㅋㅋ
2019. 12. 12. 09:40, 이석준 : 오늘 네시반까지 수업듣고 집가서 한잠 때린다...
2019. 12. 12. 09:40, 원준오빠 : 때리자
2019. 12. 12. 09:41, (알 수 없음) : 개때려
2019. 12. 12. 09:41, (알 수 없음) : 아내일은5시퇴근하려면
2019. 12. 12. 09:42, (알 수 없음) : 진짜8시까지가다
2019. 12. 12. 09:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 09:45, 원준오빠 : 음 그럼
2019. 12. 12. 09:45, 원준오빠 : 오늘 최소 12시에 자는거?
2019. 12. 12. 09:52, (알 수 없음) : 그건모르겡
2019. 12. 12. 09:52, 원준오빠 : 12시땡치고 자면안댐?
2019. 12. 12. 10:06, 경민 : 보아 조녜다
2019. 12. 12. 10:06, 경민 : 지각지각띠더
2019. 12. 12. 10:08, (알 수 없음) : 고급스럽게생겻다고;
2019. 12. 12. 10:08, (알 수 없음) : 이상덕후
2019. 12. 12. 10:08, (알 수 없음) : 12시땡좋네
2019. 12. 12. 10:08, (알 수 없음) : 시간잘간다벌써13일
2019. 12. 12. 10:09, (알 수 없음) : 와 3주내내서울가야해
2019. 12. 12. 10:09, (알 수 없음) : 4주내내구나,,,
2019. 12. 12. 10:09, (알 수 없음) : 4주내내이정우한번씩봄 ㅅㅂ
2019. 12. 12. 10:09, (알 수 없음) : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋ
2019. 12. 12. 10:09, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:10, 원준오빠 : 적금 다 쓰겠뉴
2019. 12. 12. 10:10, (알 수 없음) : ㅅㅂ...진짜왔다갓다만얼마여ㅠ
2019. 12. 12. 10:10, (알 수 없음) : 개쌍오바다
2019. 12. 12. 10:11, 경민 : ㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:11, 경민 : 어
2019. 12. 12. 10:12, 경민 : 적금
2019. 12. 12. 10:12, 경민 : 만료댄거
2019. 12. 12. 10:12, 경민 : 깨야겟따
2019. 12. 12. 10:12, 경민 : ㄱㅅㄱㅅ
2019. 12. 12. 10:12, 원준오빠 : 그럼
2019. 12. 12. 10:12, 원준오빠 : 야붕캐시 가능?
2019. 12. 12. 10:12, (알 수 없음) : 올
2019. 12. 12. 10:12, (알 수 없음) : ㅊㅋㅊㅋ
2019. 12. 12. 10:12, 원준오빠 : 어떰
2019. 12. 12. 10:13, 경민 : 가능
2019. 12. 12. 10:13, 경민 : 와근데
2019. 12. 12. 10:13, 경민 : 매달 20 적금
2019. 12. 12. 10:13, (알 수 없음) : 근데이번달커피안마셔서한
2019. 12. 12. 10:13, 경민 : 1년햇는데
2019. 12. 12. 10:13, 경민 : 이자
2019. 12. 12. 10:13, (알 수 없음) : 벌써 10마넌아낀듯?
2019. 12. 12. 10:13, 경민 : 3만9천
2019. 12. 12. 10:13, 경민 : 술값이네
2019. 12. 12. 10:13, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:13, (알 수 없음) : 야시바
2019. 12. 12. 10:13, (알 수 없음) : 돈진짜너무안주네ㅠ
2019. 12. 12. 10:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:14, 정우 : ㅠㅠ
2019. 12. 12. 10:14, 정우 : 돈벌기쉽지않쥬
2019. 12. 12. 10:14, (알 수 없음) : 박쥐샛기는
2019. 12. 12. 10:15, (알 수 없음) : 떨어짐?
2019. 12. 12. 10:15, 정우 : ㅇㅇㅇ갔음
2019. 12. 12. 10:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:16, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:16, (알 수 없음) : 별일이다잇네
2019. 12. 12. 10:16, 정우 : ㄹㅇ
2019. 12. 12. 10:16, 정우 : 성인되고 동물원한번도안갔는데
2019. 12. 12. 10:16, 정우 : 박쥐는 두번봄
2019. 12. 12. 10:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:17, 경민 : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:17, (알 수 없음) : ㅁㅊ
2019. 12. 12. 10:17, 경민 : 동물원가도
2019. 12. 12. 10:17, 경민 : 박쥐
2019. 12. 12. 10:17, 경민 : 없지안햔
2019. 12. 12. 10:17, (알 수 없음) : 살면서
2019. 12. 12. 10:17, (알 수 없음) : 못본거같은데
2019. 12. 12. 10:17, 경민 : 나도
2019. 12. 12. 10:17, 경민 : 사진으로첨봄;
2019. 12. 12. 10:17, (알 수 없음) : 동굴같은데갓을때본거강기도하고
2019. 12. 12. 10:18, (알 수 없음) : 모르겟네
2019. 12. 12. 10:18, (알 수 없음) : ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:18, (알 수 없음) : 박쥐봄
2019. 12. 12. 10:18, (알 수 없음) : 포켓몬에서
2019. 12. 12. 10:18, 이석준 : 군대에서 많이봤는뎅
2019. 12. 12. 10:19, (알 수 없음) : ㅅㅂ
2019. 12. 12. 10:19, (알 수 없음) : 군대포켓몬이냐
2019. 12. 12. 10:19, 정우 : 나도 군대에서1번
2019. 12. 12. 10:19, 정우 : 집에서1번
2019. 12. 12. 10:19, 이석준 : 독수리 존나큼
2019. 12. 12. 10:20, (알 수 없음) : 독수리
2019. 12. 12. 10:20, (알 수 없음) : 무섭
2019. 12. 12. 10:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:22, (알 수 없음) : 우리내일
2019. 12. 12. 10:22, (알 수 없음) : 어디가냐이정우야
2019. 12. 12. 10:22, 정우 : 몰라
2019. 12. 12. 10:22, (알 수 없음) : 막ㅇ내ㅐ야
2019. 12. 12. 10:22, (알 수 없음) : 몰라거릴시간에찾으란말야
2019. 12. 12. 10:22, 이석준 : 막내 우성인데
2019. 12. 12. 10:22, 경민 : 오재훈
2019. 12. 12. 10:23, 경민 : 낼왜옴?
2019. 12. 12. 10:23, 정우 : 쩝
2019. 12. 12. 10:23, 정우 : 나랑술먹으러
2019. 12. 12. 10:23, (알 수 없음) : 여행팟
2019. 12. 12. 10:23, (알 수 없음) : 토욜은회화팟
2019. 12. 12. 10:23, (알 수 없음) : 우성이가막내냐
2019. 12. 12. 10:23, 경민 : ㅋㅋㅋㅋ
2019. 12. 12. 10:24, 경민 : 회화팟은똠어여
2019. 12. 12. 10:24, 경민 : 또머여
2019. 12. 12. 10:24, 원준오빠 : ㅁㅊ 이자 3,9,,,
2019. 12. 12. 10:24, 원준오빠 : 이래서 주식 해야하나봄
2019. 12. 12. 10:25, 원준오빠 : 야붕 10만원 가능? ㄱㅅㄱㅅ;;
2019. 12. 12. 10:25, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:26, 경민 : ㅇㅋ
2019. 12. 12. 10:26, 경민 : 와
2019. 12. 12. 10:26, 경민 : 시간개빨러
2019. 12. 12. 10:26, 경민 : 멸망전 벌써 담주네
2019. 12. 12. 10:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:26, 정우 : 멸망전꿀잼
2019. 12. 12. 10:26, 정우 : 근데 관객이없어서
2019. 12. 12. 10:26, 정우 : 생각보다 그냥그럴거같기도함
2019. 12. 12. 10:26, 경민 : 그런가
2019. 12. 12. 10:26, 경민 : 그래도;홍콩;중국은;
2019. 12. 12. 10:27, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:27, (알 수 없음) : 회화학원다녔을떄
2019. 12. 12. 10:27, (알 수 없음) : 사람들
2019. 12. 12. 10:27, (알 수 없음) : 보기로함;
2019. 12. 12. 10:27, (알 수 없음) : 3개월인연
2019. 12. 12. 10:27, (알 수 없음) : 3년됐따
2019. 12. 12. 10:27, (알 수 없음) : ;
2019. 12. 12. 10:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:27, 경민 : 오
2019. 12. 12. 10:27, 경민 : 그런거
2019. 12. 12. 10:27, 경민 : 갠춘하지
2019. 12. 12. 10:27, 경민 : 나도;언제지
2019. 12. 12. 10:27, 경민 : 14년 겨울방학때 캠프갔떤사람들
2019. 12. 12. 10:27, 경민 : 아직도;가금만남;;1년에한번
2019. 12. 12. 10:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:28, 정우 : 여행팟은 뭐;;;
2019. 12. 12. 10:28, 정우 : 프라하에서 3일본거가지고
2019. 12. 12. 10:28, 정우 : 2년째보는데
2019. 12. 12. 10:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:28, (알 수 없음) : ㅅㅂ
2019. 12. 12. 10:28, (알 수 없음) : 그러네;
2019. 12. 12. 10:29, 경민 : 오늘
2019. 12. 12. 10:29, 경민 : 회사
2019. 12. 12. 10:29, 경민 : 송년회임
2019. 12. 12. 10:29, 경민 : 근데
2019. 12. 12. 10:29, 원준오빠 : 와우;
2019. 12. 12. 10:29, 경민 : 회사지하식당에서함;
2019. 12. 12. 10:29, 원준오빠 : 3년 인연 쉽지않은제
2019. 12. 12. 10:29, 원준오빠 : 야붕 잘 받았음 ㄱㅅㄱㅅ
2019. 12. 12. 10:29, 경민 : ㅇㅋㅇㅋ
2019. 12. 12. 10:29, 원준오빠 : 지하식당ㅋㅋㅋㅋㅋㅋ뭐함
2019. 12. 12. 10:29, 경민 : 천천히
2019. 12. 12. 10:29, 경민 : 갚으삼
2019. 12. 12. 10:29, 원준오빠 : 술먹?
2019. 12. 12. 10:29, 원준오빠 : ㄱㅅㄱㅅ
2019. 12. 12. 10:30, 경민 : 몰라..
2019. 12. 12. 10:30, 경민 : 지하식당에서 그런거 첨해봐서
2019. 12. 12. 10:30, 경민 : 가늠이안가쥬'
2019. 12. 12. 10:30, 경민 : 아맞다
2019. 12. 12. 10:30, 경민 : 학교근처에
2019. 12. 12. 10:30, 경민 : 하루종일죽치고공부할만한
2019. 12. 12. 10:30, 경민 : 카페추천좀
2019. 12. 12. 10:30, 경민 : ㅎㅎ;
2019. 12. 12. 10:31, 원준오빠 : 음,,,,,,
2019. 12. 12. 10:31, 정우 : 커브 24시간하지않음?
2019. 12. 12. 10:31, 원준오빠 : 마자
2019. 12. 12. 10:31, 경민 : 24시간공부를
2019. 12. 12. 10:31, 경민 : 안할거라
2019. 12. 12. 10:31, 원준오빠 : 커프가 졸겠다
2019. 12. 12. 10:31, 원준오빠 : 아님 숨도,,
2019. 12. 12. 10:31, 경민 : 문닫아도갠춘…하긴함
2019. 12. 12. 10:31, 경민 : 맛있는거
2019. 12. 12. 10:31, 경민 : 파는곳으로
2019. 12. 12. 10:32, 경민 : 왜냐면난주목적이
2019. 12. 12. 10:32, 원준오빠 : 커피테이스트는 커피가 개노맛이라 손절
2019. 12. 12. 10:32, 경민 : 먹는거고
2019. 12. 12. 10:32, 경민 : 한길이는공부해야지
2019. 12. 12. 10:32, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 12. 12. 10:32, 정우 : 이야
2019. 12. 12. 10:32, 정우 : 같이밤도새줘
2019. 12. 12. 10:32, 정우 : 좋겠다
2019. 12. 12. 10:32, 경민 : 그거앎
2019. 12. 12. 10:32, 경민 : 저번에
2019. 12. 12. 10:32, 경민 : 개꼰대
2019. 12. 12. 10:32, 경민 : 말 한마디함
2019. 12. 12. 10:32, 경민 : 저번에걔네집에서 누어서 인강듣고잇는데
2019. 12. 12. 10:32, 경민 : 한길이는유투브보고
2019. 12. 12. 10:32, 경민 : 그래서
2019. 12. 12. 10:33, 경민 : (나도 같이 스터디하는거 숙제였음)
2019. 12. 12. 10:33, 경민 : 한길이한테
2019. 12. 12. 10:33, 경민 : 학생이공부를해야지
2019. 12. 12. 10:33, 경민 : 직장인도공부하는데
