Talk_2021.8.24 13:11-36.txt
저장한 날짜 : 2021. 8. 24. 13:11



2019년 2월 17일 일요일
2019. 2. 17. 21:33, Sekwang Ludan : 라틴 뮤직!!!!
2019. 3. 5. 10:58, (알 수 없음) : 오티비리모콘으로
2019. 3. 5. 10:58, (알 수 없음) : 플스움직여져
2019. 3. 5. 10:58, (알 수 없음) : 처음알앗네
2019. 3. 5. 10:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 10:59, 정우 : 아 여의도는 또 언제가
2019. 3. 5. 10:59, 정우 : 하
2019. 3. 5. 11:00, 정우 : 귀찮아죽겠네 정말
2019. 3. 5. 11:00, 정우 : 컬러프린트는 또
2019. 3. 5. 11:00, 정우 : 어디서하지
2019. 3. 5. 11:00, 정우 : 아 곤컨가면되겠다
2019. 3. 5. 11:00, 정우 : 개꿀
2019. 3. 5. 11:03, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:03, (알 수 없음) : 이모티콘 
2019. 3. 5. 11:03, (알 수 없음) : 다귀찬아
2019. 3. 5. 11:05, 정우 : 진짜
2019. 3. 5. 11:05, 정우 : 핵귀찮아......
2019. 3. 5. 11:05, (알 수 없음) : 이모티콘 
2019. 3. 5. 11:05, (알 수 없음) : 이모티콘 
2019. 3. 5. 11:05, (알 수 없음) : 이러고싶다
2019. 3. 5. 11:05, (알 수 없음) : 화수목금
2019. 3. 5. 11:06, 정우 : 맨날그러고싶다
2019. 3. 5. 11:06, 정우 : 오 여의도에서 집가는건 또
2019. 3. 5. 11:06, 정우 : 개복잡하네
2019. 3. 5. 11:07, 정우 : 아님 멀거나
2019. 3. 5. 11:07, 정우 : 휴
2019. 3. 5. 11:07, 정우 : 인생.......
2019. 3. 5. 11:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:08, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:08, (알 수 없음) : 다시신촌갓다가는거
2019. 3. 5. 11:08, (알 수 없음) : 추천한다
2019. 3. 5. 11:08, 정우 : 노노
2019. 3. 5. 11:08, 정우 : 그건진짜
2019. 3. 5. 11:08, 정우 : 세상제일귀찮
2019. 3. 5. 11:08, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:10, (알 수 없음) : 나도
2019. 3. 5. 11:10, (알 수 없음) : 너무귀찮아
2019. 3. 5. 11:10, (알 수 없음) : 20분음감회하고
2019. 3. 5. 11:10, (알 수 없음) : 씻으러가도되냐
2019. 3. 5. 11:11, 정우 : ㅇㅇㅇㅇ
2019. 3. 5. 11:11, 정우 : 씹가능
2019. 3. 5. 11:11, 정우 : 놀아주라
2019. 3. 5. 11:11, 정우 : 학교가는데 심심함
2019. 3. 5. 11:11, 정우 : ㅠ
2019. 3. 5. 11:14, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:14, (알 수 없음) : ㅇㅋ잠시
2019. 3. 5. 11:14, (알 수 없음) : 스타일러높이좀알아보고
2019. 3. 5. 11:14, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:14, 정우 : 아직 포기안했냐
2019. 3. 5. 11:14, (알 수 없음) : 샵검색: #스타일러 높이
2019. 3. 5. 11:14, 정우 : 개웃기네
2019. 3. 5. 11:14, (알 수 없음) : 왜포기햌ㅋㅋㅋㅋㅋ어차피살거...
2019. 3. 5. 11:14, (알 수 없음) : 이런미세먼지틈에빨리사야겟음
2019. 3. 5. 11:15, (알 수 없음) : 딱각재는중
2019. 3. 5. 11:15, (알 수 없음) : 얼마정도될까저거
2019. 3. 5. 11:16, 정우 : 높이?
2019. 3. 5. 11:16, 정우 : 님 집높이를몰라서
2019. 3. 5. 11:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:16, 정우 : 그래 살거면 지금사라....미먼....
2019. 3. 5. 11:23, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니저거
2019. 3. 5. 11:23, (알 수 없음) : 저거봣을때어느정도높이같아보임
2019. 3. 5. 11:24, 정우 : 집가서
2019. 3. 5. 11:24, 정우 : 높이재줄까 그냥
2019. 3. 5. 11:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:32, (알 수 없음) : ㅇㅇㅇ
2019. 3. 5. 11:32, (알 수 없음) : 그러네
2019. 3. 5. 11:32, (알 수 없음) : 너네집에잇네
2019. 3. 5. 11:32, (알 수 없음) : 개이듁
2019. 3. 5. 11:32, 경민 : 시발
2019. 3. 5. 11:32, 경민 : 보이스피힝
2019. 3. 5. 11:33, 경민 : 당할뻔햇어
2019. 3. 5. 11:33, 경민 : 도른
2019. 3. 5. 11:33, 정우 : ㅁㅊ
2019. 3. 5. 11:33, 정우 : 뭐임
2019. 3. 5. 11:34, 정우 : 오미친 학교에 사람개많아
2019. 3. 5. 11:34, 정우 : 오
2019. 3. 5. 11:35, 경민 : ㅅㅂ
2019. 3. 5. 11:35, (알 수 없음) : ?
2019. 3. 5. 11:35, (알 수 없음) : ㅁㅊ왜
2019. 3. 5. 11:35, (알 수 없음) : 친구?
2019. 3. 5. 11:35, (알 수 없음) : 뭔일이다요
2019. 3. 5. 11:35, 정우 : 리얼
2019. 3. 5. 11:35, 정우 : 뭐임
2019. 3. 5. 11:38, (알 수 없음) : 말해주시오
2019. 3. 5. 11:41, 경민 : 타딘짜ㅠ
2019. 3. 5. 11:41, 경민 : 아니 내가당함
2019. 3. 5. 11:41, 경민 : 개무서웟어ㅠ
2019. 3. 5. 11:42, 정우 : 뭐래
2019. 3. 5. 11:42, 정우 : 뭐라고함????
2019. 3. 5. 11:42, (알 수 없음) : ??????왜왜
2019. 3. 5. 11:43, 경민 : 나지금회사에서우는중
2019. 3. 5. 11:43, 경민 : 진짜개서러워서ㅠ
2019. 3. 5. 11:43, 경민 : 사진
2019. 3. 5. 11:43, 경민 : 이씨발새끼
2019. 3. 5. 11:43, 경민 :  ㅠ
2019. 3. 5. 11:44, 정우 : 뭐임 진짜ㅠ
2019. 3. 5. 11:45, 원준오빠 : 문자 보내자 죽고싶냐고
2019. 3. 5. 11:45, 원준오빠 : 오야붕 ㅠㅠㅠ
2019. 3. 5. 11:45, (알 수 없음) : 왜
2019. 3. 5. 11:45, (알 수 없음) : 뭔일이여
2019. 3. 5. 11:45, (알 수 없음) : 한시간동안
2019. 3. 5. 11:45, (알 수 없음) : 얘기햇네
2019. 3. 5. 11:45, 경민 : 어 ㅋㅋㅋ
2019. 3. 5. 11:45, 경민 : 보이스피싱인지 모르고
2019. 3. 5. 11:46, (알 수 없음) : 부모걸고
2019. 3. 5. 11:46, (알 수 없음) : 넘어쥠?
2019. 3. 5. 11:46, (알 수 없음) : 뭐라든디
2019. 3. 5. 11:46, 경민 : 진ㄴ짜오만생각다햇다ㅜ
2019. 3. 5. 11:46, 경민 : 아니
2019. 3. 5. 11:46, 경민 : 들우봐
2019. 3. 5. 11:46, (알 수 없음) : ㅇㅇㅇ
2019. 3. 5. 11:46, 경민 : 진짜같어
2019. 3. 5. 11:46, 경민 : 50메가 ㅅㅂ
2019. 3. 5. 11:46, 경민 : 나진짜울엇다고
2019. 3. 5. 11:46, 경민 : 파일: CallRec_01096710342_20190305102925218_3296258_in_9702.m4a
2019. 3. 5. 11:46, 경민 : 사진
2019. 3. 5. 11:47, 경민 : 아니이거보이스피싱맞겟지?
2019. 3. 5. 11:47, (알 수 없음) : 뭐라고햇길래
2019. 3. 5. 11:48, (알 수 없음) : 출근길에
2019. 3. 5. 11:48, (알 수 없음) : 50분들으면서가야하나ㅛㅅ
2019. 3. 5. 11:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 11:48, 경민 : 아니이거빨리
2019. 3. 5. 11:48, 경민 : 들엊 ㅓ
2019. 3. 5. 11:48, 정우 : 혹시 듣고 요약해주실분......
2019. 3. 5. 11:48, 경민 : 들어줘
2019. 3. 5. 11:48, 경민 : 보이스피싱맞겟지
2019. 3. 5. 11:48, 정우 : 한시간.....
2019. 3. 5. 11:48, 경민 : 걍끊엇는제
2019. 3. 5. 11:48, 경민 : 이모티콘 
2019. 3. 5. 11:49, (알 수 없음) : 나도...지굼밖이라눙...지금
2019. 3. 5. 11:49, (알 수 없음) : 못들어벌여
2019. 3. 5. 11:49, 정우 : 나도.....
2019. 3. 5. 11:49, 정우 : 교실.....
2019. 3. 5. 11:49, (알 수 없음) : .....
2019. 3. 5. 11:49, 경민 : 휴
2019. 3. 5. 11:49, (알 수 없음) : 궁금해쥬글ㄹ각
2019. 3. 5. 11:49, 정우 : ㄹㅇ
2019. 3. 5. 11:49, 정우 : 궁금한데
2019. 3. 5. 11:49, 정우 : 또 한시간은 들을엄두가안남
2019. 3. 5. 11:49, 정우 : ㅠ
2019. 3. 5. 11:50, 경민 : 서울중앙지검은 우편물통보하지 전화로안한데
2019. 3. 5. 11:50, 정우 : 피싱이네
2019. 3. 5. 11:50, (알 수 없음) : 근데 ㄹㅇ
2019. 3. 5. 11:50, 정우 : 거기가 왜나옴 근데
2019. 3. 5. 11:50, (알 수 없음) : 알아도당한다는데
2019. 3. 5. 11:50, (알 수 없음) : 어떻길래그러지
2019. 3. 5. 11:50, 경민 : 들어보셈
2019. 3. 5. 11:50, 경민 : 나진짜깜짝놀랫음
2019. 3. 5. 11:51, 경민 : 듣다보면1시간 순삭당할듯
2019. 3. 5. 11:51, 경민 : 나1시간이나한지몰랏쥬
2019. 3. 5. 11:51, 경민 : 하진짜
2019. 3. 5. 11:51, 경민 : 마음도킈도킈
2019. 3. 5. 11:51, (알 수 없음) : 처음오자마자
2019. 3. 5. 11:51, (알 수 없음) : 머ㅓ라햇는지
2019. 3. 5. 11:51, (알 수 없음) : 말해주면안대냐능
2019. 3. 5. 11:51, (알 수 없음) : ㅠ
2019. 3. 5. 11:51, 정우 : ㅠ
2019. 3. 5. 11:51, 정우 : 들을수가없다진짜
2019. 3. 5. 11:51, 정우 : 이어폰도 안가지고나옴
2019. 3. 5. 11:51, 정우 : 이모티콘 
2019. 3. 5. 11:52, 경민 : 하진짜
2019. 3. 5. 11:52, 경민 : 후
2019. 3. 5. 11:52, 원준오빠 : 아니 백퍼
2019. 3. 5. 11:52, 원준오빠 : 백퍼 피싱이지
2019. 3. 5. 11:52, 원준오빠 : 걱정마셈
2019. 3. 5. 11:52, 원준오빠 : 절대 전화로 안함
2019. 3. 5. 11:53, 원준오빠 : 저거 신고해!!
2019. 3. 5. 11:53, 경민 : 신고바로햇지ㅠ
2019. 3. 5. 11:54, 원준오빠 : 굳굳 ㅠㅠㅠ
2019. 3. 5. 11:54, 원준오빠 : 맘고생했네 오얘붕 ㅠㅠ
2019. 3. 5. 11:54, 경민 : 눈물쏟음 ㅠ
2019. 3. 5. 11:54, 경민 : 진짜나ㅠ
2019. 3. 5. 11:54, 경민 : 검찰잡혀가는줄
2019. 3. 5. 11:55, 정우 : ㅠㅠㅠㅠㅠㅠㅠ
2019. 3. 5. 12:27, 양우성 : 나도 같은경험있는데ㅠㅠ
2019. 3. 5. 12:28, 양우성 : 정말로 내가 잘못한게있었나 한참고민하다가
2019. 3. 5. 12:28, 양우성 : ㅅㅂ잡아거던지
2019. 3. 5. 12:28, 양우성 : 이러면서 끊고 차단함
2019. 3. 5. 12:28, 양우성 : 첨에 ㄹㅇ 당황ㅠ
2019. 3. 5. 12:29, 경민 : 진짜ㅜㅜ
2019. 3. 5. 12:44, (알 수 없음) : ㅁㅊ
2019. 3. 5. 12:44, (알 수 없음) : 나이제들엇는데
2019. 3. 5. 12:44, (알 수 없음) : ㅁㅊ뭐야
2019. 3. 5. 12:44, 경민 : 사진
2019. 3. 5. 12:44, (알 수 없음) : 도랏다
2019. 3. 5. 12:44, 경민 : 이폰띄
2019. 3. 5. 12:44, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 12:44, (알 수 없음) : 이폰으로극뽀욱
2019. 3. 5. 12:44, 경민 : 야근데
2019. 3. 5. 12:44, 경민 : 진짜
2019. 3. 5. 12:44, 경민 : 개감쪽같지
2019. 3. 5. 12:44, 경민 : 속을만하지
2019. 3. 5. 12:44, (알 수 없음) : ㅇㅇ...
2019. 3. 5. 12:44, (알 수 없음) : ㅁㅊ
2019. 3. 5. 12:48, 재환오빠 : Xs??
2019. 3. 5. 12:49, 경민 : 옛스
2019. 3. 5. 12:51, 재환오빠 : 개굳...
2019. 3. 5. 12:51, (알 수 없음) : 개굳...
2019. 3. 5. 12:52, 원준오빠 : 게굳..
2019. 3. 5. 12:52, 원준오빠 : 어비스 애들 거리제
2019. 3. 5. 12:52, 원준오빠 : 미세먼지 먹으면서 하고 있길래
2019. 3. 5. 12:52, 원준오빠 : 맛있게 먹으라고
2019. 3. 5. 12:52, 원준오빠 : 과자 사줌
2019. 3. 5. 12:52, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 12:52, (알 수 없음) : 착한센바이...
2019. 3. 5. 12:52, (알 수 없음) : 미세먼지땜에콧물까지조지네
2019. 3. 5. 12:52, (알 수 없음) : 아너무더워
2019. 3. 5. 12:52, (알 수 없음) : 벌써여름같아
2019. 3. 5. 12:53, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ미먼X과자
2019. 3. 5. 12:55, Sekwang Ludan : ㅋㅋㅋㅋㅋ 굳선배 
2019. 3. 5. 12:55, Sekwang Ludan : 근데 진짜 고생하네...  ㄷㄷㄷ 
2019. 3. 5. 12:57, 원준오빠 : 미먼 찍어 먹어~~~~
2019. 3. 5. 12:59, (알 수 없음) : ㄹㅇ최악이야
2019. 3. 5. 12:59, (알 수 없음) : 세광이형좀
2019. 3. 5. 12:59, (알 수 없음) : 빨리막아봐
2019. 3. 5. 12:59, (알 수 없음) : ㅠ
2019. 3. 5. 12:59, (알 수 없음) : 병원가야지수업안가고
2019. 3. 5. 13:02, Sekwang Ludan : ㅠㅠㅠㅠ 내가 열심히 마시고있긴하다만 
2019. 3. 5. 13:02, Sekwang Ludan : ㅋㅋㅋ 오늘은 서울이 베이징보다 안좋다더라 
2019. 3. 5. 13:02, Sekwang Ludan : 어제 미먼들이 갔나바 이미 
2019. 3. 5. 13:04, (알 수 없음) : 하......
2019. 3. 5. 13:04, (알 수 없음) : ㅠ
2019. 3. 5. 13:04, (알 수 없음) : 일단의자설치해야지
2019. 3. 5. 13:05, 원준오빠 : ㅁㅊ
2019. 3. 5. 13:05, 원준오빠 : 정우야
2019. 3. 5. 13:06, 원준오빠 : 새광아
2019. 3. 5. 13:06, 원준오빠 : 너네 말이 맞았어;;
2019. 3. 5. 13:06, 원준오빠 : AL나옴
2019. 3. 5. 13:06, 원준오빠 : 너네덕임 ㄱㅅㄱㅅ
2019. 3. 5. 13:06, (알 수 없음) : 개잘해
2019. 3. 5. 13:06, (알 수 없음) : 영어싄이네
2019. 3. 5. 13:06, Sekwang Ludan : 와... 개멋짐 
2019. 3. 5. 13:06, Sekwang Ludan : 짱짱맨이네
2019. 3. 5. 13:06, Sekwang Ludan : ㅋㅋㅋㅋㅋ 거바 걱정 하덜덜 말랬지 
2019. 3. 5. 13:07, Sekwang Ludan : ㅊㅋㅊㅋ
2019. 3. 5. 13:07, (알 수 없음) : 조리네...
2019. 3. 5. 13:07, (알 수 없음) : 나만빼고다영어잘함
2019. 3. 5. 13:09, (알 수 없음) : 츜하뤼
2019. 3. 5. 13:09, 경민 : 와
2019. 3. 5. 13:09, 경민 : 개쫀다..
2019. 3. 5. 13:09, 경민 : al이라니
2019. 3. 5. 13:10, (알 수 없음) : 학교와이파이도뵹신됏넼ㅋㅋㅋㅋㅋㅋ하
2019. 3. 5. 13:10, (알 수 없음) : 시뱍
2019. 3. 5. 13:10, (알 수 없음) : 진짜
2019. 3. 5. 13:10, (알 수 없음) : 대부럽균
2019. 3. 5. 13:14, 정우 : 지렸다
2019. 3. 5. 13:14, 정우 : al지렸다
2019. 3. 5. 13:14, (알 수 없음) : 개부러워
2019. 3. 5. 13:14, 정우 : 아니
2019. 3. 5. 13:14, 정우 : 야
2019. 3. 5. 13:14, 정우 : 나진짜
2019. 3. 5. 13:14, 정우 : 개썩었나봐
2019. 3. 5. 13:14, (알 수 없음) : 왜
2019. 3. 5. 13:15, 정우 : 통계프로그램 계속 쌔스라고읽으시면서
2019. 3. 5. 13:15, 정우 : 매일하루에한번씩은
2019. 3. 5. 13:15, 정우 : 쌔스를 해보세요
2019. 3. 5. 13:15, (알 수 없음) : ;;
2019. 3. 5. 13:15, 정우 : 뭐 이런말하시눈데
2019. 3. 5. 13:15, 정우 : 존나웃겨
2019. 3. 5. 13:15, (알 수 없음) : 이정우
2019. 3. 5. 13:15, 정우 : 가지고
2019. 3. 5. 13:15, (알 수 없음) : 하아
2019. 3. 5. 13:15, (알 수 없음) : 어린이냐
2019. 3. 5. 13:15, (알 수 없음) : ㅜ
2019. 3. 5. 13:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:15, 정우 : 아니믹
2019. 3. 5. 13:15, (알 수 없음) : ㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋ
2019. 3. 5. 13:15, 정우 : 초딩이
2019. 3. 5. 13:15, 정우 : c언어는해도
2019. 3. 5. 13:15, 정우 : 쌔스는 안하잖아요?
2019. 3. 5. 13:15, 정우 : 이런말하시는데
2019. 3. 5. 13:15, (알 수 없음) : ㅁㅊ
2019. 3. 5. 13:15, 정우 : 진짜존나웃겨가지고
2019. 3. 5. 13:15, (알 수 없음) : 임경필개그욕심
2019. 3. 5. 13:15, (알 수 없음) : 조렷다
2019. 3. 5. 13:16, (알 수 없음) : 솔직히그건노렷다
2019. 3. 5. 13:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:16, (알 수 없음) : 이모티콘 
2019. 3. 5. 13:16, (알 수 없음) : 엥근데
2019. 3. 5. 13:16, (알 수 없음) : 수업11시에한다고?
2019. 3. 5. 13:16, (알 수 없음) : 이상하네
2019. 3. 5. 13:16, (알 수 없음) : 저번에9시수업
2019. 3. 5. 13:16, 정우 : ?
2019. 3. 5. 13:16, 정우 : 12시
2019. 3. 5. 13:16, (알 수 없음) : 엊ㅅ어졋다고햇나
2019. 3. 5. 13:16, 정우 : 9시12시
2019. 3. 5. 13:16, 정우 : 두개있음
2019. 3. 5. 13:16, (알 수 없음) : 신기하네
2019. 3. 5. 13:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:17, 정우 : 하진짜
2019. 3. 5. 13:17, 정우 : 응통내내
2019. 3. 5. 13:17, 정우 : 아씨 그냥 싸스라고 읽어줘 제발....
2019. 3. 5. 13:17, 정우 : 이러면서들음
2019. 3. 5. 13:17, 정우 : ㅠ
2019. 3. 5. 13:18, Sekwang Ludan : ㅋㅋㅋㅋㅋ 에스에이에스라고 하면 안됨?
2019. 3. 5. 13:19, (알 수 없음) : ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:19, 정우 : 그것도가능
2019. 3. 5. 13:19, (알 수 없음) : 개울기나
2019. 3. 5. 13:19, 정우 : 진짜 왜굳이
2019. 3. 5. 13:19, 정우 : 굳이
2019. 3. 5. 13:19, (알 수 없음) : 근데원래발음이
2019. 3. 5. 13:19, (알 수 없음) : 쌔스가맞아서
2019. 3. 5. 13:19, (알 수 없음) : 그런거아니냨ㅋㅋㅋㅋㅋ
2019. 3. 5. 13:19, 정우 : 쩝
2019. 3. 5. 13:19, 정우 : 그러겠지
2019. 3. 5. 13:19, 정우 : 아니그냥 존나웃겼다고 혼자
2019. 3. 5. 13:19, 정우 : ㅠ
2019. 3. 5. 13:19, (알 수 없음) : 이정우
2019. 3. 5. 13:19, 정우 : 혼자속으로
2019. 3. 5. 13:19, (알 수 없음) : 어린이혼자
2019. 3. 5. 13:19, (알 수 없음) : 신낫네
2019. 3. 5. 13:20, 정우 : 하씨발 개썩었어
2019. 3. 5. 13:20, (알 수 없음) : 이모티콘 
2019. 3. 5. 13:20, 정우 : 이러고이
2019. 3. 5. 13:20, (알 수 없음) : ㅋㅋㅌㅌㅌㅌㅌㅌ
2019. 3. 5. 13:20, (알 수 없음) : ㅠ
2019. 3. 5. 13:20, 정우 : 있었다
2019. 3. 5. 13:20, 정우 : ㅠ
2019. 3. 5. 13:20, (알 수 없음) : 혼자터졋네
2019. 3. 5. 13:20, 정우 : ㅇㅇ......
2019. 3. 5. 13:20, (알 수 없음) : 친구엄냐
2019. 3. 5. 13:20, (알 수 없음) : 거기
2019. 3. 5. 13:20, 정우 : ㅇㅇ......
2019. 3. 5. 13:20, (알 수 없음) : 같이한명친구만드어라
2019. 3. 5. 13:20, (알 수 없음) : ㅠ
2019. 3. 5. 13:20, 정우 : ㅠㅠ없어
2019. 3. 5. 13:20, (알 수 없음) : 사진
2019. 3. 5. 13:20, (알 수 없음) : 페북보는데갑자기?
2019. 3. 5. 13:21, 정우 : ㅎ
2019. 3. 5. 13:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:21, (알 수 없음) : 쩝
2019. 3. 5. 13:21, 정우 : 개웃기네
2019. 3. 5. 13:21, 정우 : 아니 증명서발급기에
2019. 3. 5. 13:21, 정우 : 사람왜케많아
2019. 3. 5. 13:21, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:21, 정우 : 여기서 기다릴줄은 몰랐네
2019. 3. 5. 13:21, (알 수 없음) : 거긴또왜갓아
2019. 3. 5. 13:21, 정우 : ㅁㅊ
2019. 3. 5. 13:21, 정우 : 나
2019. 3. 5. 13:21, 정우 : 성적증명서
2019. 3. 5. 13:21, (알 수 없음) : 아
2019. 3. 5. 13:21, 정우 : 뽑을라고.....
2019. 3. 5. 13:21, (알 수 없음) : 글어네
2019. 3. 5. 13:21, (알 수 없음) : 8학디
2019. 3. 5. 13:21, 정우 : 입사.....
2019. 3. 5. 13:21, 정우 : 준비해야지
2019. 3. 5. 13:21, 정우 : 뽑아주셈
2019. 3. 5. 13:21, 정우 : 일잘함
2019. 3. 5. 13:21, 정우 : 개처럼일함
2019. 3. 5. 13:21, 정우 : 돈만많이주면
2019. 3. 5. 13:22, (알 수 없음) : 입사포부
2019. 3. 5. 13:22, (알 수 없음) : 개처럼일하겟다고
2019. 3. 5. 13:22, (알 수 없음) : 아
2019. 3. 5. 13:22, (알 수 없음) : 샤이니 레트로 노래존나ㅏ좋아
2019. 3. 5. 13:22, (알 수 없음) : 근데어디서존나
2019. 3. 5. 13:22, (알 수 없음) : 들어본거같아
2019. 3. 5. 13:22, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:22, 정우 : 아 점심은
2019. 3. 5. 13:22, 정우 : 어케하지
2019. 3. 5. 13:22, 정우 : 뭐먹지
2019. 3. 5. 13:23, 정우 : 원래아빠랑 을밀대갈라했는데
2019. 3. 5. 13:23, (알 수 없음) : 오
2019. 3. 5. 13:23, (알 수 없음) : 맛잇겟다
2019. 3. 5. 13:23, 정우 : 아부지 아프다고 못나오심
2019. 3. 5. 13:23, 정우 : 뭘로때울까
2019. 3. 5. 13:23, (알 수 없음) : 째읍
2019. 3. 5. 13:23, (알 수 없음) : 울아빠는오늘이제간다
2019. 3. 5. 13:23, 정우 : ㅠ
2019. 3. 5. 13:24, (알 수 없음) : 큭
2019. 3. 5. 13:24, 정우 : 그래서 부산갔다온거구먼
2019. 3. 5. 13:24, (알 수 없음) : 예압
2019. 3. 5. 13:24, (알 수 없음) : 아오늘
2019. 3. 5. 13:24, (알 수 없음) : 나이키신청해서
2019. 3. 5. 13:24, (알 수 없음) : 이번주에서울가서
2019. 3. 5. 13:24, (알 수 없음) : 생파하고
2019. 3. 5. 13:24, (알 수 없음) : 나이키되면
2019. 3. 5. 13:24, (알 수 없음) : ㄴ혼자가서놀다오까
2019. 3. 5. 13:24, (알 수 없음) : ㅎ
2019. 3. 5. 13:24, 정우 : 오
2019. 3. 5. 13:24, 정우 : 큰그림
2019. 3. 5. 13:24, 경민 : 나이키
2019. 3. 5. 13:24, 정우 : 굳굳
2019. 3. 5. 13:25, 경민 : 언제까지임
2019. 3. 5. 13:25, (알 수 없음) : 오늘
2019. 3. 5. 13:25, (알 수 없음) : 인듯?
2019. 3. 5. 13:25, 정우 : 지금하던데
2019. 3. 5. 13:25, (알 수 없음) : 샵검색: #나이키 위대한 페스티벌
2019. 3. 5. 13:25, 경민 : 아하!
2019. 3. 5. 13:25, 경민 : 링크좀
2019. 3. 5. 13:25, 경민 : ~
2019. 3. 5. 13:25, (알 수 없음) :  저기맨위
2019. 3. 5. 13:25, (알 수 없음) : 들어가면대
2019. 3. 5. 13:26, (알 수 없음) : 보아랑싸이는
2019. 3. 5. 13:26, (알 수 없음) : 마지막날에오겟지?
2019. 3. 5. 13:26, 정우 : 하루씩 나눠오지않울까
2019. 3. 5. 13:26, 정우 : 아미친 증명서기계 또라이네
2019. 3. 5. 13:26, 정우 : 앞사람 확인버튼안눌려서 고생하심
2019. 3. 5. 13:26, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 3. 5. 13:26, 정우 : 미친
2019. 3. 5. 13:27, (알 수 없음) : 하
2019. 3. 5. 13:27, (알 수 없음) : 나눠서올까
2019. 3. 5. 13:27, (알 수 없음) : 그럼일욜에근데
2019. 3. 5. 13:27, (알 수 없음) : 일욜에본다...그리고대전을간다
2019. 3. 5. 13:27, (알 수 없음) : 일단..신청한다
2019. 3. 5. 13:27, (알 수 없음) : 케케테
2019. 3. 5. 13:28, 정우 : 고고
2019. 3. 5. 13:28, 정우 : 아 배고파
2019. 3. 5. 13:30, (알 수 없음) : 날짜선택해야하는데
2019. 3. 5. 13:30, (알 수 없음) : 토욜 메인 일열 피날레 각 3시간씩이거든
2019. 3. 5. 13:30, (알 수 없음) : 어디에도박할까
2019. 3. 5. 13:31, 정우 : 메인
2019. 3. 5. 13:31, (알 수 없음) : 오케이
2019. 3. 5. 13:31, 정우 : 뭐야 내사람뭐였지
2019. 3. 5. 13:31, 정우 : 인쇄존나잘되는데
2019. 3. 5. 13:31, 정우 : ;;;;;;
2019. 3. 5. 13:31, 정우 : 사람아닌거
2019. 3. 5. 13:31, 정우 : 아닌가
2019. 3. 5. 13:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
