Talk_2021.8.24 13:11-79.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 1월 20일 수요일
2021. 1. 20. 10:56, 경민 : 10점받고싶누
2021. 2. 15. 21:04, abyss오재 : 안먹어
2021. 2. 15. 21:04, abyss오재 : 미안
2021. 2. 15. 21:13, 정우 : ㅇㅋ
2021. 2. 15. 21:13, 정우 : 근데왜안먹음
2021. 2. 15. 21:15, 경민 : 메생오늘은
2021. 2. 15. 21:15, 경민 : 9시에로그아웃
2021. 2. 15. 21:56, abyss오재 : 샵검색: #쏘카 성폭행
2021. 2. 15. 21:57, abyss오재 : ㅅㅂ이게말이되는변명?
2021. 2. 15. 21:57, abyss오재 : 성인이면해도되고?
2021. 2. 15. 21:57, abyss오재 : 와
2021. 2. 15. 21:57, abyss오재 : 이제무거
2021. 2. 15. 22:07, 정우 : 아 존나더러워 씨발진짜
2021. 2. 15. 22:58, Sekwang Ludan : 말세다 말세 ㅠㅠ

2021년 2월 16일 화요일
2021. 2. 16. 00:43, 경민 : ㅛㅂ소카
2021. 2. 16. 00:43, 경민 : 개같누
2021. 2. 16. 01:50, 원준오빠 : ㅅㅂ
2021. 2. 16. 01:50, 원준오빠 : ㅈ쳐 맞아야됀다
2021. 2. 16. 01:51, 원준오빠 : ㄹㅇ
2021. 2. 16. 01:51, 원준오빠 : 하
2021. 2. 16. 01:51, 원준오빠 : 아까 8시에 자서
2021. 2. 16. 01:51, 원준오빠 : 지금 인남
2021. 2. 16. 01:51, 원준오빠 : 망했다!
2021. 2. 16. 08:34, 정우 : ㅎㅇㅎㅇ
2021. 2. 16. 08:40, 양우성 : ㅎㅇㅎㅇㅎ
2021. 2. 16. 08:46, abyss오재 : ㅎㅇㅎㅇ
2021. 2. 16. 08:48, abyss오재 : 아쏘맥하나도힘듀럿
2021. 2. 16. 08:48, abyss오재 : 이모티콘 
2021. 2. 16. 08:49, 정우 : ㅉㅉ
2021. 2. 16. 08:50, 정우 : 허접아
2021. 2. 16. 08:50, abyss오재 : 왜
2021. 2. 16. 08:50, abyss오재 : 왜부르는데
2021. 2. 16. 08:52, 정우 : 그냥
2021. 2. 16. 08:52, 정우 : 니허접이라고
2021. 2. 16. 08:52, 정우 : 뭐야 에어팟왜케끊겨
2021. 2. 16. 08:52, 정우 : 쩝
2021. 2. 16. 08:52, 정우 : 오늘따라 땀존나나넵
2021. 2. 16. 08:58, abyss오재 : 9시에
2021. 2. 16. 08:58, abyss오재 : 씻어
2021. 2. 16. 08:58, abyss오재 : 속
2021. 2. 16. 08:58, abyss오재 : ㅈㄴ 아파
2021. 2. 16. 08:58, abyss오재 : 소맥에잭호니
2021. 2. 16. 08:59, abyss오재 : 타먹움
2021. 2. 16. 08:59, abyss오재 : 이모티콘 
2021. 2. 16. 09:01, abyss오재 : 사진
2021. 2. 16. 09:01, abyss오재 : 미노이랑임플란키드랑놀아나는중
2021. 2. 16. 09:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:06, abyss오재 : 이모티콘 
2021. 2. 16. 09:20, 정우 : 하
2021. 2. 16. 09:20, 정우 : 뭐야 아직도 이거밖에안됐단
2021. 2. 16. 09:20, 정우 : 다니
2021. 2. 16. 09:32, abyss오재 : ㄹㅇ
2021. 2. 16. 09:33, abyss오재 : 재택진짜미톃다
2021. 2. 16. 09:34, abyss오재 : 삼십초도안걸려
2021. 2. 16. 09:34, abyss오재 : 재택하게해주세여
2021. 2. 16. 09:35, abyss오재 : 노브램드버더
2021. 2. 16. 09:35, abyss오재 : 사오기가는?
2021. 2. 16. 09:36, 경민 : ㄱㄴㄱㄴ
2021. 2. 16. 09:36, abyss오재 : ㄱㅅㄱㅅ
2021. 2. 16. 09:36, abyss오재 : 열내림?
2021. 2. 16. 09:37, 경민 : 열아직안재봄
2021. 2. 16. 09:37, 경민 : 머리는아픔
2021. 2. 16. 09:37, 경민 : ㅅㅂ짜증나
2021. 2. 16. 09:37, 경민 : 12시간을잤어
2021. 2. 16. 09:37, abyss오재 : ㄱ재보라누
2021. 2. 16. 09:37, 경민 : 지금온수매트누어잇어서
2021. 2. 16. 09:37, 경민 : 높게나옥거같은데
2021. 2. 16. 09:37, 경민 : 식혀보겟음
2021. 2. 16. 09:38, abyss오재 : ㅇㅋㅇㅋ
2021. 2. 16. 09:38, abyss오재 : 나도빨리출석찍고복귀해야지
2021. 2. 16. 09:38, 경민 : ㅋㅋㅋㅋ
2021. 2. 16. 09:39, abyss오재 : 집오면열시반이겟다
2021. 2. 16. 09:39, abyss오재 : 운동한다는생각으루나감
2021. 2. 16. 09:39, 경민 : 그거찍는건수동으로
2021. 2. 16. 09:39, 경민 : ㅛㅐ야대고
2021. 2. 16. 09:39, 경민 : 집와서재택임?
2021. 2. 16. 09:39, abyss오재 : 눈발내내
2021. 2. 16. 09:39, abyss오재 : ㅇㅇ
2021. 2. 16. 09:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:39, 경민 : 시스템왜그럼
2021. 2. 16. 09:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:39, abyss오재 : 원래
2021. 2. 16. 09:39, 경민 : 재택의미가잇나
2021. 2. 16. 09:39, abyss오재 : 학교에서헤야하는데
2021. 2. 16. 09:39, abyss오재 : 학교전기가
2021. 2. 16. 09:39, abyss오재 : 아짇
2021. 2. 16. 09:39, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:39, abyss오재 : 수리가안됨
2021. 2. 16. 09:39, abyss오재 : 그것도오늘함더체크하고와야짓
2021. 2. 16. 09:39, 경민 : 잘하누
2021. 2. 16. 09:41, abyss오재 : 겔겔
2021. 2. 16. 09:41, abyss오재 : 아진짜평일
2021. 2. 16. 09:41, abyss오재 : 술안먹어야겟다
2021. 2. 16. 09:41, abyss오재 : 컨디션미치네
2021. 2. 16. 09:41, abyss오재 : 이모티콘 
2021. 2. 16. 09:42, 경민 : 열안
2021. 2. 16. 09:42, 경민 : 열은
2021. 2. 16. 09:42, 경민 : 내려갔무
2021. 2. 16. 09:42, 경민 : 36.6이다 오예
2021. 2. 16. 09:42, 경민 : 근데이마는여전하누
2021. 2. 16. 09:42, 경민 : 체온정상으로나오니까
2021. 2. 16. 09:43, 경민 : 갑자기쌩쌩해지는느낌
2021. 2. 16. 09:43, 경민 : 먼지앎?
2021. 2. 16. 09:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:43, 정우 : 다행
2021. 2. 16. 09:43, 경민 : ㄱㅅㄱㅅ
2021. 2. 16. 09:43, 정우 : 와
2021. 2. 16. 09:43, 정우 : 아직도3호선임
2021. 2. 16. 09:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:43, 정우 : 시바
2021. 2. 16. 09:43, 정우 : 2주만더하면된다 진짜
2021. 2. 16. 09:44, 경민 : ㅊㅋㅊㅋ
2021. 2. 16. 09:44, 정우 : ㄱㅅㄱㅅ
2021. 2. 16. 09:51, abyss오재 : ㅊㅋㅊㅋ
2021. 2. 16. 09:51, abyss오재 : 도장찍ㄱ삼분전
2021. 2. 16. 09:52, 정우 : ㄱㅅㄱㅅ
2021. 2. 16. 09:52, 정우 : ㅊㅋㅊㅋ
2021. 2. 16. 09:53, 정우 : 오재훈
2021. 2. 16. 09:53, 정우 : 샵검색: #대한항공46R
2021. 2. 16. 09:53, 정우 : 이거안사냐
2021. 2. 16. 09:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:53, abyss오재 : 나잇지
2021. 2. 16. 09:53, abyss오재 : 저거
2021. 2. 16. 09:53, abyss오재 : 안팔고잇늠중
2021. 2. 16. 09:53, abyss오재 : 나는 이미주주라서잇다임마
2021. 2. 16. 09:54, 경민 : zzzzzzzzzzzz
2021. 2. 16. 09:54, abyss오재 : 팔까말까고민중
2021. 2. 16. 09:55, abyss오재 : 저매수권으로주식을더살까그냥팔까
2021. 2. 16. 09:55, abyss오재 : ㅎㅋ신쥬인수권으로100범
2021. 2. 16. 09:55, abyss오재 : 갸꿀?
2021. 2. 16. 09:56, abyss오재 : 물론팔면100
2021. 2. 16. 09:56, 경민 : sl
2021. 2. 16. 09:56, 경민 : 니
2021. 2. 16. 09:56, abyss오재 : 휴
2021. 2. 16. 09:56, 경민 : 잘하누?
2021. 2. 16. 09:56, abyss오재 : ㅇㅇ
2021. 2. 16. 09:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 09:56, abyss오재 : 이모티콘 
2021. 2. 16. 09:56, abyss오재 : 대한항공
2021. 2. 16. 09:56, abyss오재 : 더사볼라고
2021. 2. 16. 09:56, abyss오재 : 대기타는즁
2021. 2. 16. 09:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:02, abyss오재 : 아직도아무도안들어왓군
2021. 2. 16. 10:05, abyss오재 : ㅌㅌㅌ노브랜드버거사야지
2021. 2. 16. 10:06, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:07, abyss오재 : 사진
2021. 2. 16. 10:07, abyss오재 : 겔겔겔
2021. 2. 16. 10:07, abyss오재 : 팔고나올까
2021. 2. 16. 10:07, abyss오재 : 어려워어려워
2021. 2. 16. 10:08, abyss오재 : 눈온당
2021. 2. 16. 10:13, 정우 : 난왜못봤지
2021. 2. 16. 10:13, 정우 : 아이거
2021. 2. 16. 10:13, 정우 : 사무실까지도 실내로만 다니니까
2021. 2. 16. 10:13, 정우 : 바깥상황을 모름
2021. 2. 16. 10:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:14, abyss오재 : 노브랜드버거랑
2021. 2. 16. 10:14, abyss오재 : 아아사서
2021. 2. 16. 10:14, abyss오재 : 귀가중
2021. 2. 16. 10:14, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:14, abyss오재 : 이모티콘 
2021. 2. 16. 10:14, 정우 : 부럽다
2021. 2. 16. 10:14, abyss오재 : 일해야지잊ㄴ
2021. 2. 16. 10:14, 정우 : 나도 아아
2021. 2. 16. 10:14, abyss오재 : 후
2021. 2. 16. 10:14, 정우 : 난일안해야지
2021. 2. 16. 10:14, abyss오재 : 아
2021. 2. 16. 10:14, abyss오재 : 소맥에
2021. 2. 16. 10:14, abyss오재 : 잭허니
2021. 2. 16. 10:14, abyss오재 : 개오바엿어미친
2021. 2. 16. 10:14, 정우 : ㅁㅊ
2021. 2. 16. 10:14, 정우 : 그건오바
2021. 2. 16. 10:14, abyss오재 : 꿀맥
2021. 2. 16. 10:15, abyss오재 : 휴
2021. 2. 16. 10:15, 정우 : 근데꿀맥은
2021. 2. 16. 10:15, 정우 : 맛있느니데
2021. 2. 16. 10:15, 정우 : ㅓㅈㅂ
2021. 2. 16. 10:15, 정우 : 쩝
2021. 2. 16. 10:15, abyss오재 : 쩝
2021. 2. 16. 10:15, abyss오재 : 잭허니소맥
2021. 2. 16. 10:16, abyss오재 : 노브랜드버거
2021. 2. 16. 10:16, abyss오재 : 아아는안싸네
2021. 2. 16. 10:16, abyss오재 : 싼건가
2021. 2. 16. 10:21, 정우 : 얼만데
2021. 2. 16. 10:22, abyss오재 : 이처논
2021. 2. 16. 10:22, abyss오재 : 이모티콘 
2021. 2. 16. 10:24, 정우 : 안싸네
2021. 2. 16. 10:24, 정우 : 내가요즘 싼거먹어서그런가
2021. 2. 16. 10:25, abyss오재 : 그치
2021. 2. 16. 10:25, abyss오재 : 커피는걍일반가격
2021. 2. 16. 10:25, abyss오재 : 바로앞에스벅잇어서
2021. 2. 16. 10:25, abyss오재 : 싸긴하네
2021. 2. 16. 10:30, abyss오재 : 사진
2021. 2. 16. 10:30, abyss오재 : 집에이거달아놈
2021. 2. 16. 10:33, 이석준 : 안지킬거잖아
2021. 2. 16. 10:33, abyss오재 : 일단적은거에
2021. 2. 16. 10:34, abyss오재 : 의의좀
2021. 2. 16. 10:34, abyss오재 : 이모티콘 
2021. 2. 16. 10:34, 정우 : 적은거가
2021. 2. 16. 10:34, 정우 : 무슨의미
2021. 2. 16. 10:34, 정우 : 지켜야지 임마
2021. 2. 16. 10:35, abyss오재 : 오케지킨다
2021. 2. 16. 10:36, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ귀엽누
2021. 2. 16. 10:36, abyss오재 : 아아
2021. 2. 16. 10:36, abyss오재 : 맛잇다
2021. 2. 16. 10:36, abyss오재 : 근데해장은안되네
2021. 2. 16. 10:36, abyss오재 : 하아 이렇게힘들일인가
2021. 2. 16. 10:37, 빠충 : 아쉬발
2021. 2. 16. 10:37, 빠충 : 너무졸리다
2021. 2. 16. 10:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:37, 정우 : 아침부터
2021. 2. 16. 10:37, 빠충 : 물을 벌써 한 세잔마시고
2021. 2. 16. 10:37, 정우 : 쉽지않네
2021. 2. 16. 10:37, 빠충 : 핫식스 한캔먹고
2021. 2. 16. 10:38, 빠충 : 너무잠온다시발
2021. 2. 16. 10:38, 정우 : 한잠때려
2021. 2. 16. 10:38, 빠충 : ㅌㅋㅋㅋㅋㅋ
2021. 2. 16. 10:38, 빠충 : 자리 앉아서 하품 조지게 했는데
2021. 2. 16. 10:38, 빠충 : 마스크 곰마워요
2021. 2. 16. 10:38, 빠충 : 지금 정신 돌아온다
2021. 2. 16. 10:38, 빠충 : 와 거의 20분동안
2021. 2. 16. 10:38, 빠충 : 뒤지는줄
2021. 2. 16. 10:38, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:38, 정우 : 나도 출근해서
2021. 2. 16. 10:39, 정우 : 40분동안 딴짓하는중
2021. 2. 16. 10:39, 정우 : 앞으로도 딴짓할예정
2021. 2. 16. 10:39, 빠충 : 오늘 하필
2021. 2. 16. 10:39, 정우 : 오늘할일이없네
2021. 2. 16. 10:39, 빠충 : 사람 많이 출근하는날인데
2021. 2. 16. 10:39, 빠충 : 개잠오네
2021. 2. 16. 10:39, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:39, 빠충 : 시이벙
2021. 2. 16. 10:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:39, 정우 : 오늘은 루팡함해본다
2021. 2. 16. 10:39, abyss오재 : 빠충
2021. 2. 16. 10:39, abyss오재 : 회사다니고
2021. 2. 16. 10:39, abyss오재 : 분노등장
2021. 2. 16. 10:39, abyss오재 : 자주하누
2021. 2. 16. 10:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 10:39, 정우 : ㄹㅇ
2021. 2. 16. 10:39, 정우 : 인간은
2021. 2. 16. 10:39, abyss오재 : 갸웃겨
2021. 2. 16. 10:39, 정우 : 다똑같다
2021. 2. 16. 10:39, 빠충 : 인성버려지는중이다
2021. 2. 16. 10:40, 정우 : ㅇㅈㅇㅈ
2021. 2. 16. 10:59, 이석준 : 오재네 놀러가야하는데
2021. 2. 16. 11:05, abyss오재 : 와야지
2021. 2. 16. 11:05, abyss오재 : 아갑자기 임종석
2021. 2. 16. 11:05, abyss오재 : 대답못하면 결석처리하는거생각나서
2021. 2. 16. 11:05, abyss오재 : 개터짐
2021. 2. 16. 11:05, abyss오재 : 울집놀러와야징
2021. 2. 16. 11:05, abyss오재 : 이모티콘 
2021. 2. 16. 11:06, abyss오재 : 25분마다기지개펴는것도개웃겻는데
2021. 2. 16. 11:06, abyss오재 : 새록새록하누
2021. 2. 16. 11:24, 경민 : 그거앎?
2021. 2. 16. 11:24, 경민 : 나
2021. 2. 16. 11:24, 경민 : 임종석교수님수업
2021. 2. 16. 11:24, 경민 : 한번도안들어봄
2021. 2. 16. 11:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:25, abyss오재 : 홀짝
2021. 2. 16. 11:25, abyss오재 : 의가호를
2021. 2. 16. 11:25, abyss오재 : 받앗네
2021. 2. 16. 11:46, 경민 : ㅇㅇ;ㅋㅋㅋㅋ
2021. 2. 16. 11:46, abyss오재 : 김경민
2021. 2. 16. 11:46, abyss오재 : 요새주식함?
2021. 2. 16. 11:48, 경민 : ㅇㅇ
2021. 2. 16. 11:48, 경민 : 텔레콤은
2021. 2. 16. 11:48, 경민 : 존버한다고그냥냅둿고
2021. 2. 16. 11:48, 경민 : 나머지는그냥
2021. 2. 16. 11:48, 경민 : 사놓고안봄;ㅎㅋ
2021. 2. 16. 11:48, 경민 : 보면너무팔아가지고
2021. 2. 16. 11:51, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:51, abyss오재 : ㅋㅋㅋㅋㅋ
2021. 2. 16. 11:51, abyss오재 : ㅏㄷ행이네
2021. 2. 16. 11:51, 경민 : 텔레콤
2021. 2. 16. 11:51, abyss오재 : 주식어플삭제해야해진짜
2021. 2. 16. 11:51, abyss오재 : ㅇㅌ
2021. 2. 16. 11:51, 경민 : 24.5
2021. 2. 16. 11:51, 경민 : 에
2021. 2. 16. 11:51, abyss오재 : 텔레콤 나 개고점에서 샀는데
2021. 2. 16. 11:51, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:52, 경민 : 아니나는회사에서보너스주식으로줌
2021. 2. 16. 11:52, 경민 : 1년존버간다
2021. 2. 16. 11:52, 경민 : 디졋다
2021. 2. 16. 11:52, 경민 : 오이제
2021. 2. 16. 11:52, 경민 : 열다내린듯
2021. 2. 16. 11:52, 경민 : 개꿀머리도안아픔
2021. 2. 16. 11:52, abyss오재 : 아
2021. 2. 16. 11:52, abyss오재 : 저번에
2021. 2. 16. 11:52, abyss오재 : 반반씩받음
2021. 2. 16. 11:52, abyss오재 : 수익률자랑가능?
2021. 2. 16. 11:52, 경민 : ㄱ
2021. 2. 16. 11:52, 경민 : 니혼자왜케
2021. 2. 16. 11:52, 경민 : 잘함 ㅜ
2021. 2. 16. 11:53, 경민 : 부럽누ㅜ
2021. 2. 16. 11:53, abyss오재 : 삭제된 메시지입니다. 
2021. 2. 16. 11:53, abyss오재 : 겔겔겔
2021. 2. 16. 11:54, 경민 : ㅅㅂ
2021. 2. 16. 11:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니근데ㅓ퍼센트로
2021. 2. 16. 11:54, 경민 : 안보여주고
2021. 2. 16. 11:54, 경민 : 돈으로보여주누
2021. 2. 16. 11:54, abyss오재 : 실거래가
2021. 2. 16. 11:54, 경민 : ㅋㅋㅋㅋㅋㅋㅋ개쿨하네
2021. 2. 16. 11:54, abyss오재 : 어떻누?
2021. 2. 16. 11:54, 경민 : 몰라근데
2021. 2. 16. 11:54, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:54, 경민 : 잘하는거같네
2021. 2. 16. 11:54, abyss오재 : 수익률
2021. 2. 16. 11:54, abyss오재 : 개꿀따리
2021. 2. 16. 11:54, abyss오재 : 정리좀
2021. 2. 16. 11:54, abyss오재 : 갈까
2021. 2. 16. 11:54, abyss오재 : 걍갖고갈까고민시즌임
2021. 2. 16. 11:54, 경민 : 제대로못봣는데대충200먹은거아님?
2021. 2. 16. 11:54, abyss오재 : 거의한달내내 안먹엇거든
2021. 2. 16. 11:54, abyss오재 : 삭제된 메시지입니다. 
2021. 2. 16. 11:55, abyss오재 : 아니한달내내 안보고존버햇거든
2021. 2. 16. 11:55, abyss오재 : 두달월급벌엇다
2021. 2. 16. 11:55, 정우 : ㅁㅊ
2021. 2. 16. 11:55, 정우 : 잘하네
2021. 2. 16. 11:55, abyss오재 : ㄹㅇ
2021. 2. 16. 11:55, 정우 : 아 머리가띵해 갑자기
2021. 2. 16. 11:55, abyss오재 : 갸꿀딱
2021. 2. 16. 11:55, abyss오재 : 머리가띵
2021. 2. 16. 11:55, abyss오재 : ~
2021. 2. 16. 11:56, abyss오재 : 생각해보니
2021. 2. 16. 11:56, abyss오재 : 담주월급주네
2021. 2. 16. 11:56, 정우 : ㅊㅋㅊㅋ
2021. 2. 16. 11:56, abyss오재 : 약간
2021. 2. 16. 11:56, 경민 : ?시간
2021. 2. 16. 11:56, 경민 : ㅅㅂ
2021. 2. 16. 11:56, abyss오재 : 김경민이랑
2021. 2. 16. 11:56, 경민 : 존나
2021. 2. 16. 11:56, abyss오재 : 이정우랑
2021. 2. 16. 11:56, 경민 : 순삭이네
2021. 2. 16. 11:56, abyss오재 : 머띵
2021. 2. 16. 11:56, abyss오재 : 공유하누
2021. 2. 16. 11:56, abyss오재 : 한명씩
2021. 2. 16. 11:56, 경민 : 아이밑에삭제한거못봣누
2021. 2. 16. 11:56, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:56, 경민 : 니랑나랑월급날 공유하잔아
2021. 2. 16. 11:56, abyss오재 : 삭제된 메시지입니다. 
2021. 2. 16. 11:57, 경민 : ?순수익?
2021. 2. 16. 11:57, abyss오재 : ㅇㅇ
2021. 2. 16. 11:57, 경민 : ㅅㅂ;;;;
2021. 2. 16. 11:57, 경민 : 니
2021. 2. 16. 11:57, 경민 : 얼마넣엇는데그정돈데
2021. 2. 16. 11:57, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:57, 경민 : 30퍼먹음?
2021. 2. 16. 11:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:57, 경민 : 50퍼..?
2021. 2. 16. 11:57, abyss오재 : 이삼십퍼
2021. 2. 16. 11:57, 경민 : ;ㅅㅂ;개잘해;
2021. 2. 16. 11:57, 경민 : 니뭐월급보다
2021. 2. 16. 11:57, 경민 : 더많이버네
2021. 2. 16. 11:57, abyss오재 : ㅇㅇ
2021. 2. 16. 11:57, abyss오재 : 두달월급이야
2021. 2. 16. 11:57, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:57, 경민 : ㅅㅂ;;;;
2021. 2. 16. 11:57, 경민 : 나는아직도
2021. 2. 16. 11:57, 경민 : 마이너스에서허덕이는데
2021. 2. 16. 11:57, abyss오재 : 쥽쥽
2021. 2. 16. 11:58, abyss오재 : 에스케이티 탈만한주식이냐
2021. 2. 16. 11:58, abyss오재 : 대한항공접고
2021. 2. 16. 11:58, abyss오재 : 에스케이티로옮기려는데
2021. 2. 16. 11:58, 경민 : 몰라
2021. 2. 16. 11:58, 경민 : skt보다
2021. 2. 16. 11:58, 경민 : sk주 가
2021. 2. 16. 11:58, 경민 : 나을수도잇음근데이거많이오름
2021. 2. 16. 11:58, 경민 : 근데
2021. 2. 16. 11:58, 경민 : 그
2021. 2. 16. 11:58, 경민 : 분사이슈많은데우리회사
2021. 2. 16. 11:58, 경민 : 잘보고;사셈
2021. 2. 16. 11:58, abyss오재 : 그니가
2021. 2. 16. 11:58, 경민 : 나는잘모르겟음그냥
2021. 2. 16. 11:58, abyss오재 : 니가저번에도그래서
2021. 2. 16. 11:58, 경민 : 떨어져도
2021. 2. 16. 11:58, 경민 : 회사에서10퍼주니까
2021. 2. 16. 11:58, 경민 : 1년존버해야지이마인드로그냥
2021. 2. 16. 11:58, 경민 : 갖고잇는거라서
2021. 2. 16. 11:58, abyss오재 : 닌걍회사믿고존버
2021. 2. 16. 11:58, abyss오재 : ㅇㅇ
2021. 2. 16. 11:58, abyss오재 : 나도에스케이티직원마인드로가봄그럼
2021. 2. 16. 11:58, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:59, abyss오재 : 이모티콘 
2021. 2. 16. 11:59, 경민 : ㅅㅂ
2021. 2. 16. 11:59, 경민 : 존귀네
2021. 2. 16. 11:59, abyss오재 : 몽좌,,,
2021. 2. 16. 11:59, abyss오재 : 아근데제로진짜언제키워
2021. 2. 16. 11:59, abyss오재 : 일단오늘일끝내고
2021. 2. 16. 11:59, 경민 : 130찍고; 챕터2도
2021. 2. 16. 11:59, abyss오재 : 새벽에함가볼까흠
2021. 2. 16. 11:59, 경민 : 끝내야함
2021. 2. 16. 11:59, 경민 : ㅇㄴ형이이번에버닝타고 크로아온다
2021. 2. 16. 11:59, abyss오재 : ㅠ제로스토리넘귀찮
2021. 2. 16. 11:59, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 11:59, abyss오재 : 지금버닝에서
2021. 2. 16. 11:59, abyss오재 : 몇인데
2021. 2. 16. 12:00, 경민 : 몰라
2021. 2. 16. 12:00, abyss오재 : 걔도게임에
2021. 2. 16. 12:00, abyss오재 : 진심인편
2021. 2. 16. 12:00, abyss오재 : 이누?
2021. 2. 16. 12:08, 경민 : ㄴㄴ
2021. 2. 16. 12:08, 경민 : 덜진심
2021. 2. 16. 12:09, abyss오재 : 근데니기준
2021. 2. 16. 12:09, abyss오재 : 진심인편
2021. 2. 16. 12:09, abyss오재 : 이면
2021. 2. 16. 12:09, abyss오재 : 원준이형정도
2021. 2. 16. 12:09, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 2. 16. 12:09, abyss오재 : 일단되어야
2021. 2. 16. 12:09, abyss오재 : 하는거아님
2021. 2. 16. 12:09, abyss오재 : 최소가
2021. 2. 16. 12:09, 경민 : 그치
2021. 2. 16. 12:09, abyss오재 : 원준이형아니누?
2021. 2. 16. 12:09, 경민 : 최소
