Talk_2021.8.24 13:11-70.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 27일 수요일
2020. 5. 27. 13:22, 빠충 : 니 뭐했는데 이래 물렸냐
2020. 6. 8. 06:59, 정우 : 속도무엇
2020. 6. 8. 06:59, 정우 : 타이밍무엇
2020. 6. 8. 07:00, 이석준 : 반응속도가 좋았다고해줘
2020. 6. 8. 07:00, 정우 : ㅇㅋ
2020. 6. 8. 07:00, 정우 : 아니근데진짜놀램
2020. 6. 8. 07:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 07:00, 이석준 : 강의 듣고있는데
2020. 6. 8. 07:00, 이석준 : 카톡오길래
2020. 6. 8. 07:00, 이석준 : 바로 반응했지
2020. 6. 8. 07:00, 정우 : 이시간에?
2020. 6. 8. 07:00, 이석준 : 어제 술때문에
2020. 6. 8. 07:00, 이석준 : 하루죙일
2020. 6. 8. 07:00, 이석준 : 누워있어서
2020. 6. 8. 07:00, 이석준 : 오늘은
2020. 6. 8. 07:00, 이석준 : 해야지
2020. 6. 8. 07:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 07:01, 정우 : 술이문제다
2020. 6. 8. 07:01, 정우 : ㅅㅂ
2020. 6. 8. 07:01, 이석준 : ㄹㅇ...
2020. 6. 8. 07:01, 이석준 : 술한번 처마시면
2020. 6. 8. 07:01, 이석준 : 하루가 날아가
2020. 6. 8. 07:01, 이석준 : 시험끝날때까지 술없다
2020. 6. 8. 07:01, 정우 : 굿
2020. 6. 8. 07:01, 이석준 : 선대 어렵누
2020. 6. 8. 07:01, 정우 : 어렵누
2020. 6. 8. 07:02, 이석준 : 공부안해서
2020. 6. 8. 07:02, 이석준 : 어렵누
2020. 6. 8. 07:02, 이석준 : 킹쁘냐
2020. 6. 8. 07:02, 이석준 : 레전드 탄생했었네
2020. 6. 8. 07:02, 이석준 : 지금생각해보니까
2020. 6. 8. 07:02, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 07:03, 정우 : 아진짜
2020. 6. 8. 07:03, 정우 : 개웃겨ㅅㅂ
2020. 6. 8. 07:03, 이석준 : ㅋㅋㅋㅋㅋ
2020. 6. 8. 07:03, 이석준 : ㄹㅇ
2020. 6. 8. 07:03, 이석준 : 세광이랑 오재 내친구둘이랑
2020. 6. 8. 07:03, 이석준 : 존나 잘놀던데
2020. 6. 8. 07:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 07:04, 이석준 : 기억이 날까 모르겠네
2020. 6. 8. 07:04, 이석준 : 번호교환도 했을걸
2020. 6. 8. 07:04, 이석준 : 인스타 팔로우도하고
2020. 6. 8. 07:04, 정우 : 개꿀
2020. 6. 8. 07:04, 정우 : 이렇게 또
2020. 6. 8. 07:04, 정우 : 한 집단이 합쳐지기 시작함
2020. 6. 8. 07:04, 이석준 : 이런거 너무좋아
2020. 6. 8. 07:04, 이석준 : 귀찮게 두번만날필요없이 한번에 해결하고
2020. 6. 8. 07:05, 이석준 : 얼마나 좋아
2020. 6. 8. 07:05, 정우 : ;;;;
2020. 6. 8. 07:05, 이석준 : ;;;
2020. 6. 8. 07:06, 정우 : 쉽지않아
2020. 6. 8. 07:06, 이석준 : 옛날에 지환이 만났던거 생각나누
2020. 6. 8. 07:09, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 07:09, 정우 : 아 덥누
2020. 6. 8. 07:09, 정우 : 뭐입으면덥고 벗으면춥고
2020. 6. 8. 07:10, 이석준 : 에어컨틀고 이불에 들어가셈
2020. 6. 8. 07:10, 이석준 : 완-벽
2020. 6. 8. 07:10, 정우 : ㅡㅡ
2020. 6. 8. 07:10, 이석준 : 좀있다 할거임
2020. 6. 8. 07:10, 이석준 : ㅎㅎ
2020. 6. 8. 07:10, 정우 : ㅡㅡ
2020. 6. 8. 07:12, 이석준 : ㅎㅎ
2020. 6. 8. 07:12, 이석준 : 아
2020. 6. 8. 07:12, 이석준 : 으
2020. 6. 8. 07:12, 이석준 : 귀찮앙
2020. 6. 8. 07:32, 정우 : 나도
2020. 6. 8. 07:32, 정우 : 언제가
2020. 6. 8. 07:32, 정우 : 하
2020. 6. 8. 07:32, 이석준 : ㅋㅋㅋㅋㅋ
2020. 6. 8. 07:32, 이석준 : 왜 시험기간인데
2020. 6. 8. 07:33, 이석준 : 과제가 계속나올까
2020. 6. 8. 07:33, 이석준 : 과제 대신해줄 사람 구함
2020. 6. 8. 07:33, 이석준 : 없으면 내일의 이석준 시켜야함
2020. 6. 8. 07:34, 정우 : 시키셈
2020. 6. 8. 07:37, 이석준 : 그럴까?
2020. 6. 8. 07:37, 이석준 : 내일의 나한테 시키지뭐
2020. 6. 8. 07:38, 이석준 : 사진
2020. 6. 8. 07:38, 이석준 : 이거 무서운데 좀
2020. 6. 8. 08:09, 원준오빠 : ㅎㅇㅎㅇ
2020. 6. 8. 08:09, 원준오빠 : 날씨좋누
2020. 6. 8. 08:09, 정우 : ㅎㅇㅎㅇ
2020. 6. 8. 08:09, 정우 : ㅇㅈㅇㅈ
2020. 6. 8. 08:10, 부그뷰 : ㅇㅇㅎㅎ
2020. 6. 8. 08:10, 부그뷰 : 정우 그녀와 한강 꼬우!
2020. 6. 8. 08:10, 양우성 : 그녀??
2020. 6. 8. 08:10, 부그뷰 : 형이 맥주 지원 꼬해쥼
2020. 6. 8. 08:10, 양우성 : 대박사건
2020. 6. 8. 08:10, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:10, 부그뷰 : 이야아아아아아아아아아아
2020. 6. 8. 08:11, 양우성 : 뒷북둥둥
2020. 6. 8. 08:11, 양우성 : 끼야아
2020. 6. 8. 08:11, 이석준 : 불쌍하누
2020. 6. 8. 08:11, 부그뷰 : 정ㅇ우놀리는게 세상에서 제일 재밌다!!!
2020. 6. 8. 08:11, 부그뷰 : 이모티콘 
2020. 6. 8. 08:11, 정우 : ㅅㅂ
2020. 6. 8. 08:11, 원준오빠 : 나쁜형이네
2020. 6. 8. 08:11, 정우 : 진짜
2020. 6. 8. 08:11, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:11, 정우 : 개같누
2020. 6. 8. 08:11, 정우 : ㅡㅡ
2020. 6. 8. 08:11, 이석준 : 킹받누
2020. 6. 8. 08:11, 정우 : 이러니까 말을안하지
2020. 6. 8. 08:11, 정우 : ㅡㅡ
2020. 6. 8. 08:11, 이석준 : 그니까
2020. 6. 8. 08:11, 이석준 : 사귀기 전까진
2020. 6. 8. 08:11, 이석준 : 조용히 해야함
2020. 6. 8. 08:12, 부그뷰 : ㅇㅋ안함
2020. 6. 8. 08:12, 이석준 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:12, 부그뷰 : 킹송하누
2020. 6. 8. 08:12, 이석준 : 캬
2020. 6. 8. 08:12, 이석준 : 경보 적응했누
2020. 6. 8. 08:12, 원준오빠 : 그래서 석준이는
2020. 6. 8. 08:12, 정우 : 진짜 조용히 있았는데
2020. 6. 8. 08:12, 원준오빠 : 조용히
2020. 6. 8. 08:12, 정우 : 하
2020. 6. 8. 08:12, 부그뷰 : 킹송킹송함
2020. 6. 8. 08:12, 원준오빠 : 그렇게
2020. 6. 8. 08:12, 이석준 : 연애하고싶다
2020. 6. 8. 08:12, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:12, 이석준 : 나도
2020. 6. 8. 08:12, 이석준 : 조용히
2020. 6. 8. 08:12, 이석준 : 하고싶다
2020. 6. 8. 08:12, 원준오빠 : 조용히 그렇게 어린애들과
2020. 6. 8. 08:40, Sekwang Ludan : 근모닝🤟🏾🤟🏿🤟🏻
2020. 6. 8. 08:40, Sekwang Ludan : 개같은 또 월요일이네 ㅋㅋㅋㅋ
2020. 6. 8. 08:40, 양우성 : 근육모닝이냐
2020. 6. 8. 08:41, Sekwang Ludan : 많은 일들이 있었다 저번주말 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:41, Sekwang Ludan : 현타 오지는 중
2020. 6. 8. 08:41, 양우성 : 다들 체력엄청나네
2020. 6. 8. 08:41, (알 수 없음) : 난안햇을걸
2020. 6. 8. 08:41, 부그뷰 : 근모닝🤟🏾🤟🏿🤟🏻
2020. 6. 8. 08:41, Sekwang Ludan : ㅇㅇ 넌 안했지 ㅋㅋㅋ
2020. 6. 8. 08:42, (알 수 없음) : ㅎㅇ
2020. 6. 8. 08:42, 정우 : ㅎㅇㅎㅇ
2020. 6. 8. 08:42, Sekwang Ludan : ㅎㅇㅎㅇ
2020. 6. 8. 08:43, (알 수 없음) : 어제
2020. 6. 8. 08:43, (알 수 없음) : 간먼에자려는데
2020. 6. 8. 08:43, (알 수 없음) : 가위개눙림
2020. 6. 8. 08:43, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 정신이 피폐해져서
2020. 6. 8. 08:43, (알 수 없음) : ㄹㅇ
2020. 6. 8. 08:43, Sekwang Ludan : 난 거의 죽은듯이 잠 ㅋㅋㅋㅋ
2020. 6. 8. 08:44, Sekwang Ludan : 하루종일
2020. 6. 8. 08:44, Sekwang Ludan : 새벽에 집 들어간게 신의 한수였다
2020. 6. 8. 08:45, 원준오빠 : 오 간만에
2020. 6. 8. 08:45, 원준오빠 : 만난것이여?
2020. 6. 8. 08:45, 원준오빠 : 기싱양?
2020. 6. 8. 08:45, Sekwang Ludan : 기싱형일수도.. ㅋㅋㅋㅋㅋ
2020. 6. 8. 08:46, 원준오빠 : 기싱근?
2020. 6. 8. 08:47, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:47, (알 수 없음) : 이모티콘 
2020. 6. 8. 08:47, (알 수 없음) : 하시발👌
2020. 6. 8. 08:47, (알 수 없음) : 방금폰떷궛는데
2020. 6. 8. 08:47, (알 수 없음) : 액정으로떨궈좃는데안깨짐
2020. 6. 8. 08:47, (알 수 없음) : ㅅㅂ다행
2020. 6. 8. 08:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:48, 정우 : ㄲㅂ
2020. 6. 8. 08:49, 원준오빠 : 기싱근이 도와준걱
2020. 6. 8. 08:52, (알 수 없음) : ㅠ
2020. 6. 8. 08:53, (알 수 없음) : 간다간다학교간자
2020. 6. 8. 08:53, 경민 : ㅎㅇㅎㅇ
2020. 6. 8. 08:53, 경민 : 피곤하누,,,,,
2020. 6. 8. 08:53, 경민 : 잠을잣는데도 피곤한것이야!
2020. 6. 8. 08:54, 원준오빠 : 다들하나씩 불편함을
2020. 6. 8. 08:54, 원준오빠 : 안고등장!
2020. 6. 8. 08:54, 정우 : 학교가자
2020. 6. 8. 08:54, 정우 : 교육가자
2020. 6. 8. 08:54, 정우 : 회사가자
2020. 6. 8. 08:54, 정우 : 씨발
2020. 6. 8. 08:54, 정우 : ㅠ
2020. 6. 8. 08:54, 원준오빠 : 헤이 월욜부터 탕탕탕
2020. 6. 8. 08:55, 경민 : ㅎ r
2020. 6. 8. 08:55, 부그뷰 : 긍정적으로 생각
2020. 6. 8. 08:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:55, 부그뷰 : 꼬우!
2020. 6. 8. 08:55, (알 수 없음) : 개피곤해진짜 ㅅㅂ
2020. 6. 8. 08:55, 경민 : 의욕이업누!
2020. 6. 8. 08:55, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:55, (알 수 없음) : 존나피곤함
2020. 6. 8. 08:55, 경민 : 피건하다누b
2020. 6. 8. 08:55, 부그뷰 : 의욕 꼬우
2020. 6. 8. 08:55, 부그뷰 : 노피곤 꼬우
2020. 6. 8. 08:55, (알 수 없음) : ㅠ
2020. 6. 8. 08:55, 원준오빠 : 완전
2020. 6. 8. 08:55, 부그뷰 : 몬스터 꼬우
2020. 6. 8. 08:55, 부그뷰 : 핫식스 꼬우
2020. 6. 8. 08:56, (알 수 없음) : 눤준이형밤샘?
2020. 6. 8. 08:56, 정우 : 어후
2020. 6. 8. 08:56, 원준오빠 : 아뉩
2020. 6. 8. 08:56, (알 수 없음) : ㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴ
2020. 6. 8. 08:56, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:56, (알 수 없음) : ㅠ
2020. 6. 8. 08:56, 원준오빠 : 중간에
2020. 6. 8. 08:56, 원준오빠 : 막혀서
2020. 6. 8. 08:56, 원준오빠 : 메일 드리고
2020. 6. 8. 08:56, 원준오빠 : 잠
2020. 6. 8. 08:56, (알 수 없음) : 아
2020. 6. 8. 08:56, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:56, (알 수 없음) : ㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴㄴ
2020. 6. 8. 08:56, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:56, 원준오빠 : 답아직ㅎ
2020. 6. 8. 08:57, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 08:57, (알 수 없음) : ㄱㅊㄱㅊ
2020. 6. 8. 08:58, 원준오빠 : ㄱㅅㄱㅅ
2020. 6. 8. 08:58, 원준오빠 : ㅅㅂ 여기 교육장 교수님한테
2020. 6. 8. 08:58, 원준오빠 : 물아보면
2020. 6. 8. 08:58, 원준오빠 : 싸대기 맞겠지
2020. 6. 8. 08:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 6. 8. 08:59, (알 수 없음) : 마돌려막리다이게
2020. 6. 8. 09:00, 원준오빠 : 므어! 당신수업 내용도 저쩍가서 물어볼텡께
2020. 6. 8. 09:00, 원준오빠 : 좀 알랴주소!
2020. 6. 8. 09:00, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:09, 정우 : 더워
2020. 6. 8. 09:09, 정우 : 조졌다 진짜
2020. 6. 8. 09:09, 정우 : 여름시작했다
2020. 6. 8. 09:10, 이석준 : 아 오늘
2020. 6. 8. 09:10, 이석준 : 점심약속인데
2020. 6. 8. 09:10, 이석준 : 조졌누
2020. 6. 8. 09:10, (알 수 없음) : 덥누?
2020. 6. 8. 09:17, 정우 : 덥누;;;
2020. 6. 8. 09:20, (알 수 없음) : 이거뭐짜놧누
2020. 6. 8. 09:21, (알 수 없음) : 아침부커기상청에서전황
2020. 6. 8. 09:23, (알 수 없음) : 일해일해
2020. 6. 8. 09:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:24, 정우 : 일해일해
2020. 6. 8. 09:24, 정우 : 하
2020. 6. 8. 09:24, 정우 : 집가고싶다
2020. 6. 8. 09:24, 정우 : ㅅㅂ
2020. 6. 8. 09:24, 정우 : 몸이 존나피곤해
2020. 6. 8. 09:25, (알 수 없음) : ㅁㅊ
2020. 6. 8. 09:25, (알 수 없음) : 금요일에 미퇴근
2020. 6. 8. 09:25, (알 수 없음) : 찍엇네 ㅁㅊ
2020. 6. 8. 09:25, (알 수 없음) : 도라인가정신이업쥬
2020. 6. 8. 09:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:27, 경민 : 어뜩함그럼?
2020. 6. 8. 09:28, (알 수 없음) : 아또교수님사인받아야함
2020. 6. 8. 09:28, (알 수 없음) : 아존낰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아시 ㅠ
2020. 6. 8. 09:39, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:39, 정우 : 잘찍고다녀라
2020. 6. 8. 09:39, 정우 : ㅡㅡ
2020. 6. 8. 09:39, 정우 : 근데여기도 빌런개많음
2020. 6. 8. 09:39, 정우 : ㄱㅊ
2020. 6. 8. 09:39, (알 수 없음) : 처음인데
2020. 6. 8. 09:39, (알 수 없음) : 이번주;;;;;;
2020. 6. 8. 09:39, (알 수 없음) : 약간;;;;;;;
2020. 6. 8. 09:39, (알 수 없음) : 저번주약간
2020. 6. 8. 09:39, (알 수 없음) : 얼나간상태였나봄
2020. 6. 8. 09:39, (알 수 없음) : ㅅㅂ;
2020. 6. 8. 09:39, 정우 : 근데
2020. 6. 8. 09:39, (알 수 없음) : 근데 ;;;;;;;;;;;;;;;
2020. 6. 8. 09:39, 정우 : 그렇게 잠자고 다니면
2020. 6. 8. 09:39, 정우 : ㅇㅈ이지
2020. 6. 8. 09:39, 정우 : ;;;;;;
2020. 6. 8. 09:39, (알 수 없음) : 그거앎?;;;;;
2020. 6. 8. 09:39, (알 수 없음) : 와서 할거정리하니까
2020. 6. 8. 09:39, 정우 : 정신 있을수가없다
2020. 6. 8. 09:39, (알 수 없음) : 플젝3개;;;논문어펜딕스;;;;;;;;;;:숙제내야함
2020. 6. 8. 09:39, (알 수 없음) : ㅅㅂ
2020. 6. 8. 09:39, (알 수 없음) : ;;;;;;;;;
2020. 6. 8. 09:39, (알 수 없음) : ;;;;;;;;;;;;
2020. 6. 8. 09:39, 정우 : ;;;;;
2020. 6. 8. 09:39, (알 수 없음) : ㅅㅂ
2020. 6. 8. 09:39, 정우 : 니
2020. 6. 8. 09:39, (알 수 없음) : 개같누
2020. 6. 8. 09:39, 정우 : 박사맞네
2020. 6. 8. 09:39, 정우 : 아 배고파
2020. 6. 8. 09:39, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:39, 정우 : ㅅㅂ
2020. 6. 8. 09:40, (알 수 없음) : ㄱ그럼사라진다
2020. 6. 8. 09:40, (알 수 없음) : ㅠ
2020. 6. 8. 09:40, 정우 : ㅂㅇㅂㅇ
2020. 6. 8. 09:40, 정우 : 그럼나도사라진다
2020. 6. 8. 09:40, (알 수 없음) : ㅂㅇㅂㅇ
2020. 6. 8. 09:42, (알 수 없음) : 사진
2020. 6. 8. 09:43, (알 수 없음) : zㅋ지난주난리ㅏㄴㅁ
2020. 6. 8. 09:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 09:43, 정우 : 지각
2020. 6. 8. 09:43, 정우 : ㅅㅂ
2020. 6. 8. 09:46, (알 수 없음) : ㅠ
2020. 6. 8. 09:59, (알 수 없음) : 놀아줘봐
2020. 6. 8. 10:00, 정우 : 아니
2020. 6. 8. 10:00, 정우 : ㅂㅇ라며
2020. 6. 8. 10:00, 정우 : 놀아줘?
2020. 6. 8. 10:00, Sekwang Ludan : 아 여행가고싶당~ ㅋㅋㅋㅋ
2020. 6. 8. 10:00, Sekwang Ludan : 주말 부산 각??
2020. 6. 8. 10:01, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:01, (알 수 없음) : 노랑줘
2020. 6. 8. 10:01, 정우 : 뭐하고
2020. 6. 8. 10:01, (알 수 없음) : 난가지롱
2020. 6. 8. 10:01, (알 수 없음) : ㅎ
2020. 6. 8. 10:01, 정우 : 놀아줘
2020. 6. 8. 10:01, (알 수 없음) : 부럽지?
2020. 6. 8. 10:01, 정우 : 부산
2020. 6. 8. 10:01, 정우 : 가고싶지만
2020. 6. 8. 10:01, 정우 : 개불가능
2020. 6. 8. 10:01, (알 수 없음) : 혼자가서쉬다옴
2020. 6. 8. 10:01, (알 수 없음) : 개꿀딱;
2020. 6. 8. 10:03, Sekwang Ludan : ㅋㅋㅋㅋㅋ 바다 보고싶어갖고
2020. 6. 8. 10:10, 정우 : 바다는 보고싶지만
2020. 6. 8. 10:11, 정우 : 부산은 무리무리
2020. 6. 8. 10:11, 정우 : 돈 시간 모두 부족
2020. 6. 8. 10:15, 빠충 : 하
2020. 6. 8. 10:15, 빠충 : 요새 몸에 힘이 없누
2020. 6. 8. 10:16, 빠충 : 만성 피로 왔누
2020. 6. 8. 10:17, (알 수 없음) : 힘내누
2020. 6. 8. 10:17, (알 수 없음) : 아ㅏ나도허리아프냐
2020. 6. 8. 10:17, (알 수 없음) : 앉아잇지못하겟다
2020. 6. 8. 10:17, 정우 : 어
2020. 6. 8. 10:17, 정우 : 나도 피로
2020. 6. 8. 10:17, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:17, 정우 : 나도 허리
2020. 6. 8. 10:17, 정우 : 아니 나는 온몸
2020. 6. 8. 10:17, (알 수 없음) : 허리넘아프
2020. 6. 8. 10:17, 정우 : 어제저녁에 축구했더니
2020. 6. 8. 10:17, 정우 : 월요일 쉽지않누
2020. 6. 8. 10:17, 빠충 : 난 걍 인생 짜증남
2020. 6. 8. 10:17, 빠충 : ㅜ
2020. 6. 8. 10:17, 정우 : 그것도
2020. 6. 8. 10:17, 정우 : ㅇㅈ
2020. 6. 8. 10:18, 정우 : 며칠연속으로놀았더니
2020. 6. 8. 10:18, 정우 : 현타옴
2020. 6. 8. 10:18, 빠충 : 마음 놓고 놀기라도 하면…
2020. 6. 8. 10:18, 빠충 : 요새 피곤해서 열한시 언저리면 잠
2020. 6. 8. 10:18, 빠충 : 그리고 두세시에 깸
2020. 6. 8. 10:18, 빠충 : ???
2020. 6. 8. 10:18, 정우 : ㅠㅠㅠㅠㅠㅠㅠㅠ
2020. 6. 8. 10:18, 정우 : ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
2020. 6. 8. 10:18, 정우 : 그슬픔
2020. 6. 8. 10:18, 정우 : 뭔지너무잘아누
2020. 6. 8. 10:19, 빠충 : 아시바
2020. 6. 8. 10:19, 빠충 : 이와중에 무선이어폰
2020. 6. 8. 10:19, 빠충 : 자꾸 크레들 안에서 폰에 연결하네
2020. 6. 8. 10:19, 빠충 : 샛기 자꾸 빡치게 하네
2020. 6. 8. 10:21, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:21, 정우 : ㅠ
2020. 6. 8. 10:21, 정우 : 화내지마셈
2020. 6. 8. 10:21, 정우 : 건강에 안좋음
2020. 6. 8. 10:23, (알 수 없음) : ㅜ
2020. 6. 8. 10:31, 경민 : 나도허시아픔
2020. 6. 8. 10:31, 경민 : 아니근데ㅠ 우리팀사람들
2020. 6. 8. 10:32, 경민 : 다나가서 일이넘부담스러운데
2020. 6. 8. 10:32, 경민 : ㅅㅂ ㅠ눈물나누
2020. 6. 8. 10:32, (알 수 없음) : 니도나가자누;
2020. 6. 8. 10:32, 경민 : 갈데가없누;
2020. 6. 8. 10:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:36, 정우 : ㅠㅠㅠㅠㅠ
2020. 6. 8. 10:36, 정우 : 쉽지않누
2020. 6. 8. 10:36, 정우 : 인생
2020. 6. 8. 10:37, (알 수 없음) : 대학원
2020. 6. 8. 10:37, (알 수 없음) : 오라누^^
2020. 6. 8. 10:37, (알 수 없음) : 다 환영한다누
2020. 6. 8. 10:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:37, 정우 : 니새끼
2020. 6. 8. 10:37, 정우 : 악마누?
2020. 6. 8. 10:37, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:40, (알 수 없음) : ^^
2020. 6. 8. 10:40, (알 수 없음) : 별거없다누
2020. 6. 8. 10:40, 빠충 : 대학원시발것
2020. 6. 8. 10:41, (알 수 없음) : ㅜ
2020. 6. 8. 10:41, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄱ
2020. 6. 8. 10:42, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 6. 8. 10:42, (알 수 없음) : 장수보감가서
2020. 6. 8. 10:42, (알 수 없음) : 또
2020. 6. 8. 10:42, (알 수 없음) : 인삼주에
2020. 6. 8. 10:42, 정우 : 인삼주
2020. 6. 8. 10:42, (알 수 없음) : 반계탕
2020. 6. 8. 10:42, 정우 : 좋지
2020. 6. 8. 10:42, (알 수 없음) : 떄리고싶누;
2020. 6. 8. 10:42, 정우 : 다음 회의때
2020. 6. 8. 10:42, 정우 : 와라
2020. 6. 8. 10:42, 정우 : 점심에 반계쌔리고
2020. 6. 8. 10:42, (알 수 없음) : 27일
2020. 6. 8. 10:42, 정우 : 저녁에 고기먹자
