Talk_2021.8.24 13:11-67.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 4월 22일 수요일
2020. 4. 22. 21:13, 이석준 : 2년계약...
2020. 5. 4. 00:04, 경민 : 어제
2020. 5. 4. 00:04, 경민 : 마지막이넘충격이라
2020. 5. 4. 00:04, 경민 : 앞에거기억안나긴함;
2020. 5. 4. 00:06, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:06, (알 수 없음) : 곧시작한다대기준
2020. 5. 4. 00:11, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:15, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:15, 정우 : ㅅㅂ
2020. 5. 4. 00:15, 정우 : 개웃겨
2020. 5. 4. 00:17, (알 수 없음) : 한다
2020. 5. 4. 00:17, (알 수 없음) : 광고들어갓음
2020. 5. 4. 00:17, (알 수 없음) : ㅇ아근데개잠와
2020. 5. 4. 00:17, (알 수 없음) : ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌ
2020. 5. 4. 00:20, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:20, 정우 : 포기해버렷~~~
2020. 5. 4. 00:21, (알 수 없음) : ㅠ
2020. 5. 4. 00:22, (알 수 없음) : 개슈앙잠오네~
2020. 5. 4. 00:22, (알 수 없음) : 어떡해야하나
2020. 5. 4. 00:23, (알 수 없음) : 한두악.   !
2020. 5. 4. 00:23, 경민 : ㅋㅋㅋㅋㅊㅊㅊ
2020. 5. 4. 00:23, (알 수 없음) : ㄱㅅㄱㅅ
2020. 5. 4. 00:24, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:24, 정우 : 와 이걸볼줄이야
2020. 5. 4. 00:24, 정우 : 대단
2020. 5. 4. 00:24, (알 수 없음) : 짱피곤
2020. 5. 4. 00:24, (알 수 없음) : 이모티콘 
2020. 5. 4. 00:24, 정우 : ㅇㅈㅇㅈ
2020. 5. 4. 00:25, (알 수 없음) : ㅇㅈㅇㅈ
2020. 5. 4. 00:26, (알 수 없음) : 아
2020. 5. 4. 00:26, (알 수 없음) : 아...
2020. 5. 4. 00:26, 정우 : 시작부터
2020. 5. 4. 00:26, 정우 : 충격받고 들어가나보네
2020. 5. 4. 00:27, (알 수 없음) : 아니아직
2020. 5. 4. 00:27, (알 수 없음) : 시작안함광고함
2020. 5. 4. 00:27, (알 수 없음) : 쩝
2020. 5. 4. 00:27, (알 수 없음) : 성시경노래함더듣고와야겟다
2020. 5. 4. 00:27, (알 수 없음) : 아니미쳣네진짜
2020. 5. 4. 00:28, 정우 : ;;;;;;
2020. 5. 4. 00:28, (알 수 없음) : 도입목소리나올때진짜
2020. 5. 4. 00:28, (알 수 없음) : 말이안돼
2020. 5. 4. 00:28, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:28, (알 수 없음) : 10초만들어봐ㅠ
2020. 5. 4. 00:28, 경민 : 쀼가미쳣다는줄
2020. 5. 4. 00:28, 경민 : 알아ㅛ누
2020. 5. 4. 00:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:28, (알 수 없음) : 근데
2020. 5. 4. 00:28, (알 수 없음) : 얘도영어로가사쓰네
2020. 5. 4. 00:28, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅌㅋㅋ
2020. 5. 4. 00:28, (알 수 없음) : 이정우가극혐하겟누~
2020. 5. 4. 00:30, 정우 : 아니
2020. 5. 4. 00:30, 정우 : 1절듣고왔는데
2020. 5. 4. 00:30, 정우 : 목소리는진짜
2020. 5. 4. 00:30, 정우 : 쌉도랐네
2020. 5. 4. 00:30, (알 수 없음) : 진짜미쳣지
2020. 5. 4. 00:30, 정우 : 노래좋네
2020. 5. 4. 00:30, (알 수 없음) : ㄹㅇ
2020. 5. 4. 00:30, (알 수 없음) : 뭔가
2020. 5. 4. 00:30, 정우 : 한국꺼안같고
2020. 5. 4. 00:30, (알 수 없음) : 버스킹느낌
2020. 5. 4. 00:30, (알 수 없음) : ㅇㅇㅇ
2020. 5. 4. 00:30, 정우 : ㅇㅇ
2020. 5. 4. 00:30, (알 수 없음) : 외국거리
2020. 5. 4. 00:30, 정우 : 그래 버스킹느낌
2020. 5. 4. 00:30, 정우 : ㅇㅇ
2020. 5. 4. 00:30, (알 수 없음) : ㅠ
2020. 5. 4. 00:30, 정우 : 근데씨발
2020. 5. 4. 00:30, 정우 : 왜 죄다
2020. 5. 4. 00:30, (알 수 없음) : 너무좋다
2020. 5. 4. 00:30, 정우 : 영어임?
2020. 5. 4. 00:30, 정우 : 진짜 존나노어이
2020. 5. 4. 00:30, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:30, (알 수 없음) : ㅠ모름
2020. 5. 4. 00:31, (알 수 없음) : 내가좋아해서
2020. 5. 4. 00:31, (알 수 없음) : 백에린성시경
2020. 5. 4. 00:31, (알 수 없음) : ㅎㅇ
2020. 5. 4. 00:31, (알 수 없음) : ;
2020. 5. 4. 00:31, 정우 : ;;;;
2020. 5. 4. 00:31, 정우 : 아근데
2020. 5. 4. 00:31, (알 수 없음) : 개좋지
2020. 5. 4. 00:31, 정우 : 성시경인거
2020. 5. 4. 00:31, (알 수 없음) : 목소리도랏음
2020. 5. 4. 00:31, 정우 : 말안하고 걍들었으면
2020. 5. 4. 00:31, (알 수 없음) : 노래개좋고
2020. 5. 4. 00:31, (알 수 없음) : ㅜ
2020. 5. 4. 00:31, 정우 : 진짜 한국노래라고
2020. 5. 4. 00:31, 정우 : 생각안했을거같긴함
2020. 5. 4. 00:31, (알 수 없음) : 쭤러...
2020. 5. 4. 00:31, 정우 : 잘하넵
2020. 5. 4. 00:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:31, (알 수 없음) : 아
2020. 5. 4. 00:31, (알 수 없음) : 애팔뮤직
2020. 5. 4. 00:31, 정우 : 원래 이런목소리였냐
2020. 5. 4. 00:31, (알 수 없음) : 개같은것
2020. 5. 4. 00:31, (알 수 없음) : ㅇㅇ
2020. 5. 4. 00:31, (알 수 없음) : 원래이럼
2020. 5. 4. 00:32, (알 수 없음) : 12회시작
2020. 5. 4. 00:32, (알 수 없음) : 지선우존나쉐..
2020. 5. 4. 00:32, (알 수 없음) : 진짜개세네
2020. 5. 4. 00:33, (알 수 없음) : 경찰서 ㄷ ㄷ ㄷ ㅈ 햇음
2020. 5. 4. 00:34, 경민 : ㄷㄷ ㄷㅈ
2020. 5. 4. 00:34, 정우 : 아 나는
2020. 5. 4. 00:34, 정우 : 슬슬잘준비를
2020. 5. 4. 00:34, (알 수 없음) : 안된다
2020. 5. 4. 00:34, 정우 : 해볼까!
2020. 5. 4. 00:34, 정우 : 왜죠
2020. 5. 4. 00:34, (알 수 없음) : 1시간만
2020. 5. 4. 00:34, (알 수 없음) : 기달여주시조
2020. 5. 4. 00:34, (알 수 없음) : ?
2020. 5. 4. 00:34, 정우 : ;;;;;
2020. 5. 4. 00:34, 정우 : 양심무엇?
2020. 5. 4. 00:35, (알 수 없음) : ?지선우오ㅔ저래
2020. 5. 4. 00:35, (알 수 없음) : 양심
2020. 5. 4. 00:35, (알 수 없음) : 업지
2020. 5. 4. 00:35, 정우 : 그건그렇지
2020. 5. 4. 00:36, (알 수 없음) : 지선우왜저러누......와그라노와그라노
2020. 5. 4. 00:36, (알 수 없음) : whygrano
2020. 5. 4. 00:36, 경민 : 지선우
2020. 5. 4. 00:36, 경민 : 도라이년
2020. 5. 4. 00:36, 경민 : ㅉㅉ
2020. 5. 4. 00:36, (알 수 없음) : ㅁㅊ
2020. 5. 4. 00:36, (알 수 없음) : 증거도갈아엎네?
2020. 5. 4. 00:36, 경민 : ㅇㅇ
2020. 5. 4. 00:36, 경민 : 준영이땜에
2020. 5. 4. 00:36, (알 수 없음) : 아미친
2020. 5. 4. 00:36, 경민 : 그럼
2020. 5. 4. 00:36, (알 수 없음) : 왜저래
2020. 5. 4. 00:36, 경민 : 살인자아들
2020. 5. 4. 00:36, 경민 : 만들기싫다고
2020. 5. 4. 00:36, (알 수 없음) : ㅅㅂ
2020. 5. 4. 00:37, (알 수 없음) : 미첫네
2020. 5. 4. 00:37, 경민 : 근데그게팩트긴함
2020. 5. 4. 00:37, 경민 : 아무도안죽엿고
2020. 5. 4. 00:37, 경민 : 자살맞ㄴ음
2020. 5. 4. 00:37, (알 수 없음) : 자살각
2020. 5. 4. 00:37, (알 수 없음) : 그래보이긴화다
2020. 5. 4. 00:37, 경민 : ㅇㅇ
2020. 5. 4. 00:37, 경민 : 시시티비에
2020. 5. 4. 00:37, 경민 : 나옴
2020. 5. 4. 00:37, 경민 : 근데그
2020. 5. 4. 00:37, (알 수 없음) : ㅇㅇ
2020. 5. 4. 00:37, 경민 : 나궁금한거잇는데
2020. 5. 4. 00:37, (알 수 없음) : ㄱ
2020. 5. 4. 00:37, 경민 : 잘보고좀이따가
2020. 5. 4. 00:37, 경민 : 질문함
2020. 5. 4. 00:37, (알 수 없음) : 성시경노래듣고오셈
2020. 5. 4. 00:37, 경민 : 아니면미리말
2020. 5. 4. 00:37, (알 수 없음) : ㅇㅋ
2020. 5. 4. 00:37, 경민 : 해도댐
2020. 5. 4. 00:37, (알 수 없음) : 아니
2020. 5. 4. 00:37, 경민 : 어차피다스포
2020. 5. 4. 00:37, (알 수 없음) : 몇분쯤에
2020. 5. 4. 00:37, 경민 : 당햇자나
2020. 5. 4. 00:37, 경민 : 거의끝즘임
2020. 5. 4. 00:37, (알 수 없음) : 딥중해서보면됨?
2020. 5. 4. 00:37, (알 수 없음) : 아하
2020. 5. 4. 00:37, (알 수 없음) : 그럼한시간뒤에
2020. 5. 4. 00:37, (알 수 없음) : 질문 ㄱ
2020. 5. 4. 00:38, 경민 : ㅋㅌㅌㅋ자고픙데
2020. 5. 4. 00:38, 경민 : 그
2020. 5. 4. 00:38, (알 수 없음) : ㅇㅇ
2020. 5. 4. 00:38, 경민 : 이태오랑여다경싸우는걸
2020. 5. 4. 00:38, 경민 : 준영이가듣거든
2020. 5. 4. 00:38, (알 수 없음) : ㅇㅇ
2020. 5. 4. 00:38, 경민 : 그때좀
2020. 5. 4. 00:38, 경민 : 말좀집중해서들어줘
2020. 5. 4. 00:38, (알 수 없음) : ㅇㅋㅇㅋ
2020. 5. 4. 00:38, 경민 : 제대로못들음
2020. 5. 4. 00:38, 경민 : ㅇㅋㅇㅋ
2020. 5. 4. 00:38, (알 수 없음) : 근데진짜
2020. 5. 4. 00:38, (알 수 없음) : 이태오
2020. 5. 4. 00:38, (알 수 없음) : 쌉 벌레같아
2020. 5. 4. 00:38, (알 수 없음) : 젤허접함
2020. 5. 4. 00:38, (알 수 없음) : 가진것도업고
2020. 5. 4. 00:38, (알 수 없음) : 이모티콘 
2020. 5. 4. 00:39, (알 수 없음) : 와미쳣다
2020. 5. 4. 00:40, (알 수 없음) : 이태오왜저래
2020. 5. 4. 00:40, 경민 : 왜
2020. 5. 4. 00:40, 경민 : 여다경한테
2020. 5. 4. 00:40, (알 수 없음) : 여다경한테화를왜내
2020. 5. 4. 00:40, (알 수 없음) : ㅅㅂ
2020. 5. 4. 00:40, 경민 : 지랄하기시작?
2020. 5. 4. 00:40, (알 수 없음) : ㅇㅇ
2020. 5. 4. 00:40, 경민 : ㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:40, 경민 : 지선우는와줫는데
2020. 5. 4. 00:40, (알 수 없음) : 진짜어이업네
2020. 5. 4. 00:40, 경민 : 넌머함
2020. 5. 4. 00:40, (알 수 없음) : 지랄
2020. 5. 4. 00:40, (알 수 없음) : 지혼자아주
2020. 5. 4. 00:40, (알 수 없음) : 나셧어요
2020. 5. 4. 00:41, (알 수 없음) : 저놈의턱주가리
2020. 5. 4. 00:41, (알 수 없음) : 치고싶네
2020. 5. 4. 00:44, (알 수 없음) : 지선우는또민현서왜만나
2020. 5. 4. 00:44, (알 수 없음) : ㅠ
2020. 5. 4. 00:47, (알 수 없음) : 너무웃기다
2020. 5. 4. 00:47, (알 수 없음) : 정신과선생님
2020. 5. 4. 00:47, (알 수 없음) : 고산가면쌉이득이겟다
2020. 5. 4. 00:49, (알 수 없음) : 아미친개웃겨
2020. 5. 4. 00:49, (알 수 없음) : 어제부부의세게후기
2020. 5. 4. 00:49, (알 수 없음) : 남친이랑 헤어진 친구말 들어주면 안되는 이유래
2020. 5. 4. 00:49, (알 수 없음) : ㅅㅂ
2020. 5. 4. 00:49, (알 수 없음) : ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 00:57, (알 수 없음) : 지선우;잘하네;
2020. 5. 4. 00:57, 정우 : 열심히보네
2020. 5. 4. 00:57, (알 수 없음) : 굴잼....
2020. 5. 4. 00:57, (알 수 없음) : 시간잘가누
2020. 5. 4. 00:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ케
2020. 5. 4. 00:57, (알 수 없음) : 아오저색기는
2020. 5. 4. 00:57, (알 수 없음) : 여다경말을개무시하네
2020. 5. 4. 00:57, (알 수 없음) : 왜저래미친놈이
2020. 5. 4. 00:58, (알 수 없음) : 아빡쳐
2020. 5. 4. 00:58, (알 수 없음) : 여다경그냥이혼해ㅠ
2020. 5. 4. 01:00, 정우 : ㅋㅋㅋㅋㅋㅋ개웃기넵
2020. 5. 4. 01:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 01:00, (알 수 없음) : 아이거개웃기네
2020. 5. 4. 01:00, (알 수 없음) : 갑자기
2020. 5. 4. 01:00, (알 수 없음) : ㅅㅂ
2020. 5. 4. 01:01, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 01:01, (알 수 없음) : 예림이너무웃겨ㅠ
2020. 5. 4. 01:06, 빠충 : ㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 01:06, 빠충 : 오재
2020. 5. 4. 01:06, 빠충 : 뭐하나 했더니
2020. 5. 4. 01:06, 빠충 : 혼잣말 거의 백개네
2020. 5. 4. 01:08, 정우 : ㄹㅇ
2020. 5. 4. 01:08, 정우 : 그냥뭐 드라마내용
2020. 5. 4. 01:08, 정우 : 말해주는듯
2020. 5. 4. 01:08, 빠충 : 약간 연예부 기자
2020. 5. 4. 01:08, 빠충 : 기사 쓰는 느낌
2020. 5. 4. 01:08, 빠충 : 의식의 흐름 따라가는 기분임
2020. 5. 4. 01:11, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 01:11, (알 수 없음) : 아미친
2020. 5. 4. 01:11, (알 수 없음) : 아들내미새끼야
2020. 5. 4. 01:11, (알 수 없음) : 젊은년아랑
2020. 5. 4. 01:11, (알 수 없음) : 바람난ㅇ애비를
2020. 5. 4. 01:11, (알 수 없음) : 따라가냐
2020. 5. 4. 01:11, (알 수 없음) : 하...
2020. 5. 4. 01:18, (알 수 없음) : 수지개옙흐네
2020. 5. 4. 01:22, 경민 : ㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 01:22, 경민 : 다봄?
2020. 5. 4. 01:39, (알 수 없음) : 지금싸운다
2020. 5. 4. 01:39, (알 수 없음) : 유학
2020. 5. 4. 01:40, (알 수 없음) : 유학보내야지....
2020. 5. 4. 01:40, (알 수 없음) : 미친부인한테
2020. 5. 4. 01:40, (알 수 없음) : 애키우는여자아냐
2020. 5. 4. 01:40, (알 수 없음) : 이런식으로말하냐
2020. 5. 4. 01:40, (알 수 없음) : 준영이가불쌍해지네
2020. 5. 4. 01:41, (알 수 없음) : 유학보내...
2020. 5. 4. 01:53, (알 수 없음) : ㅁㅊ
2020. 5. 4. 01:53, (알 수 없음) : 잔다
2020. 5. 4. 01:54, (알 수 없음) : ㅁㅊ...
2020. 5. 4. 01:54, (알 수 없음) : ㅅㅂ
2020. 5. 4. 01:54, (알 수 없음) : 그결혼은지켜..
2020. 5. 4. 01:54, (알 수 없음) : ㅅㅂ
2020. 5. 4. 01:54, (알 수 없음) : 아
2020. 5. 4. 01:57, (알 수 없음) : 근데
2020. 5. 4. 01:57, (알 수 없음) : 머ㅓ물어보고시 은거임
2020. 5. 4. 02:03, (알 수 없음) : 사진
2020. 5. 4. 04:17, (알 수 없음) : ㅅㅂ날뜨거워지지까바로모기잇네
2020. 5. 4. 05:45, 정우 : 어우
2020. 5. 4. 05:45, 정우 : 안자냐 진짜
2020. 5. 4. 05:46, 이석준 : ㅎㅇ
2020. 5. 4. 05:46, 정우 : ㅎㅇㅎㅇ
2020. 5. 4. 07:00, (알 수 없음) : ㅠ
2020. 5. 4. 07:01, (알 수 없음) : 자고싶엇디만못잣음
2020. 5. 4. 07:01, (알 수 없음) : 컨디션조렷네
2020. 5. 4. 07:01, (알 수 없음) : 조머ㅓ고ㅗ
2020. 5. 4. 07:17, 정우 : 어우;;;
2020. 5. 4. 07:25, 이석준 : 아
2020. 5. 4. 07:25, 이석준 : 해결했다
2020. 5. 4. 08:40, (알 수 없음) : ㅠ
2020. 5. 4. 08:40, (알 수 없음) : 모기쉑....
2020. 5. 4. 09:26, (알 수 없음) : 학교개낯설다;
2020. 5. 4. 11:22, 경민 : https://youtu.be/-H6Sk0B0dZc
2020. 5. 4. 11:22, 경민 : ㅋㅋㅋㅋㅋ전귀야
2020. 5. 4. 11:39, 정우 : 아
2020. 5. 4. 11:39, 정우 : 계속잤네
2020. 5. 4. 11:39, 정우 : 휴
2020. 5. 4. 11:46, (알 수 없음) : 9월30일까지
2020. 5. 4. 11:46, (알 수 없음) : 빨간날업대이제
2020. 5. 4. 11:46, (알 수 없음) : 개꿀닥!
2020. 5. 4. 11:46, 정우 : ㅇㅇ....
2020. 5. 4. 11:46, 정우 : ㅅㅂ
2020. 5. 4. 11:46, 정우 : 개같다
2020. 5. 4. 11:47, 부그뷰 : 개꿀딱!
2020. 5. 4. 11:48, (알 수 없음) : ㄴㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 11:48, (알 수 없음) : 아 5월6일
2020. 5. 4. 11:48, (알 수 없음) : 미스터트롯 부산티케팅열리네
2020. 5. 4. 11:48, (알 수 없음) : 이거해서 엄빠주면
2020. 5. 4. 11:48, (알 수 없음) : 갸꿀딱인데
2020. 5. 4. 11:50, 경민 : 꿀딲이네
2020. 5. 4. 11:50, 경민 : 개
2020. 5. 4. 11:50, 경민 : 힘들듯
2020. 5. 4. 11:50, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 11:50, (알 수 없음) : ㄹㅇ...
2020. 5. 4. 11:50, (알 수 없음) : 개힘들듯...
2020. 5. 4. 11:50, (알 수 없음) : 다덜눈에불을키고...
2020. 5. 4. 11:50, (알 수 없음) : 연석잡아야하는데
2020. 5. 4. 11:50, (알 수 없음) : 아빠도딱한국에잇을거같은데
2020. 5. 4. 11:51, 경민 : ㄹㅇ개힘들듯
2020. 5. 4. 11:51, 경민 : 울엄마도좋아하는데...
2020. 5. 4. 11:53, (알 수 없음) : 도전하셈
2020. 5. 4. 11:53, (알 수 없음) : 부산
2020. 5. 4. 12:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 12:11, 정우 : 부산
2020. 5. 4. 12:11, 정우 : 가고싶다
2020. 5. 4. 12:23, (알 수 없음) : 부산가자
2020. 5. 4. 12:38, 정우 : 언제
2020. 5. 4. 12:40, (알 수 없음) : 언젠가는~
2020. 5. 4. 12:40, (알 수 없음) : 우리다시만나리~~~
2020. 5. 4. 12:40, (알 수 없음) : 이모티콘 
2020. 5. 4. 12:45, 정우 : ;;;;
2020. 5. 4. 12:45, 정우 : 아
2020. 5. 4. 12:45, 정우 : 못일어나겠어
2020. 5. 4. 12:45, 경민 : 와씨
2020. 5. 4. 12:45, 경민 : 여름,,,에어컨주
2020. 5. 4. 12:45, 경민 : 오늘폭등함
2020. 5. 4. 12:45, 경민 : ㅠㅡㅠ
2020. 5. 4. 12:46, 경민 : 나는바보몽청이야
2020. 5. 4. 13:10, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:10, (알 수 없음) : ㅁㅊ
2020. 5. 4. 13:10, (알 수 없음) : 에어컨주
2020. 5. 4. 13:10, (알 수 없음) : 그뭐야
2020. 5. 4. 13:10, (알 수 없음) : 부부의세계주는
2020. 5. 4. 13:10, (알 수 없음) : 어케됨
2020. 5. 4. 13:16, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:19, 경민 : 그거그때팔았따가
2020. 5. 4. 13:19, 경민 : 오늘떨어져서다시들어감
2020. 5. 4. 13:19, 경민 : 오늘만 20퍼올랏어미친 ㅠ
2020. 5. 4. 13:20, 경민 : 9500원에샀었는데
2020. 5. 4. 13:20, 경민 : 지금 14000;
2020. 5. 4. 13:20, 경민 : ㅅㅂ
2020. 5. 4. 13:21, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:21, 정우 : 지리네;;;;;;
2020. 5. 4. 13:21, (알 수 없음) : 쥐기네;;
2020. 5. 4. 13:21, (알 수 없음) : 역시나생각처럼
2020. 5. 4. 13:21, (알 수 없음) : 오늘도집중이안되주^
2020. 5. 4. 13:22, 경민 : 힝구힝구
2020. 5. 4. 13:22, 경민 : 존버를했었어야한다능
2020. 5. 4. 13:22, 경민 : 미투
2020. 5. 4. 13:22, 경민 : ㄷㄷㄷㅈ한판해야게다
2020. 5. 4. 13:22, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:22, (알 수 없음) : ㅅㅂ
2020. 5. 4. 13:22, (알 수 없음) : 개웃궈
2020. 5. 4. 13:22, (알 수 없음) : 오늘은글만읽다가야지
2020. 5. 4. 13:22, (알 수 없음) : 코딩안ㅇ하고
2020. 5. 4. 13:22, 경민 : 7연패 미션 해야겟다
2020. 5. 4. 13:22, 경민 : ㅠㅡㅠ수욜은 회의잇어서 회사감
2020. 5. 4. 13:23, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:23, (알 수 없음) : 수욜부턴
2020. 5. 4. 13:24, (알 수 없음) : 이제…완전복귀
2020. 5. 4. 13:26, 경민 : ㅅㅂ
2020. 5. 4. 13:26, 경민 : 연패하려고
2020. 5. 4. 13:26, 경민 : 젤약한거내보냇는데
2020. 5. 4. 13:26, 경민 : 1라부터이김 ㅅㅂ
2020. 5. 4. 13:26, 경민 : 개어렵네이미션
2020. 5. 4. 13:26, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:26, (알 수 없음) : ㅅㅂ
2020. 5. 4. 13:26, (알 수 없음) : 개쉬운건데
2020. 5. 4. 13:26, (알 수 없음) : 너한테만
2020. 5. 4. 13:26, (알 수 없음) : 어려운거
2020. 5. 4. 13:26, 경민 : 아니진짜
2020. 5. 4. 13:26, 경민 : 다1성에
2020. 5. 4. 13:26, 경민 : 시너지도없이내보냇는데이겻어;
2020. 5. 4. 13:29, (알 수 없음) : 그거
2020. 5. 4. 13:29, (알 수 없음) : 니자체가버프임;
2020. 5. 4. 13:29, (알 수 없음) : 롤체 ;;;;
2020. 5. 4. 13:30, 경민 : ㅇㅋ;;;ㄱㅅ;;
2020. 5. 4. 13:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:31, 경민 : 미션할라고일겜햇는데ㅠ;이겨버림
2020. 5. 4. 13:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:33, 정우 : 아
2020. 5. 4. 13:33, 정우 : 두시넘으면
2020. 5. 4. 13:33, 정우 : 운동한다.....오랜만에
2020. 5. 4. 13:33, 정우 : 운동하고 엄마한테 쇼핑가자 그래야지
2020. 5. 4. 13:34, (알 수 없음) : 아너무더운데?;;
2020. 5. 4. 13:35, 경민 : 에어컨;틀어야함 ㄹㅇ;
2020. 5. 4. 13:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 13:36, (알 수 없음) : 에어컨청소언제해줌
2020. 5. 4. 13:36, (알 수 없음) : ㅅㅂ
2020. 5. 4. 13:36, (알 수 없음) : ㅠ
2020. 5. 4. 13:37, 정우 : 내일
2020. 5. 4. 13:37, 정우 : ㄱ
2020. 5. 4. 13:37, 경민 : ㅋㅋㅋㅋㅋ
2020. 5. 4. 13:42, (알 수 없음) : ㅇㅋ,,,,
2020. 5. 4. 14:10, 정우 : 와미친
2020. 5. 4. 14:10, 정우 : 또졸려
2020. 5. 4. 14:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:12, (알 수 없음) : ㅁㅊ
2020. 5. 4. 14:12, (알 수 없음) : 나
2020. 5. 4. 14:12, 경민 : ㅁㅊ
2020. 5. 4. 14:12, 경민 : 아니
2020. 5. 4. 14:12, (알 수 없음) : 연말정산했는데
2020. 5. 4. 14:12, 경민 : 개웃긴거
2020. 5. 4. 14:12, (알 수 없음) : 나 개꿀딱
2020. 5. 4. 14:12, 경민 : 봐쥬실뷰뉴ㅠㅠㅠ
2020. 5. 4. 14:12, (알 수 없음) : 189만원나옴
2020. 5. 4. 14:12, (알 수 없음) : ^^
2020. 5. 4. 14:12, 경민 : ㅁㅊ;
2020. 5. 4. 14:12, 경민 : 돈을얼마나써댄거야
2020. 5. 4. 14:12, 경민 : 한ㅁ입만
2020. 5. 4. 14:12, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 4. 14:12, 경민 : ;
2020. 5. 4. 14:12, (알 수 없음) : ㅅㅂ;;;;
2020. 5. 4. 14:12, 경민 : 에어컨
2020. 5. 4. 14:12, (알 수 없음) : ㅠ
2020. 5. 4. 14:12, 경민 : 청소해줄게
2020. 5. 4. 14:12, (알 수 없음) : 로봇청소기살겅미
2020. 5. 4. 14:12, (알 수 없음) : ㅅㅂ
2020. 5. 4. 14:12, 경민 : 10마넌만
2020. 5. 4. 14:12, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
