Talk_2021.8.24 13:11-47.txt
저장한 날짜 : 2021. 8. 24. 13:12



2019년 7월 13일 토요일
2019. 7. 13. 22:14, 정우 : 들어감
2019. 7. 22. 21:53, 정우 : 아미친
2019. 7. 22. 21:53, (알 수 없음) : 지겨우시대냐?
2019. 7. 22. 21:53, 정우 : 대답존나
2019. 7. 22. 21:53, 정우 : 예상못한대답이라
2019. 7. 22. 21:53, 정우 : 웃기네
2019. 7. 22. 21:53, 정우 : 어느정돜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 21:53, 원준오빠 : 이렇게 은근슨적
2019. 7. 22. 21:53, 원준오빠 : 침투력이
2019. 7. 22. 21:53, 정우 : ㄹㅇ
2019. 7. 22. 21:53, 정우 : 침투잘하넵
2019. 7. 22. 21:53, 정우 : 근데 남자세명은 좀
2019. 7. 22. 21:54, 정우 : 심지어 셋다 노직장
2019. 7. 22. 21:54, (알 수 없음) : 짭
2019. 7. 22. 21:54, (알 수 없음) : 대학원생ㅇ
2019. 7. 22. 21:54, 원준오빠 : 그럼 네명은?
2019. 7. 22. 21:54, 원준오빠 : ㅎ
2019. 7. 22. 21:54, (알 수 없음) : 딴집에서도 돈받아온다고
2019. 7. 22. 21:54, 정우 : ㅎ
2019. 7. 22. 21:54, (알 수 없음) : 용돈받는애있다고
2019. 7. 22. 21:54, (알 수 없음) : 전달하셈
2019. 7. 22. 21:54, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 21:54, (알 수 없음) : 딴집돈털어서
2019. 7. 22. 21:54, (알 수 없음) : 살이한다고
2019. 7. 22. 21:54, 원준오빠 : 딴집살림 오지네
2019. 7. 22. 21:54, 원준오빠 : 니가 엠씨스나이퍼냐
2019. 7. 22. 21:55, 부그뷰 : 스나이퍼 딴집살림함?
2019. 7. 22. 21:55, (알 수 없음) : 바스코가
2019. 7. 22. 21:55, (알 수 없음) : 딴집살이아이야?
2019. 7. 22. 21:55, 부그뷰 : 이쉐키내가 안양일번가 부를때부터 알아봤다내가
2019. 7. 22. 21:55, 부그뷰 : 아니근데
2019. 7. 22. 21:55, 부그뷰 : 술
2019. 7. 22. 21:55, 부그뷰 : 너무좋네
2019. 7. 22. 21:55, 부그뷰 : 오재 대견해~
2019. 7. 22. 21:56, (알 수 없음) : 왜?
2019. 7. 22. 21:56, (알 수 없음) : 어제술안마셔서?
2019. 7. 22. 21:56, (알 수 없음) : 근데너는좀
2019. 7. 22. 21:56, (알 수 없음) : 혼나긴해야할듯
2019. 7. 22. 21:56, 부그뷰 : 요새 잘참길래
2019. 7. 22. 21:56, (알 수 없음) : 담배도 조지게피면서
2019. 7. 22. 21:56, (알 수 없음) : 술도조지게마셔
2019. 7. 22. 21:56, 부그뷰 : 그만 혼내 ㅜ
2019. 7. 22. 21:56, (알 수 없음) : 오늘블루베리한잔함
2019. 7. 22. 21:56, 부그뷰 : 담배 많이 안핌
2019. 7. 22. 21:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 21:56, 부그뷰 : ㅇㅋㅇㅋ
2019. 7. 22. 21:56, 부그뷰 : 아니 나 담배
2019. 7. 22. 21:56, 정우 : 경보형 혼나네
2019. 7. 22. 21:56, 부그뷰 : 진짜
2019. 7. 22. 21:56, 정우 : 대전가면 거의
2019. 7. 22. 21:56, 부그뷰 : 많이 줆
2019. 7. 22. 21:56, 정우 : 바가지긁는수준일거같은데
2019. 7. 22. 21:56, 정우 : 낮에는 오재훈이 경보형혼내고
2019. 7. 22. 21:56, 부그뷰 : 서로 긁을듯
2019. 7. 22. 21:56, 정우 : 밤에는 경보형이 오재훈혼내고
2019. 7. 22. 21:56, 정우 : ㅇㅇㅇ
2019. 7. 22. 21:56, 정우 : 서로긁어
2019. 7. 22. 21:57, 정우 : 낮져밤이
2019. 7. 22. 21:57, 정우 : 낮이밤져
2019. 7. 22. 21:57, 부그뷰 : 피나겠어
2019. 7. 22. 21:57, 정우 : 하나씩 가져가셈
2019. 7. 22. 21:57, (알 수 없음) : 아니
2019. 7. 22. 21:57, (알 수 없음) : 쟤
2019. 7. 22. 21:57, (알 수 없음) : 진짜
2019. 7. 22. 21:57, (알 수 없음) : 담배를부술수도없고
2019. 7. 22. 21:57, (알 수 없음) : 비싸ㅓㅅ
2019. 7. 22. 21:57, (알 수 없음) : 서
2019. 7. 22. 21:58, 정우 : 부셔버려
2019. 7. 22. 21:58, 정우 : !
2019. 7. 22. 21:58, 정우 : 담배
2019. 7. 22. 21:58, 정우 : 피지마라!
2019. 7. 22. 21:58, 정우 : 하고
2019. 7. 22. 21:58, (알 수 없음) : 그러다
2019. 7. 22. 21:58, (알 수 없음) : 쟤스트레스받아서
2019. 7. 22. 21:58, 정우 : 담배값만큼만 맞으면됨
2019. 7. 22. 21:58, (알 수 없음) : 나존나떄릴거같은데
2019. 7. 22. 21:58, 부그뷰 : 안때림
2019. 7. 22. 21:58, 정우 : 뭐
2019. 7. 22. 21:58, 정우 : 내가맞는거아니니까
2019. 7. 22. 21:58, 정우 : ㄱㅊ
2019. 7. 22. 21:59, 부그뷰 : 사람 함부로
2019. 7. 22. 21:59, 부그뷰 : 안때린다
2019. 7. 22. 21:59, 부그뷰 : 오재 너가
2019. 7. 22. 21:59, 정우 : 아미친 골뱅이에 맥주먹고싶어
2019. 7. 22. 21:59, 부그뷰 : 때려서 때린거
2019. 7. 22. 21:59, 부그뷰 : 아
2019. 7. 22. 21:59, 부그뷰 : 골뱅이 ㅜ
2019. 7. 22. 21:59, 재환오빠 : 사진
2019. 7. 22. 21:59, 재환오빠 : 와 시바
2019. 7. 22. 21:59, 재환오빠 : 로비누님 히로카누나닮음
2019. 7. 22. 22:00, 부그뷰 : 히로카 냐고 물어바
2019. 7. 22. 22:00, 부그뷰 : 스미마센~~~~
2019. 7. 22. 22:00, 부그뷰 : 혼또니 히로카 데스까~~
2019. 7. 22. 22:00, (알 수 없음) : 아니
2019. 7. 22. 22:00, (알 수 없음) : 며칠동안
2019. 7. 22. 22:00, (알 수 없음) : 머슬안구했네
2019. 7. 22. 22:00, (알 수 없음) : 생각해보니
2019. 7. 22. 22:00, 부그뷰 : 아니 왜 안구해
2019. 7. 22. 22:00, 부그뷰 : 근손실 ㅜ
2019. 7. 22. 22:00, (알 수 없음) : 학교를안나와서;
2019. 7. 22. 22:00, 정우 : ㅡㅡ
2019. 7. 22. 22:00, 정우 : 그라믄안돼
2019. 7. 22. 22:00, 정우 : 아 근데나도
2019. 7. 22. 22:00, 부그뷰 : 역삼역
2019. 7. 22. 22:01, 정우 : 어제오늘 운동안했네
2019. 7. 22. 22:01, 정우 : 내일부터 다시갑니다
2019. 7. 22. 22:02, 부그뷰 : 나도
2019. 7. 22. 22:02, 부그뷰 : 내일은 팔어깨조지고
2019. 7. 22. 22:02, 부그뷰 : 낼모레는 등 조지고
2019. 7. 22. 22:03, 정우 : 조지고~조지고~
2019. 7. 22. 22:10, 부그뷰 : 버스
2019. 7. 22. 22:10, 부그뷰 : 10분남음
2019. 7. 22. 22:10, 부그뷰 : 코코넛워터사마심
2019. 7. 22. 22:11, (알 수 없음) : 너 시흥가다가
2019. 7. 22. 22:11, (알 수 없음) : 시 ~~~ 흥
2019. 7. 22. 22:11, (알 수 없음) : (쉬한다는뜻)
2019. 7. 22. 22:11, 재환오빠 : 이제 라멘 조지러 갈거임
2019. 7. 22. 22:11, 재환오빠 : 어떰
2019. 7. 22. 22:11, (알 수 없음) : 맛잇겟다
2019. 7. 22. 22:11, (알 수 없음) : ;;;
2019. 7. 22. 22:11, (알 수 없음) : 아
2019. 7. 22. 22:11, (알 수 없음) : 오ㅑ케배부르지
2019. 7. 22. 22:12, (알 수 없음) : 아돈가스개조저서그런가보군
2019. 7. 22. 22:12, 정우 : 오;;;;
2019. 7. 22. 22:12, 정우 : 라멘;;;;
2019. 7. 22. 22:12, 정우 : 돈가스;;;;
2019. 7. 22. 22:12, 정우 : 나는 삼겹살먹었는데
2019. 7. 22. 22:12, 정우 : 집삼겹살
2019. 7. 22. 22:12, 부그뷰 : 스윙스네
2019. 7. 22. 22:13, (알 수 없음) : ㅅㅂ
2019. 7. 22. 22:13, (알 수 없음) : 이석준은
2019. 7. 22. 22:13, (알 수 없음) : 입비산
2019. 7. 22. 22:13, (알 수 없음) : 스윙스냐
2019. 7. 22. 22:13, (알 수 없음) : 그럼
2019. 7. 22. 22:13, (알 수 없음) : 개웃가네
2019. 7. 22. 22:14, 부그뷰 : 이석준 입개비싸지
2019. 7. 22. 22:15, 재환오빠 : 라멘먹방함가냐
2019. 7. 22. 22:15, 부그뷰 : ㄱㄱ
2019. 7. 22. 22:15, 재환오빠 : 옼케이
2019. 7. 22. 22:15, 부그뷰 : 혐한라멘 ㄱㄱ
2019. 7. 22. 22:15, 부그뷰 : 와사비듬뿍쓰
2019. 7. 22. 22:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:19, 정우 : 혐한라멘
2019. 7. 22. 22:19, 정우 : ㅅㅂ
2019. 7. 22. 22:19, 정우 : 혐한라멘 혐일먹방
2019. 7. 22. 22:20, 재환오빠 : 시브럴;
2019. 7. 22. 22:20, (알 수 없음) : 아
2019. 7. 22. 22:20, (알 수 없음) : 존나웃기네
2019. 7. 22. 22:20, (알 수 없음) : 혐한라멘혐일먹방
2019. 7. 22. 22:20, (알 수 없음) : 시발
2019. 7. 22. 22:20, (알 수 없음) : 울면서집가야지
2019. 7. 22. 22:20, (알 수 없음) : 개웃기니까
2019. 7. 22. 22:21, 부그뷰 : 왜울어
2019. 7. 22. 22:21, 부그뷰 : 울지마
2019. 7. 22. 22:21, 부그뷰 : ㅜ
2019. 7. 22. 22:21, 부그뷰 : 오근데 강남
2019. 7. 22. 22:21, 재환오빠 : 가는중
2019. 7. 22. 22:21, 부그뷰 : 시흥가는거
2019. 7. 22. 22:21, 부그뷰 : 많이생겼네
2019. 7. 22. 22:21, 부그뷰 : 다른동네가는거긴한데
2019. 7. 22. 22:22, 부그뷰 : 시흥 대견하네
2019. 7. 22. 22:23, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:23, 정우 : 많이컸네!
2019. 7. 22. 22:23, 정우 : 우리집은 버스도 안다니는데!
2019. 7. 22. 22:23, 정우 : ㅅㅂ
2019. 7. 22. 22:26, (알 수 없음) : 우리집앞도
2019. 7. 22. 22:26, (알 수 없음) : 안다녀
2019. 7. 22. 22:26, (알 수 없음) : 임마
2019. 7. 22. 22:26, (알 수 없음) : ㅎㅎ
2019. 7. 22. 22:26, 부그뷰 : 만년만년
2019. 7. 22. 22:29, 재환오빠 : 아 라멘먹고 할거도없는데 돈키호테 털러감
2019. 7. 22. 22:29, 재환오빠 : 어떰
2019. 7. 22. 22:31, 부그뷰 : 아니 먹방왜안함
2019. 7. 22. 22:31, 부그뷰 : 돈키호테는 머야
2019. 7. 22. 22:31, 재환오빠 : 가는중임아직
2019. 7. 22. 22:31, 재환오빠 : 사진
2019. 7. 22. 22:32, 재환오빠 : 먼가 개쩌는데 들어가볼까
2019. 7. 22. 22:32, 정우 : 오 약간
2019. 7. 22. 22:32, 정우 : 바다이야기삘
2019. 7. 22. 22:33, (알 수 없음) : 아나
2019. 7. 22. 22:33, (알 수 없음) : 일본가서
2019. 7. 22. 22:33, (알 수 없음) : 빠칭코
2019. 7. 22. 22:33, (알 수 없음) : 안한거개후회한다
2019. 7. 22. 22:33, (알 수 없음) : 일본새끼들돈
2019. 7. 22. 22:33, (알 수 없음) : 다가져왓어야하는데
2019. 7. 22. 22:33, (알 수 없음) : 씨박
2019. 7. 22. 22:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:38, 부그뷰 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:38, 부그뷰 : 빠칭코 왜안함
2019. 7. 22. 22:38, 부그뷰 : 나 세부가서
2019. 7. 22. 22:38, 부그뷰 : 빠칭코 3마넌너서
2019. 7. 22. 22:38, 부그뷰 : 30마넌땀
2019. 7. 22. 22:38, 부그뷰 : 창조경제~.~
2019. 7. 22. 22:39, 정우 : 올
2019. 7. 22. 22:39, 정우 : 잘하네
2019. 7. 22. 22:39, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:39, 양우성 : 호엥
2019. 7. 22. 22:39, 빠충 : 부린스알리답네
2019. 7. 22. 22:39, 양우성 : 따고오는사람도잇네
2019. 7. 22. 22:39, 양우성 : 개쩜
2019. 7. 22. 22:39, 양우성 : 익절햇넴
2019. 7. 22. 22:39, 빠충 : 외화벌이해버리네
2019. 7. 22. 22:39, (알 수 없음) : 파이썬 책 오늘
2019. 7. 22. 22:40, (알 수 없음) : 조졋다
2019. 7. 22. 22:40, (알 수 없음) : 이제파이선개조짐
2019. 7. 22. 22:40, 부그뷰 : 어케조짐
2019. 7. 22. 22:40, (알 수 없음) : 형광펜
2019. 7. 22. 22:40, (알 수 없음) : 5줄
2019. 7. 22. 22:40, (알 수 없음) : 눈으로조짐
2019. 7. 22. 22:40, 부그뷰 : 크
2019. 7. 22. 22:40, (알 수 없음) : 클래스만조지면끝
2019. 7. 22. 22:40, 부그뷰 : 난
2019. 7. 22. 22:40, 부그뷰 : 낼
2019. 7. 22. 22:40, 부그뷰 : 팔어깨 조지고
2019. 7. 22. 22:41, (알 수 없음) : ;
2019. 7. 22. 22:41, 부그뷰 : 디지털전자회로 죠짐
2019. 7. 22. 22:41, (알 수 없음) : 크
2019. 7. 22. 22:41, 부그뷰 : 아 머리도
2019. 7. 22. 22:41, 부그뷰 : 조져야되는데
2019. 7. 22. 22:41, (알 수 없음) : 그건내가
2019. 7. 22. 22:41, (알 수 없음) : 조져줌
2019. 7. 22. 22:41, 부그뷰 : 조질게많네
2019. 7. 22. 22:41, 부그뷰 : 호엥
2019. 7. 22. 22:41, 부그뷰 : 옆머리튀어나와서짜증남
2019. 7. 22. 22:42, 정우 : 밀어밀어
2019. 7. 22. 22:42, 정우 : !
2019. 7. 22. 22:42, 정우 : ~
2019. 7. 22. 22:42, 양우성 : 맹호머리가자
2019. 7. 22. 22:47, 부그뷰 : 금요일에 약속있으니까
2019. 7. 22. 22:47, 부그뷰 : 목요일에 옆에밀어야겠다
2019. 7. 22. 22:47, (알 수 없음) : 난수요일
2019. 7. 22. 22:47, 부그뷰 : 2주에 한번은 미는듯
2019. 7. 22. 22:51, 재환오빠 : 라이브톡 시작
2019. 7. 22. 22:51, 재환오빠 : ㅎㅇㄹ
2019. 7. 22. 22:51, 경민 : ㅎㅇㅎㅇ
2019. 7. 22. 22:51, 경민 : 숙소라소리는못듣는중
2019. 7. 22. 22:52, 경민 : 샤워때릴거라
2019. 7. 22. 22:52, 재환오빠 : 나도말안하는중
2019. 7. 22. 22:52, 재환오빠 : 양옆에 일본인
2019. 7. 22. 22:52, 경민 : ㅋㅌㅋㅋㅋㅋㅋㅇㅋ
2019. 7. 22. 22:52, 재환오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:52, 재환오빠 : 맥주조진다
2019. 7. 22. 22:52, 경민 : 아노스미마셍
2019. 7. 22. 22:52, 경민 : 텐트안침?
2019. 7. 22. 22:52, 부그뷰 : 호엥
2019. 7. 22. 22:52, 정우 : 오
2019. 7. 22. 22:52, 부그뷰 : 히사시부리네
2019. 7. 22. 22:52, 부그뷰 : 비어르노
2019. 7. 22. 22:52, 부그뷰 : 얘비수
2019. 7. 22. 22:53, 부그뷰 : 조져조져
2019. 7. 22. 22:53, 경민 : 비어
2019. 7. 22. 22:53, 부그뷰 : 형 꿀떡
2019. 7. 22. 22:53, 경민 : 나마비루데스네
2019. 7. 22. 22:53, 부그뷰 : 해조
2019. 7. 22. 22:53, 부그뷰 : 형근데 혼자야?
2019. 7. 22. 22:53, 부그뷰 : ㅜㅜ
2019. 7. 22. 22:53, 경민 : 모아이다
2019. 7. 22. 22:53, 부그뷰 : 어후 카메라 돌려
2019. 7. 22. 22:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:53, 정우 : ㅁㅊ경보형
2019. 7. 22. 22:54, 정우 : 개냉정
2019. 7. 22. 22:54, 경민 : 오빠도 좀 늙었네
2019. 7. 22. 22:54, 부그뷰 : 그래그래
2019. 7. 22. 22:54, 부그뷰 : 비루를 꿀떡데쓰
2019. 7. 22. 22:54, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:54, (알 수 없음) : 아보고싶어
2019. 7. 22. 22:54, 부그뷰 : 별루안궁금하므니다
2019. 7. 22. 22:54, 정우 : 봐
2019. 7. 22. 22:54, 부그뷰 : 비루꿀꺽
2019. 7. 22. 22:54, 부그뷰 : ㄱㄱ
2019. 7. 22. 22:54, 부그뷰 : 트름 ㄱ
2019. 7. 22. 22:55, 부그뷰 : 스미마센 조또 트름데스
2019. 7. 22. 22:55, 부그뷰 : 오
2019. 7. 22. 22:55, 정우 : 오
2019. 7. 22. 22:55, 부그뷰 : 라멘맛있겠다
2019. 7. 22. 22:55, 부그뷰 : 아니 시흥장곡동에
2019. 7. 22. 22:55, 부그뷰 : 라멘 팜
2019. 7. 22. 22:55, 부그뷰 : 근데 파스타랑 라멘 같이팔아서
2019. 7. 22. 22:56, 부그뷰 : 거르는ㄴ중
2019. 7. 22. 22:56, 부그뷰 : 오 캐논
2019. 7. 22. 22:56, 부그뷰 : 근접 ㄴㄴ해 형
2019. 7. 22. 22:56, 부그뷰 : 비지엠
2019. 7. 22. 22:56, 부그뷰 : 존나
2019. 7. 22. 22:56, 부그뷰 : 일본이네
2019. 7. 22. 22:58, 부그뷰 : 오
2019. 7. 22. 22:58, 부그뷰 : 형
2019. 7. 22. 22:58, 부그뷰 : 먹방
2019. 7. 22. 22:58, 부그뷰 : 잘하네
2019. 7. 22. 22:58, 부그뷰 : 아니 면좀
2019. 7. 22. 22:59, 정우 : 오
2019. 7. 22. 22:59, 정우 : 면 신기해
2019. 7. 22. 22:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:59, (알 수 없음) : 아니
2019. 7. 22. 22:59, (알 수 없음) : 개궁금하네
2019. 7. 22. 22:59, (알 수 없음) : ㅅㅂ
2019. 7. 22. 22:59, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:59, (알 수 없음) : 집가면서봐야지
2019. 7. 22. 22:59, 부그뷰 : 오우
2019. 7. 22. 22:59, 부그뷰 : 잘먹어
2019. 7. 22. 22:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 22:59, 정우 : 크
2019. 7. 22. 23:00, 정우 : 크으으으으으으으
2019. 7. 22. 23:02, 정우 : 어우 진짜 일본은싫은데 라멘 개맛있겠다
2019. 7. 22. 23:02, 정우 : ㅠ
2019. 7. 22. 23:04, (알 수 없음) : 라멘
2019. 7. 22. 23:04, (알 수 없음) : 우리나라껀데?
2019. 7. 22. 23:04, (알 수 없음) : 초밥도우리나라껀뎁;
2019. 7. 22. 23:04, (알 수 없음) : ?
2019. 7. 22. 23:04, 정우 : 아니 저기 일본이잖아
2019. 7. 22. 23:04, (알 수 없음) : 일본가서
2019. 7. 22. 23:04, (알 수 없음) : 한국음식
2019. 7. 22. 23:04, (알 수 없음) : 드시는즁
2019. 7. 22. 23:04, (알 수 없음) : 짭짭
2019. 7. 22. 23:04, 정우 : 근데
2019. 7. 22. 23:04, 정우 : 한국꺼냐?
2019. 7. 22. 23:04, 정우 : 왜?
2019. 7. 22. 23:04, 정우 : ;;;;;
2019. 7. 22. 23:04, (알 수 없음) : 내맘
2019. 7. 22. 23:04, (알 수 없음) : 왜국새끼들도
2019. 7. 22. 23:04, (알 수 없음) : 날조하는데
2019. 7. 22. 23:04, (알 수 없음) : 나도좀하자
2019. 7. 22. 23:04, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:04, 정우 : 도라이샛기
2019. 7. 22. 23:06, 재환오빠 : 라이브톡 종료 15:46
2019. 7. 22. 23:10, 원준오빠 : 아 이거재방안되지
2019. 7. 22. 23:10, 원준오빠 : ㅜ
2019. 7. 22. 23:11, (알 수 없음) : 내가
2019. 7. 22. 23:11, (알 수 없음) : 방송함이제
2019. 7. 22. 23:11, (알 수 없음) : 블루베리
2019. 7. 22. 23:11, (알 수 없음) : 어떰
2019. 7. 22. 23:11, (알 수 없음) : ?
2019. 7. 22. 23:11, 부그뷰 : ㄱㄱ
2019. 7. 22. 23:15, 정우 : 리얼 블루베리를
2019. 7. 22. 23:15, 정우 : 먹음?
2019. 7. 22. 23:15, 재환오빠 : ㄱ
2019. 7. 22. 23:16, (알 수 없음) : 아니
2019. 7. 22. 23:16, (알 수 없음) : 블루베리와인
2019. 7. 22. 23:16, (알 수 없음) : 이눔아
2019. 7. 22. 23:16, 정우 : ㅡㅡ
2019. 7. 22. 23:16, (알 수 없음) : 아직집가는즁
2019. 7. 22. 23:16, 정우 : 술처먹지마
2019. 7. 22. 23:16, (알 수 없음) : 아니이거
2019. 7. 22. 23:16, (알 수 없음) : 언제먹어그럼대테
2019. 7. 22. 23:16, 정우 : 우리
2019. 7. 22. 23:16, 정우 : 대전가면
2019. 7. 22. 23:16, 정우 : 먹어
2019. 7. 22. 23:16, (알 수 없음) : 내일안먹을예정
2019. 7. 22. 23:16, (알 수 없음) : 개늦어그거
2019. 7. 22. 23:16, 정우 : 아니
2019. 7. 22. 23:17, 정우 : 일주일에
2019. 7. 22. 23:17, 정우 : 한번만
2019. 7. 22. 23:17, 정우 : 먹는다며
2019. 7. 22. 23:17, 재환오빠 : 사진
2019. 7. 22. 23:17, (알 수 없음) : 이번주3번만먹을게임마
2019. 7. 22. 23:17, 정우 : 내일안먹을예정
2019. 7. 22. 23:17, (알 수 없음) : 형한번만봐줘라
2019. 7. 22. 23:17, 재환오빠 : 개쥐림ㅠ
2019. 7. 22. 23:17, 정우 : 존나선심쓰듯이 얘기하네
2019. 7. 22. 23:17, 정우 : 호우
2019. 7. 22. 23:17, (알 수 없음) : 달걀
2019. 7. 22. 23:17, 정우 : 오우 진짜맛있겠다
2019. 7. 22. 23:17, 정우 : ㅠ
2019. 7. 22. 23:17, (알 수 없음) : ㅅㅂ
2019. 7. 22. 23:17, 정우 : 양심무엇?
2019. 7. 22. 23:17, (알 수 없음) : 일본새끼들
2019. 7. 22. 23:17, (알 수 없음) : 아니
2019. 7. 22. 23:17, (알 수 없음) : 봐버
2019. 7. 22. 23:17, (알 수 없음) : 이정우
2019. 7. 22. 23:17, (알 수 없음) : 양세린기억하지
2019. 7. 22. 23:17, (알 수 없음) : 와딱2년전이네
2019. 7. 22. 23:17, 정우 : ㅇㅇ
2019. 7. 22. 23:18, (알 수 없음) : 2017뇬7월에
2019. 7. 22. 23:18, (알 수 없음) : 독일이니까거의딱2년전
2019. 7. 22. 23:18, 정우 : ㅇㅇㅇ맞음
2019. 7. 22. 23:18, (알 수 없음) : 그때보고처음봄이번주에
2019. 7. 22. 23:18, 정우 : 그래서
2019. 7. 22. 23:18, (알 수 없음) : 그래서숭
2019. 7. 22. 23:18, 정우 : 그거 주말이라며
2019. 7. 22. 23:18, (알 수 없음) : ㅇㅇ
2019. 7. 22. 23:18, (알 수 없음) : 코요일
2019. 7. 22. 23:18, (알 수 없음) : 초요일
2019. 7. 22. 23:18, 정우 : 그니까
2019. 7. 22. 23:18, 정우 : 그건 마시셈
2019. 7. 22. 23:18, (알 수 없음) : 그런데
2019. 7. 22. 23:18, 정우 : 누가그거뭐래?
2019. 7. 22. 23:18, (알 수 없음) : 그전날에
2019. 7. 22. 23:18, 정우 : 오늘먹지말라고
2019. 7. 22. 23:18, (알 수 없음) : 정동민이
2019. 7. 22. 23:18, (알 수 없음) : 슈바인학센을
2019. 7. 22. 23:18, (알 수 없음) : 배갈시켯대집으로
2019. 7. 22. 23:18, (알 수 없음) : 그러니까통수치지말고 금욜에오래
2019. 7. 22. 23:18, (알 수 없음) : 그럼금욜도숭
2019. 7. 22. 23:18, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2019. 7. 22. 23:18, 정우 : 아니
2019. 7. 22. 23:18, 정우 : 그게왜통수죠
2019. 7. 22. 23:19, (알 수 없음) : 그럼 양심상 화수목 안먹겠지
2019. 7. 22. 23:19, 정우 : 그럼
2019. 7. 22. 23:19, 정우 : 양심상
2019. 7. 22. 23:19, (알 수 없음) : 그러니까 오늘
2019. 7. 22. 23:19, 정우 : 오늘도
2019. 7. 22. 23:19, 정우 : 안먹어야되는거
2019. 7. 22. 23:19, (알 수 없음) : 먹는거
2019. 7. 22. 23:19, 정우 : 아니냐
2019. 7. 22. 23:19, 정우 : ?
2019. 7. 22. 23:19, (알 수 없음) : ?
2019. 7. 22. 23:19, 정우 : 진짜 노어이
2019. 7. 22. 23:19, (알 수 없음) : 논리이상하네
2019. 7. 22. 23:19, 정우 : ?
2019. 7. 22. 23:19, (알 수 없음) : 이상해씨냐?
2019. 7. 22. 23:19, 정우 : 니가더이상한데;;;;
2019. 7. 22. 23:19, (알 수 없음) : 화수목을안먹는데
2019. 7. 22. 23:19, 정우 : 아니 일주일에 한번먹기로한걸 두번먹는데서
2019. 7. 22. 23:19, 정우 : 이미양심없는데
2019. 7. 22. 23:19, 정우 : ?
2019. 7. 22. 23:19, (알 수 없음) : 그리고 일요일도안먹는데
2019. 7. 22. 23:19, (알 수 없음) : 월여일좀먹겟다는데
2019. 7. 22. 23:19, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
