Talk_2021.8.24 13:11-68.txt
저장한 날짜 : 2021. 8. 24. 13:13



2020년 5월 6일 수요일
2020. 5. 6. 08:43, (알 수 없음) : ㅊㅋㅊㅋㅊ
2020. 5. 15. 16:15, 부그뷰 : 이모티콘 
2020. 5. 15. 16:15, (알 수 없음) : 파리바게트
2020. 5. 15. 16:15, (알 수 없음) : 만원도받음
2020. 5. 15. 16:15, (알 수 없음) : 오늘
2020. 5. 15. 16:15, (알 수 없음) : 요새뭐지진짜
2020. 5. 15. 16:15, (알 수 없음) : 개꿀딱이야;
2020. 5. 15. 16:16, (알 수 없음) : 연구실석사신입생
2020. 5. 15. 16:16, (알 수 없음) : 여자분
2020. 5. 15. 16:16, (알 수 없음) : 영어개쌉잘한다 ㅁㅊ';;;;;
2020. 5. 15. 16:16, (알 수 없음) : 개부럽다
2020. 5. 15. 16:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 16:17, 정우 : ㅇㅈ
2020. 5. 15. 16:17, 정우 : 영어가짱이다
2020. 5. 15. 16:17, 정우 : 아 개졸려
2020. 5. 15. 16:17, 정우 : 하
2020. 5. 15. 16:17, 정우 : 집중하나도안되고
2020. 5. 15. 16:17, (알 수 없음) : ㄹㅇ존나잘한다
2020. 5. 15. 16:17, (알 수 없음) : 걍외국인같ㅌ네;;;;
2020. 5. 15. 16:18, (알 수 없음) : 썹뷰롭다진자
2020. 5. 15. 16:18, (알 수 없음) : ㅠ
2020. 5. 15. 16:18, (알 수 없음) : 짭;;
2020. 5. 15. 16:21, 부그뷰 : 쫩
2020. 5. 15. 16:26, (알 수 없음) : 쫩,,
2020. 5. 15. 16:26, 원준오빠 : 쫩
2020. 5. 15. 16:26, (알 수 없음) : 다덜영어잘하네
2020. 5. 15. 16:26, 원준오빠 : 삭제된 메시지입니다. 
2020. 5. 15. 16:26, (알 수 없음) : 쫩;;
2020. 5. 15. 16:26, (알 수 없음) : ;;?
2020. 5. 15. 16:26, 원준오빠 : 영어 배워준다고
2020. 5. 15. 16:27, 원준오빠 : ;
2020. 5. 15. 16:27, (알 수 없음) : 작;;
2020. 5. 15. 16:27, 원준오빠 : ㅈㅅ
2020. 5. 15. 16:27, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 16:33, 부그뷰 : 블루투스 연결해서 코딩하는데 개신기하다
2020. 5. 15. 16:34, 이석준 : 오
2020. 5. 15. 16:34, 이석준 : 블투 한번에함?
2020. 5. 15. 16:34, 부그뷰 : 지금 모터3제어했고 타이머랑 회전모드 추가하면댐
2020. 5. 15. 16:35, (알 수 없음) : 쥐기네;
2020. 5. 15. 16:35, (알 수 없음) : 잘하누
2020. 5. 15. 16:35, 이석준 : 다화우
2020. 5. 15. 16:35, 이석준 : 잘하누
2020. 5. 15. 16:35, 이석준 : 블투로 메세지 보내려고
2020. 5. 15. 16:35, 이석준 : 하루 고생한거 생각나네
2020. 5. 15. 16:47, (알 수 없음) : 개잠오누진짜
2020. 5. 15. 17:03, (알 수 없음) : 놀아줄
2020. 5. 15. 17:03, (알 수 없음) : 이정우구란다ㅔ
2020. 5. 15. 17:16, (알 수 없음) : skrndrma
2020. 5. 15. 17:16, (알 수 없음) : 나궁금한거있음
2020. 5. 15. 17:16, (알 수 없음) : 이정우
2020. 5. 15. 17:16, (알 수 없음) : 하고있는거일주일휴가같은거있음?
2020. 5. 15. 17:16, (알 수 없음) : 여름때?
2020. 5. 15. 17:22, 원준오빠 : 어휴
2020. 5. 15. 17:22, 원준오빠 : 없으면
2020. 5. 15. 17:22, 원준오빠 : 인권유린 쉬바!
2020. 5. 15. 17:23, 원준오빠 : 차에 타봐는 귀권유린!
2020. 5. 15. 17:31, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 17:31, 정우 : ㅎ
2020. 5. 15. 17:31, 정우 : 인권유린이다 그러면
2020. 5. 15. 17:31, 정우 : 없음
2020. 5. 15. 17:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 17:32, 정우 : 8월말까지 쉬는날 0
2020. 5. 15. 17:34, (알 수 없음) : ㅎㅎ
2020. 5. 15. 17:34, (알 수 없음) : 굿
2020. 5. 15. 17:36, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 17:36, 정우 : ㅅㅂ
2020. 5. 15. 17:36, 정우 : 왜물어봄 근데
2020. 5. 15. 17:36, (알 수 없음) : 놀게
2020. 5. 15. 17:38, 원준오빠 : 와 진짜
2020. 5. 15. 17:38, 원준오빠 : 휴가 없?
2020. 5. 15. 17:38, 원준오빠 : 말도안대
2020. 5. 15. 17:39, 정우 : ㅇㅇㅇㅇ엄슴
2020. 5. 15. 17:39, 정우 : ㅠ
2020. 5. 15. 17:39, 정우 : 난이제뒤졌음
2020. 5. 15. 17:40, 원준오빠 : 쉬바
2020. 5. 15. 17:40, 원준오빠 : 힘내자 졍유탱
2020. 5. 15. 17:50, (알 수 없음) : 호우
2020. 5. 15. 17:56, 경민 : 와인조렷더니
2020. 5. 15. 17:56, 경민 : 식탐이넘세짐;
2020. 5. 15. 17:56, 경민 : 라면먹고싶어;
2020. 5. 15. 17:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 17:57, 정우 : 술마시러옴
2020. 5. 15. 18:01, (알 수 없음) : 쥐렷다
2020. 5. 15. 19:22, (알 수 없음) : 나집감
2020. 5. 15. 19:22, (알 수 없음) : 두두둥장하실문
2020. 5. 15. 19:23, 원준오빠 : ㄱ
2020. 5. 15. 19:24, (알 수 없음) : 나택시탓음
2020. 5. 15. 19:26, 원준오빠 : ㅇㅋ
2020. 5. 15. 19:26, (알 수 없음) : ㅡ리거떵도마려워
2020. 5. 15. 19:26, (알 수 없음) : ;;
2020. 5. 15. 19:27, 경민 : ㄱ
2020. 5. 15. 19:27, (알 수 없음) : 귀귀
2020. 5. 15. 19:29, 원준오빠 : 똥 먼저
2020. 5. 15. 19:29, 원준오빠 : 해줘
2020. 5. 15. 19:29, 원준오빠 : 겜중에 냄새풍기지마라
2020. 5. 15. 19:29, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ풀풀
2020. 5. 15. 19:29, 경민 : 스멜
2020. 5. 15. 19:30, (알 수 없음) : ㅇㅋㄹㅌㅌ
2020. 5. 15. 19:31, 원준오빠 : 로긴~~~|
2020. 5. 15. 19:32, (알 수 없음) : 오분만
2020. 5. 15. 19:32, 원준오빠 : 천천히싸
2020. 5. 15. 19:35, (알 수 없음) : 지도: 대전 서구 만년동 226
2020. 5. 15. 19:35, (알 수 없음) : 사진
2020. 5. 15. 19:36, 경민 : 솔랭하러가기가능?
2020. 5. 15. 19:37, (알 수 없음) : 가능
2020. 5. 15. 19:37, (알 수 없음) : 이따일겜한판하러오샘
2020. 5. 15. 19:41, (알 수 없음) : 디코오라우
2020. 5. 15. 19:42, 원준오빠 : 도랏네 진짜 집 인터넷 안됨
2020. 5. 15. 19:43, (알 수 없음) : ㅁㅊ
2020. 5. 15. 19:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 19:43, (알 수 없음) : 나도안돼서당황햇지만
2020. 5. 15. 19:43, (알 수 없음) : 극복함
2020. 5. 15. 19:43, (알 수 없음) : 핫스팟으로하셈
2020. 5. 15. 19:43, 경민 : 폰으로 ㄱ
2020. 5. 15. 19:43, 경민 : 한판만
2020. 5. 15. 19:43, 경민 : ㄱㄴ
2020. 5. 15. 19:43, 경민 : ?
2020. 5. 15. 19:43, 경민 : 오랜만에
2020. 5. 15. 19:43, (알 수 없음) : 지금
2020. 5. 15. 19:44, 경민 : ㄷ감좀찾고
2020. 5. 15. 19:44, 원준오빠 : ㅇㅇㅇ 했움
2020. 5. 15. 19:44, (알 수 없음) : 오나
2020. 5. 15. 19:44, (알 수 없음) : ㅇㅋ일겜
2020. 5. 15. 19:44, 경민 : ㄱ
2020. 5. 15. 19:44, (알 수 없음) : 한판하자우리
2020. 5. 15. 21:23, 정우 : ㅎㅇ
2020. 5. 15. 21:28, (알 수 없음) : ㅎㅇ
2020. 5. 15. 21:28, (알 수 없음) : 하
2020. 5. 15. 21:28, (알 수 없음) : 7등8등임
2020. 5. 15. 21:28, (알 수 없음) : 내멋대로햐선
2020. 5. 15. 21:28, (알 수 없음) : 이길수업군
2020. 5. 15. 21:28, (알 수 없음) : 근데조합을공부하고싶진않네
2020. 5. 15. 21:29, 정우 : 그럼
2020. 5. 15. 21:29, 정우 : 나랑놀자
2020. 5. 15. 21:29, 정우 : 어떰
2020. 5. 15. 21:29, (알 수 없음) : 좋네
2020. 5. 15. 21:29, (알 수 없음) : 집가냐
2020. 5. 15. 21:29, 정우 : ㅇㅇ
2020. 5. 15. 21:29, 정우 : 가는중
2020. 5. 15. 21:29, (알 수 없음) : 좋네
2020. 5. 15. 21:30, 정우 : 아
2020. 5. 15. 21:30, 정우 : 피곤해
2020. 5. 15. 21:30, 정우 : 셋이서 막걸리5병마셨는데
2020. 5. 15. 21:30, 정우 : 개피곤한뎁
2020. 5. 15. 21:30, 정우 : ㅠ
2020. 5. 15. 21:30, (알 수 없음) : 새겜시작한다
2020. 5. 15. 21:31, (알 수 없음) : 스터디사라들이랑
2020. 5. 15. 21:31, (알 수 없음) : 먹엇나
2020. 5. 15. 21:31, 정우 : ㅇㅇ
2020. 5. 15. 21:31, (알 수 없음) : 조ㅗ네
2020. 5. 15. 21:31, 정우 : 개졸려
2020. 5. 15. 21:31, (알 수 없음) : 원준이형
2020. 5. 15. 21:31, (알 수 없음) : 이경영따라해;;
2020. 5. 15. 21:31, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 21:32, (알 수 없음) : 새겜시작한다
2020. 5. 15. 21:32, (알 수 없음) : 하아졸려
2020. 5. 15. 21:32, (알 수 없음) : ㅇ판하고누워야겟다
2020. 5. 15. 21:32, 정우 : ㅠ
2020. 5. 15. 21:32, 정우 : 아니
2020. 5. 15. 21:32, 정우 : 그겜왜함
2020. 5. 15. 21:32, 정우 : 나랑놀아야하는데
2020. 5. 15. 21:37, (알 수 없음) : ㅎㅇㅎㅇ
2020. 5. 15. 21:37, (알 수 없음) : ㅈㅅㅈㅅ
2020. 5. 15. 21:44, 정우 : 오
2020. 5. 15. 21:44, 정우 : 한 10분 개잤다
2020. 5. 15. 22:03, (알 수 없음) : ㅅㅂ 안햏ㅎ
2020. 5. 15. 22:03, (알 수 없음) : ㅠ
2020. 5. 15. 22:03, (알 수 없음) : 이쯤이서그만
2020. 5. 15. 22:03, 경민 : ㅋㅋㅋㅋㅋㅂㄼㄹ
2020. 5. 15. 22:03, 경민 : 어
2020. 5. 15. 22:03, 경민 : 막판해야겟누나두
2020. 5. 15. 22:03, 경민 : 쀼봐야한다ㅜㄴ
2020. 5. 15. 22:04, (알 수 없음) : 오 쒸바
2020. 5. 15. 22:04, (알 수 없음) : 미첫다,,,,,
2020. 5. 15. 22:04, (알 수 없음) : 낮에 돌려논거
2020. 5. 15. 22:04, (알 수 없음) : 딱 다돌아감
2020. 5. 15. 22:04, (알 수 없음) : 2분지났다
2020. 5. 15. 22:04, (알 수 없음) : 타이밍;;;
2020. 5. 15. 22:08, 원준오빠 : ㅊㅋㅊㅋ
2020. 5. 15. 22:11, 경민 : ㅊㅋㅊㅋ
2020. 5. 15. 22:18, 경민 : 이모티콘 아이디삭제가능?
2020. 5. 15. 22:18, 경민 : ㅅㅂ존나안돼
2020. 5. 15. 22:18, 경민 : 짜증나
2020. 5. 15. 22:19, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 22:19, (알 수 없음) : 아쌉피곤
2020. 5. 15. 22:19, (알 수 없음) : 오늘노술간다
2020. 5. 15. 22:20, 부그뷰 : 코드완성했다
2020. 5. 15. 22:23, (알 수 없음) : 금밤까지열일하네
2020. 5. 15. 22:26, 정우 : ㅎㅇ
2020. 5. 15. 22:26, 정우 : 30분은무슨
2020. 5. 15. 22:26, 정우 : 개뻗었다
2020. 5. 15. 22:26, 정우 : 여기어디여
2020. 5. 15. 22:27, 경민 : ㅅㅂ
2020. 5. 15. 22:27, 경민 : 어
2020. 5. 15. 22:27, 경민 : 아
2020. 5. 15. 22:27, 경민 : 아ㅣ아ㅣ이이이이이;ㅇ
2020. 5. 15. 22:27, 경민 : ㅇㄴ,ㅁㄹ니;ㅇ르;/ㅁㄴ아ㅣㅓ ㄻㄴ
2020. 5. 15. 22:27, 경민 : ㄴㅇ마ㅣ럼ㄴ아ㅣㅓㄻㄴ아ㅣㅓ
2020. 5. 15. 22:27, 경민 : 개빡친다누;
2020. 5. 15. 22:27, 경민 : 겜접는다누;
2020. 5. 15. 22:36, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 22:36, (알 수 없음) : 롸내지망라뉴
2020. 5. 15. 22:36, (알 수 없음) : ㅠ
2020. 5. 15. 22:36, 경민 : ㅠ.ㅠ
2020. 5. 15. 22:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 22:37, 정우 : ㅠ
2020. 5. 15. 22:38, 정우 : 하
2020. 5. 15. 22:38, 정우 : 집도착
2020. 5. 15. 22:38, 정우 : ㅊㅊ
2020. 5. 15. 22:39, 원준오빠 : 불허
2020. 5. 15. 22:40, 원준오빠 : ㅠㅠ
2020. 5. 15. 22:40, 원준오빠 : 떠나면 안되오 대장,,
2020. 5. 15. 22:41, 경민 : 개몬한다누,,,ㅠㅠ
2020. 5. 15. 22:42, 정우 : ㅠㅠ
2020. 5. 15. 22:43, 경민 : 이모티콘 스트레스받는다누!!!!!!!
2020. 5. 15. 22:47, 정우 : ㅁㅊ
2020. 5. 15. 22:47, 정우 : 양치열심히하누
2020. 5. 15. 22:47, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 22:52, 원준오빠 : 쿠에에엥
2020. 5. 15. 22:52, 원준오빠 : ㅠㅠ
2020. 5. 15. 22:54, (알 수 없음) : 아개잠오누미틴
2020. 5. 15. 22:56, 정우 : 아
2020. 5. 15. 22:56, 정우 : 나도
2020. 5. 15. 22:56, 정우 : 주말이 이렇게 반가울수가
2020. 5. 15. 23:04, 경민 : 쀼한다누
2020. 5. 15. 23:06, 경민 : ㅅㅂ소고기남은거 구워야겟누
2020. 5. 15. 23:06, 경민 : 흥미진진하누
2020. 5. 15. 23:10, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:10, 정우 : ㅅㅂ
2020. 5. 15. 23:10, 정우 : 이번주 마지막이누?
2020. 5. 15. 23:12, 빠충 : https://youtu.be/1LDOjOfvHbc
2020. 5. 15. 23:12, 빠충 : 왜 저 둘이 같이 나오냐고
2020. 5. 15. 23:12, 빠충 : 헉피인스타에서 보고 찾아봤읍니다
2020. 5. 15. 23:12, 정우 : 아
2020. 5. 15. 23:13, 정우 : 이거어제봤지
2020. 5. 15. 23:13, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:13, 빠충 : 개조아
2020. 5. 15. 23:13, 빠충 : 헉피형 왜케 조용해보이지
2020. 5. 15. 23:13, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:14, (알 수 없음) : 시발저새끼
2020. 5. 15. 23:14, (알 수 없음) : 김희애한테
2020. 5. 15. 23:14, (알 수 없음) : 햇던말이랑똑같네
2020. 5. 15. 23:15, (알 수 없음) : 여다경이
2020. 5. 15. 23:15, (알 수 없음) : 이태오보다
2020. 5. 15. 23:15, (알 수 없음) : 훨씬연기잘해;;
2020. 5. 15. 23:15, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅈ
2020. 5. 15. 23:15, 경민 : 여다경
2020. 5. 15. 23:15, 경민 : 정신차렸누`
2020. 5. 15. 23:16, 경민 : ~
2020. 5. 15. 23:16, 경민 : 말이되는 소리를 해라~ㅉㅉㅉ
2020. 5. 15. 23:16, 경민 : 당장집에서나가라~~어후~~~
2020. 5. 15. 23:17, 정우 : 민아누나 존재감지림
2020. 5. 15. 23:17, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:18, 경민 : 근데진짜
2020. 5. 15. 23:18, 경민 : 정신병있다저정도면
2020. 5. 15. 23:18, 경민 : 이해가안가긴하네
2020. 5. 15. 23:18, 빠충 : 낯설다 순한맛헉피...
2020. 5. 15. 23:18, 정우 : ㅇㅈㅇㅈ
2020. 5. 15. 23:20, 경민 : 끝날때쯤되니까 정신들차리누
2020. 5. 15. 23:22, 부그뷰 : 집간다
2020. 5. 15. 23:23, 부그뷰 : 낼 한잔한다
2020. 5. 15. 23:23, 정우 : ㅊㅋㅊㅋ
2020. 5. 15. 23:24, 부그뷰 : 이제납땜이랑 케이스만만들면댐
2020. 5. 15. 23:26, 원준오빠 : ㅊㅋㅊㅋ
2020. 5. 15. 23:26, 원준오빠 : 납이랑
2020. 5. 15. 23:26, 원준오빠 : 수은이랑
2020. 5. 15. 23:26, 원준오빠 : 다른거지?
2020. 5. 15. 23:27, (알 수 없음) : 미친....
2020. 5. 15. 23:27, (알 수 없음) : 이태오씹새끼
2020. 5. 15. 23:27, 부그뷰 : 샵검색: #수은
2020. 5. 15. 23:27, 부그뷰 : 샵검색: #납
2020. 5. 15. 23:27, 원준오빠 : 맞아 수은은 15초 cc면역이야
2020. 5. 15. 23:27, 부그뷰 : 화학하나도몰라서 ㅋㅋㅋㅋㅋ
2020. 5. 15. 23:38, 경민 : 아역존예누
2020. 5. 15. 23:38, 경민 : 잘어울리누
2020. 5. 15. 23:41, (알 수 없음) : 이거근데
2020. 5. 15. 23:41, (알 수 없음) : 설마훈훈하게끝나누?
2020. 5. 15. 23:41, (알 수 없음) : 좆같을듯
2020. 5. 15. 23:41, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:41, 경민 : 이태오빼고
2020. 5. 15. 23:41, 경민 : 훔훈삘이누~
2020. 5. 15. 23:41, 경민 : 쀼주식 더 떡락하겠누~~~~
2020. 5. 15. 23:42, 경민 : 뒤통수 백만대는 쌔려줘야
2020. 5. 15. 23:42, 경민 : 반등하지않겠누?ㅠㅠ
2020. 5. 15. 23:48, (알 수 없음) : 아니 ㅅㅂ
2020. 5. 15. 23:48, (알 수 없음) : 절미야
2020. 5. 15. 23:48, (알 수 없음) : 왜 다시
2020. 5. 15. 23:48, (알 수 없음) : 같이있니
2020. 5. 15. 23:48, (알 수 없음) : 휴
2020. 5. 15. 23:49, 경민 : 코로난ㄷ
2020. 5. 15. 23:49, 경민 : 어딜가냐
2020. 5. 15. 23:49, 경민 : 샛기야
2020. 5. 15. 23:49, 경민 : !
2020. 5. 15. 23:49, 경민 : 근데 이해 가기듀 함
2020. 5. 15. 23:49, 경민 : 저나이쯤됐도
2020. 5. 15. 23:49, 경민 : 애더없으면
2020. 5. 15. 23:49, 경민 : 인생의덩밤자가
2020. 5. 15. 23:49, (알 수 없음) : 쟤는
2020. 5. 15. 23:49, 경민 : 쟤뿜아님
2020. 5. 15. 23:49, (알 수 없음) : 눈
2020. 5. 15. 23:49, (알 수 없음) : 저렇게뜨는거
2020. 5. 15. 23:49, 경민 : 애갖겠누
2020. 5. 15. 23:49, (알 수 없음) : 존나
2020. 5. 15. 23:49, (알 수 없음) : 쌉
2020. 5. 15. 23:49, (알 수 없음) : 변태같누
2020. 5. 15. 23:49, 경민 : 눈맞았누
2020. 5. 15. 23:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2020. 5. 15. 23:49, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:49, 경민 : 아오근ㄷ
2020. 5. 15. 23:49, 경민 : 여기남자들
2020. 5. 15. 23:50, 경민 : 다 바람피던사람들이라
2020. 5. 15. 23:50, 경민 : 키스나뽀뽀나
2020. 5. 15. 23:50, 경민 : 그런거하려하면왜케
2020. 5. 15. 23:50, 경민 : 더럽냐 ㅅㅂ
2020. 5. 15. 23:50, 경민 : 이입되누;
2020. 5. 15. 23:50, (알 수 없음) : 아니
2020. 5. 15. 23:50, (알 수 없음) : ㄹㅇ
2020. 5. 15. 23:50, (알 수 없음) : 그냥
2020. 5. 15. 23:50, (알 수 없음) : 다
2020. 5. 15. 23:50, (알 수 없음) : 받아주지말고
2020. 5. 15. 23:50, (알 수 없음) : 다이혼하고
2020. 5. 15. 23:50, (알 수 없음) : 끝내자
2020. 5. 15. 23:50, (알 수 없음) : ㅅㅂ
2020. 5. 15. 23:51, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 15. 23:51, (알 수 없음) : 지저분하게
2020. 5. 15. 23:51, 경민 : 나는
2020. 5. 15. 23:51, 경민 : 비서딸
2020. 5. 15. 23:51, 경민 : 맘이듬
2020. 5. 15. 23:51, 경민 : 맘에듦
2020. 5. 15. 23:51, 경민 : 똑부러지누
2020. 5. 15. 23:51, 경민 : 아니근ㄷ
2020. 5. 15. 23:51, 경민 : 키스안해줬다고바로감
2020. 5. 15. 23:51, 경민 : 아 내일 백만키로찌겠다 ㅅㅂ
2020. 5. 15. 23:51, 경민 : 링피트내일 3시간해야겠누
2020. 5. 15. 23:52, 경민 : 아니라면왜케
2020. 5. 15. 23:52, 경민 : 뿔었누
2020. 5. 15. 23:52, 경민 : 노맛이겠누
2020. 5. 15. 23:52, 경민 : 혼자먹는데누가앞접시함
2020. 5. 15. 23:52, 경민 : 설거지귀탆ㄷ
2020. 5. 15. 23:53, (알 수 없음) : 병걸렸나
2020. 5. 15. 23:53, (알 수 없음) : 뒤지누,,?
2020. 5. 15. 23:53, 경민 : 아니라면먹을ㅋ가
2020. 5. 15. 23:53, 경민 : 맛잇겟누
2020. 5. 15. 23:53, 경민 : 코로나걸렷나봄
2020. 5. 15. 23:53, 경민 : 준영이는
2020. 5. 15. 23:54, 경민 : 제정신으로 듈아왔나봄
2020. 5. 15. 23:54, (알 수 없음) : 아덜내미
2020. 5. 15. 23:54, (알 수 없음) : 간만에
2020. 5. 15. 23:54, (알 수 없음) : 제정신됐네
2020. 5. 15. 23:54, (알 수 없음) : ㅅㅂ
2020. 5. 15. 23:54, 경민 : ㅇㅇ;;ㄹㅇ
2020. 5. 15. 23:54, 경민 : 제정신이누
2020. 5. 15. 23:54, 경민 : 왠일로
2020. 5. 15. 23:54, 경민 : 아니근데 ㄹㅇ
2020. 5. 15. 23:55, 경민 : 해피해피삘이누
2020. 5. 15. 23:55, 경민 : 뒤통수쳐달라누ㅠ
2020. 5. 15. 23:55, 경민 : 노을이인성
2020. 5. 15. 23:55, 경민 : 개좋누

2020년 5월 16일 토요일
2020. 5. 16. 00:00, (알 수 없음) : ㅁㅊ
2020. 5. 16. 00:00, (알 수 없음) : ㅋㅋㅋㅋㅋ상간녀가
2020. 5. 16. 00:00, (알 수 없음) : 상간녀래
2020. 5. 16. 00:00, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:00, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋ미친
2020. 5. 16. 00:01, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:01, (알 수 없음) : 존나통쾌
2020. 5. 16. 00:02, 경민 : 여다경정신못차렸누
2020. 5. 16. 00:02, (알 수 없음) : ㄹㅇ
2020. 5. 16. 00:02, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:02, 경민 : 아니
2020. 5. 16. 00:02, (알 수 없음) : 아 김희애
2020. 5. 16. 00:02, 경민 : 라먄
2020. 5. 16. 00:02, (알 수 없음) : 우아하게
2020. 5. 16. 00:02, (알 수 없음) : 쳐패네
2020. 5. 16. 00:02, 경민 : 글이고싶어
2020. 5. 16. 00:02, (알 수 없음) : 고급져
2020. 5. 16. 00:03, (알 수 없음) : 집
2020. 5. 16. 00:03, (알 수 없음) : 구조까지보여줄려고
2020. 5. 16. 00:03, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:03, (알 수 없음) : 지긴다
2020. 5. 16. 00:03, 경민 : 아니근데
2020. 5. 16. 00:03, 경민 : 이쯤되면
2020. 5. 16. 00:03, 경민 : ㄱㅁ희애한테
2020. 5. 16. 00:03, 경민 : 거맙다고해야할판
2020. 5. 16. 00:03, 경민 : ㅅㅂ
2020. 5. 16. 00:04, (알 수 없음) : 다경이정신못차리큰데
2020. 5. 16. 00:04, (알 수 없음) : ㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:06, (알 수 없음) : 아이저건
2020. 5. 16. 00:06, 경민 : 아니
2020. 5. 16. 00:06, (알 수 없음) : 갖다붙엿네
2020. 5. 16. 00:06, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:06, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:06, 경민 : ㅇㅈ
2020. 5. 16. 00:06, (알 수 없음) : 갑자기개터졋네
2020. 5. 16. 00:06, (알 수 없음) : 저건아니지
2020. 5. 16. 00:06, 경민 : ㅇㅈㅇㅈ
2020. 5. 16. 00:06, 경민 : 아니걍
2020. 5. 16. 00:06, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:06, 경민 : 어이없는데
2020. 5. 16. 00:07, 경민 : 왜저남자한테 매달리누?
2020. 5. 16. 00:07, 경민 : 결혼안해서 이해안가는건가
2020. 5. 16. 00:07, 경민 : ;;
2020. 5. 16. 00:07, (알 수 없음) : ㄹㅇ
2020. 5. 16. 00:07, (알 수 없음) : 흠
2020. 5. 16. 00:08, (알 수 없음) : 이러
2020. 5. 16. 00:08, (알 수 없음) : 이거
2020. 5. 16. 00:08, (알 수 없음) : 비혼조장드라마
2020. 5. 16. 00:08, (알 수 없음) : 백퍼다
2020. 5. 16. 00:08, (알 수 없음) : ㅅㅂ
2020. 5. 16. 00:09, (알 수 없음) : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2020. 5. 16. 00:09, 경민 : 쌉ㅇㅈ
2020. 5. 16. 00:09, 경민 : 근데이거우선
2020. 5. 16. 00:09, 경민 : 비현실적임
2020. 5. 16. 00:09, (알 수 없음) : ㅅ근ㄷ
2020. 5. 16. 00:09, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ부자에예쁜여자가
2020. 5. 16. 00:09, 경민 : 왜
2020. 5. 16. 00:09, (알 수 없음) : 반응너무웃김
2020. 5. 16. 00:09, 경민 : 유부남좋아함?
2020. 5. 16. 00:09, 경민 : 노이해
2020. 5. 16. 00:09, (알 수 없음) : ㄹㅇ
