Talk_2021.8.24 13:11-81.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 3월 21일 일요일
2021. 3. 21. 19:27, abyss오재 : 미텻음어제꺼보고잇음?
2021. 4. 18. 16:47, 원준오빠 : 휴
2021. 4. 18. 16:48, 정우 : 오 다행
2021. 4. 18. 16:49, 원준오빠 : ㄱㅅㄱㅅ
2021. 4. 18. 16:49, 원준오빠 : 막막했는디 다행
2021. 4. 18. 16:56, 정우 : 그러게ㄹㅇ다행이네
2021. 4. 18. 16:56, 정우 : 아 가구보는데
2021. 4. 18. 16:56, 정우 : 존나사고싶다
2021. 4. 18. 16:56, 정우 : 괜히왔다
2021. 4. 18. 16:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 17:06, 원준오빠 : 오
2021. 4. 18. 17:06, 원준오빠 : ㄱㄱ
2021. 4. 18. 17:06, 원준오빠 : woobar
2021. 4. 18. 17:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 17:11, 정우 : 돈좀만벌고
2021. 4. 18. 17:11, 정우 : 해봄
2021. 4. 18. 17:15, 원준오빠 : 기대하고있겠숨
2021. 4. 18. 17:16, 원준오빠 : 김진호랑 재재랑
2021. 4. 18. 17:17, 원준오빠 : 남매같지않음?
2021. 4. 18. 18:26, 정우 : 오 약간
2021. 4. 18. 18:51, 원준오빠 : 아 저녁
2021. 4. 18. 18:51, 원준오빠 : ㅁ ㅓ먹지
2021. 4. 18. 19:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 19:29, 정우 : 뭐먹음
2021. 4. 18. 19:52, 원준오빠 : 집밥먹음
2021. 4. 18. 19:52, 원준오빠 : 대조맛
2021. 4. 18. 19:52, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 19:57, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 19:57, 정우 : ㅇㅈ
2021. 4. 18. 19:57, 정우 : 본가 엄마밥
2021. 4. 18. 19:57, 정우 : 먹고싶다
2021. 4. 18. 20:01, 원준오빠 : 난 근데
2021. 4. 18. 20:01, 원준오빠 : 내가ㅜ차린 밥이었늠
2021. 4. 18. 20:01, 원준오빠 : 원준밥 드실?
2021. 4. 18. 20:06, 정우 : 원준밥 좋지
2021. 4. 18. 21:06, 정우 : 아 주말내내 혼자있으니까
2021. 4. 18. 21:06, 정우 : 좀 외롭네
2021. 4. 18. 21:07, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:07, 정우 : 오재훈이 왜그렇게 불러댔는지 조금은 알거같기도하다
2021. 4. 18. 21:07, 정우 : 이모티콘 
2021. 4. 18. 21:13, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:13, 경민 : 이정우
2021. 4. 18. 21:13, 경민 : 부르면바로간다
2021. 4. 18. 21:14, 경민 : 원듄밥도머굴래
2021. 4. 18. 21:14, 경민 : ~!~!~!~!~!
2021. 4. 18. 21:21, 양우성 : ㄹㅇ 외로움 ㅠ
2021. 4. 18. 21:21, 양우성 : 대전살이 외롭누
2021. 4. 18. 21:21, 양우성 : ㅠ
2021. 4. 18. 21:22, 양우성 : 그래서 어재훈 복귀파티가 언제라고?
2021. 4. 18. 21:22, 양우성 : 정우생파는 3주남앗네
2021. 4. 18. 21:30, 정우 : 오재훈아마 금요일일걸
2021. 4. 18. 21:30, 정우 : 나오고 얘기해봐야함
2021. 4. 18. 21:30, 정우 : 하 이번주는 코로나때뭄에 그런거라
2021. 4. 18. 21:31, 정우 : 존나개같네 시바
2021. 4. 18. 21:39, 정우 : 아니
2021. 4. 18. 21:39, 정우 : 여기 코노 2곡에1000원ㅇ여서
2021. 4. 18. 21:39, 정우 : 무슨 강남이야?할라그랬는ㄷ
2021. 4. 18. 21:39, 정우 : 강남이야
2021. 4. 18. 21:39, 정우 : 시바
2021. 4. 18. 21:39, 정우 : 촌동네가 뭐이리비싸
2021. 4. 18. 21:39, 정우 : 아ㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏㅏ
2021. 4. 18. 21:42, 양우성 : ㄹㅇ 사람이없어서 가격올렷나
2021. 4. 18. 21:50, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:50, 원준오빠 : 맞네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:51, 원준오빠 : 개비싸네 개오바여
2021. 4. 18. 21:51, 원준오빠 : 오재 전역-4일이네 ㅁㅊ
2021. 4. 18. 21:52, 정우 : 아진짜 개오바야
2021. 4. 18. 21:52, 정우 : 근데 코노2곡천원도 개오반데
2021. 4. 18. 21:52, 정우 : 이게더 개오바
2021. 4. 18. 21:52, 정우 : ㅡㅡ
2021. 4. 18. 21:52, 정우 : 왜벌써기어나와
2021. 4. 18. 21:54, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:54, 원준오빠 : 나 이거
2021. 4. 18. 21:54, 원준오빠 : 독립결정 직전에
2021. 4. 18. 21:54, 원준오빠 : 갑자기 확 느껴져서
2021. 4. 18. 21:55, 원준오빠 : 독립취소한것도있음
2021. 4. 18. 21:55, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 21:55, 원준오빠 : 아나 자야지
2021. 4. 18. 22:01, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 18. 22:01, 정우 : 아근데진짜
2021. 4. 18. 22:02, 정우 : 금밤~일밤동안 아무도안만나서그런가봐
2021. 4. 18. 22:02, 정우 : ㅠ

2021년 4월 19일 월요일
2021. 4. 19. 07:34, 정우 : ㅎㅇㅎㅇ
2021. 4. 19. 07:35, 원준오빠 : ㅎㅇㅎㅇ
2021. 4. 19. 07:35, 원준오빠 : ㅇㅈㅇㅈ
2021. 4. 19. 07:35, 원준오빠 : 소개팅 물어줘야겠네..
2021. 4. 19. 07:37, 정우 : 이모티콘 
2021. 4. 19. 07:37, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 07:37, 정우 : 하
2021. 4. 19. 07:37, 정우 : 놀고먹고싶다
2021. 4. 19. 07:51, 원준오빠 : 로또사자
2021. 4. 19. 08:00, 정우 : 각
2021. 4. 19. 08:00, 정우 : ㅁㅊ
2021. 4. 19. 08:00, 정우 : 오늘부터
2021. 4. 19. 08:00, 정우 : 병장오재훈
2021. 4. 19. 08:00, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 08:01, 정우 : ㄹㅇ3일남았네
2021. 4. 19. 08:32, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 08:32, 원준오빠 : ㄹㅇ순삭이네
2021. 4. 19. 09:00, 원준오빠 : 종각출근 꿀잼이네
2021. 4. 19. 09:07, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 09:07, 경민 : 하
2021. 4. 19. 09:07, 경민 : 디질거같다
2021. 4. 19. 09:07, 경민 : 그래서혼자살면주밀에열심히
2021. 4. 19. 09:07, 경민 : 약속잡아야해이정ㅇ루
2021. 4. 19. 09:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 09:48, 정우 : ㄹㅇ
2021. 4. 19. 09:49, 정우 : 아니이번주원래 바쁠예정이엌ㅅ는데
2021. 4. 19. 09:49, 정우 : 코로나땜에
2021. 4. 19. 09:49, 정우 : ㅡㅡ
2021. 4. 19. 11:45, Sekwang Ludan : ㅋㅋㅋㅋ 아 미친 오후에 부대표님이랑 단둘이 미팅 나가느는데 내가 운전 못해서...
2021. 4. 19. 11:45, Sekwang Ludan : 얼마나 어색할까... 옆자리에서 ㅠㅠ
2021. 4. 19. 11:46, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 11:46, 정우 : 면허ㄱㄱ
2021. 4. 19. 11:46, 정우 : 안되나?
2021. 4. 19. 11:48, 빠충 : 무면허ㄱㄱ
2021. 4. 19. 11:48, Sekwang Ludan : ㅋㅋㅋㅋ 부대표님 차 긁어먹으면 회사생활 꼬이겠지??
2021. 4. 19. 11:48, 빠충 : ㄴㄴ
2021. 4. 19. 11:48, 빠충 : 차 부숴먹으면 꼬임
2021. 4. 19. 11:48, Sekwang Ludan : 수욜에 다른데 면접인데 바로 난민신청 각?
2021. 4. 19. 11:49, 부그뷰 : 빠충프사 bj같네
2021. 4. 19. 11:49, 부그뷰 : 요새 방송 안함?
2021. 4. 19. 11:50, Sekwang Ludan : ㅋㅋㅋㅋㅋ 유튜버도 아니고 비제이래
2021. 4. 19. 11:53, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 11:53, 정우 : 형 면접되게많이보네
2021. 4. 19. 11:53, 정우 : 아닌가 느낌인가
2021. 4. 19. 11:55, Sekwang Ludan : ㅋㅋㅋㅋ 되게 많이 보는거 맞아
2021. 4. 19. 11:56, Sekwang Ludan : ㅋㅋㅋ 재택근무때 타타탁
2021. 4. 19. 11:56, Sekwang Ludan : 근데 아직 된덴 없어
2021. 4. 19. 11:56, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 11:56, 정우 : 왜 저번에는
2021. 4. 19. 11:56, Sekwang Ludan : 저번주에 개발려서 좀 더 발리면 걍 딜로이트 다닐라고 ㅋㅋㅋ
2021. 4. 19. 11:56, 정우 : 붙어놓고도 안갔잖아
2021. 4. 19. 11:56, Sekwang Ludan : ㅋㅋㅋㅋ 거긴 그랬지 ㅠ
2021. 4. 19. 11:56, 정우 : ㅠ
2021. 4. 19. 11:56, 정우 : 쉽지않네
2021. 4. 19. 11:57, Sekwang Ludan : 가고싶은덴 쉽지 않고 쉬운덴 가기 싫은 그런거? ㅋㅋㅋㅋ
2021. 4. 19. 11:59, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 11:59, 정우 : ㅇㅈ
2021. 4. 19. 12:03, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 재택 끝나면 막 면접도 못다니니까
2021. 4. 19. 12:03, Sekwang Ludan : 요즘 바짝 시도해야지 ㅋㅋ
2021. 4. 19. 12:05, 정우 : 하 부럽다 재택
2021. 4. 19. 12:05, 정우 : 나도재택시켜줘
2021. 4. 19. 12:05, 정우 : 근데또 재택하면 나는 할거없긴한데
2021. 4. 19. 12:07, Sekwang Ludan : 확진 좀 더 많아지면 재택 강제하지 않을까?
2021. 4. 19. 12:07, Sekwang Ludan : ㅠㅠ 언제 끝나
2021. 4. 19. 12:08, 부그뷰 : 사람들 계속 놀러다니드만ㅋㅋㅋㅋ
2021. 4. 19. 12:08, 부그뷰 : 안끝나
2021. 4. 19. 12:08, 부그뷰 : 이제 감기화돼부려쓰
2021. 4. 19. 12:09, Sekwang Ludan : ㅋㅋㅋ 그니까
2021. 4. 19. 12:09, Sekwang Ludan : 어디서 자꾸 걸리지?
2021. 4. 19. 12:12, 정우 : 뭐 어디서든
2021. 4. 19. 12:12, 정우 : 걸리는거지
2021. 4. 19. 12:13, 정우 : 안전지대는없다ㄹㅇ
2021. 4. 19. 12:13, 정우 : 백신 다맞기전까진 안끝남
2021. 4. 19. 12:13, 정우 : 백신언제줘ㅅㅂ
2021. 4. 19. 12:17, Sekwang Ludan : ㅋㅋㅋㅋ 백신도 백신인데
2021. 4. 19. 12:17, Sekwang Ludan : 치료제 빨리!!
2021. 4. 19. 12:18, Sekwang Ludan : 치료제 구하기 쉬우면 ㄹㅇ 감기화 될듯
2021. 4. 19. 12:49, 정우 : 하 졸리다
2021. 4. 19. 12:49, 정우 : 집에가고싶다
2021. 4. 19. 12:49, 정우 : 술먹고싶다
2021. 4. 19. 12:49, 정우 : 놀고싶다
2021. 4. 19. 12:54, 양우성 : 치료제생기면 벌레엠티바로
2021. 4. 19. 12:54, 양우성 : 가고싶다
2021. 4. 19. 13:04, 원준오빠 : 야붕
2021. 4. 19. 13:04, 원준오빠 : 야붕네 회사 이름이 정확히 머지!?
2021. 4. 19. 13:56, 경민 : SK텔레콤
2021. 4. 19. 14:08, 원준오빠 : 오홍 조직도로 야붕 털어야징
2021. 4. 19. 14:08, 경민 : 엥
2021. 4. 19. 14:08, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:08, 원준오빠 : 호홍
2021. 4. 19. 14:08, 원준오빠 : 협력사로 옴
2021. 4. 19. 14:09, 경민 : 오오
2021. 4. 19. 14:09, 경민 : 글쿠만
2021. 4. 19. 14:09, 경민 : ㅋㅋㅋㅋㅋ
2021. 4. 19. 14:09, 경민 : 볼거없을ㄴ텐뎅
2021. 4. 19. 14:09, 경민 : ㅋㅋㅋ
2021. 4. 19. 14:11, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:11, 정우 : 와 두시넘었다
2021. 4. 19. 14:11, 정우 : 개꿀
2021. 4. 19. 14:11, 정우 : 오늘 회사에 사람존나적어서
2021. 4. 19. 14:11, 정우 : 너무좋다
2021. 4. 19. 14:11, 정우 : 조용하니
2021. 4. 19. 14:12, 원준오빠 : ㅊㅋㅊㅋ
2021. 4. 19. 14:12, 원준오빠 : 와 sk
2021. 4. 19. 14:12, 정우 : ㄱㅅㄱㅅ
2021. 4. 19. 14:12, 원준오빠 : 임시사윈증일뿐인데
2021. 4. 19. 14:12, 원준오빠 : 카페에서 알아서 10프로 할인 박아줌
2021. 4. 19. 14:12, 정우 : ㅁㅊ
2021. 4. 19. 14:12, 정우 : 역시
2021. 4. 19. 14:12, 정우 : 대기업
2021. 4. 19. 14:12, 원준오빠 : 아무말도안했는데
2021. 4. 19. 14:12, 원준오빠 : ㅅㅂ
2021. 4. 19. 14:12, 원준오빠 : 지렸다구
2021. 4. 19. 14:13, 정우 : 개좋다
2021. 4. 19. 14:13, 정우 : 나는 회사에서 내려먹는데
2021. 4. 19. 14:13, 정우 : 별로맛없어
2021. 4. 19. 14:13, 정우 : ㅠ
2021. 4. 19. 14:13, 정우 : 카페갈래
2021. 4. 19. 14:13, 원준오빠 : 역시 대기업 간지
2021. 4. 19. 14:13, 경민 : 엥
2021. 4. 19. 14:13, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:13, 경민 : 어디카페
2021. 4. 19. 14:13, 경민 : 10퍼임
2021. 4. 19. 14:13, 경민 : ㅋㅋㅋㅋㅋ
2021. 4. 19. 14:13, 원준오빠 : 투썸
2021. 4. 19. 14:13, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:13, 경민 : 투썸이어딧지
2021. 4. 19. 14:13, 원준오빠 : 후후
2021. 4. 19. 14:13, 원준오빠 : 청계천 건너면
2021. 4. 19. 14:14, 경민 : ㅏ아하
2021. 4. 19. 14:14, 경민 : 거기까지갈일이
2021. 4. 19. 14:14, 경민 : 엇ㅂㅅ어
2021. 4. 19. 14:14, 경민 : 회사뒤ㅔ에스벅이
2021. 4. 19. 14:14, 경민 : 잇거둔
2021. 4. 19. 14:14, 원준오빠 : 사진
2021. 4. 19. 14:14, 원준오빠 : 오호
2021. 4. 19. 14:14, 원준오빠 : 수벅도 할인해줌?
2021. 4. 19. 14:14, 경민 : 아니
2021. 4. 19. 14:14, 경민 : ㅋㅋㅋㅋ안해줄걸
2021. 4. 19. 14:14, 경민 : 근데사실커피는법ㅋ카로머거서
2021. 4. 19. 14:14, 경민 : 상관읍음
2021. 4. 19. 14:16, 원준오빠 : 대박
2021. 4. 19. 14:16, 원준오빠 : 복지 무엇
2021. 4. 19. 14:16, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:16, 경민 : 그냔ㅇ팀장님이법카로사조
2021. 4. 19. 14:43, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:43, 정우 : 아
2021. 4. 19. 14:43, 정우 : 졸리다
2021. 4. 19. 14:50, 원준오빠 : 아항
2021. 4. 19. 14:50, 원준오빠 : 오야붕 사번 털었디
2021. 4. 19. 14:50, 경민 : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:50, 경민 : ㅎㅇㅎㅇ
2021. 4. 19. 14:50, 원준오빠 : ㅎㅇㅎㅇ
2021. 4. 19. 14:50, 원준오빠 : 개발cell 팀
2021. 4. 19. 14:50, 원준오빠 : ㅎㅇㅎㅇ
2021. 4. 19. 14:50, 경민 : 마자
2021. 4. 19. 14:50, 경민 : 서비스플랫폼개발cell
2021. 4. 19. 14:50, 경민 : 오빠울회사올일
2021. 4. 19. 14:50, 경민 : 많움?!
2021. 4. 19. 14:51, 경민 : 밥한끼개꿀
2021. 4. 19. 14:51, 원준오빠 : 영풍문고로
2021. 4. 19. 14:51, 원준오빠 : 5개월 출근함
2021. 4. 19. 14:51, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 14:51, 원준오빠 : 밥 ㄱㄱ;;
2021. 4. 19. 14:51, 경민 : 개조와;
2021. 4. 19. 16:09, 빠충 : 아니 오늘
2021. 4. 19. 16:09, 빠충 : 월루네
2021. 4. 19. 16:09, 빠충 : 미팅 줄줄이 취소에
2021. 4. 19. 16:11, 경민 : 개굳
2021. 4. 19. 16:30, 정우 : 없을거같지만
2021. 4. 19. 16:30, 정우 : 사진
2021. 4. 19. 16:30, 정우 : 우리회사 사람구한대여
2021. 4. 19. 16:30, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 16:30, 경민 : zㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 16:31, 정우 : 근데 이렇게 써놓은거보니까 좀 양심없ㄱ니하네
2021. 4. 19. 16:31, 정우 : 오지마세요
2021. 4. 19. 16:35, 정우 : 아 대기업은 오지마시고
2021. 4. 19. 16:35, 정우 : 혹시 주변에 뭐라도 해야겠다하는사람있으면 보내세요
2021. 4. 19. 16:35, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 16:36, 정우 : 아싸 한시간도 안남았다
2021. 4. 19. 17:39, 정우 : ㅌㅌㄱㄸ
2021. 4. 19. 17:43, 경민 : ㅊㅋㅊㅋ
2021. 4. 19. 17:44, 정우 : ㄱㅅㄱㅅ
2021. 4. 19. 17:44, 이석준 : ㅊㅊ
2021. 4. 19. 17:44, 정우 : ㄱㅅ
2021. 4. 19. 17:44, 정우 : 하
2021. 4. 19. 17:44, 정우 : 술땡기네
2021. 4. 19. 17:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 17:44, 정우 : 인생
2021. 4. 19. 17:44, 경민 : 후나느어제
2021. 4. 19. 17:44, 정우 : 이모티콘 
2021. 4. 19. 17:44, 경민 : 너무마니머거서
2021. 4. 19. 17:44, 경민 : 힘들다
2021. 4. 19. 17:45, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 17:45, 경민 : 금요일에근데오재훈파티함?
2021. 4. 19. 17:45, 이석준 : 아
2021. 4. 19. 17:45, 정우 : 하지않음?
2021. 4. 19. 17:45, 정우 : 몰라
2021. 4. 19. 17:45, 경민 : ㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 17:45, 정우 : 오재훈 나와봐야
2021. 4. 19. 17:45, 정우 : 알듯
2021. 4. 19. 17:45, 이석준 : 이번주 과외가 줄줄이 미뤄진다
2021. 4. 19. 17:45, 경민 : 이번주시험기간이자ㅏㄴ
2021. 4. 19. 17:45, 정우 : 하면 장소는 우리집이다
2021. 4. 19. 17:45, 경민 : 굳
2021. 4. 19. 17:46, 경민 : 아잠와
2021. 4. 19. 17:46, 정우 : 잠ㄱ
2021. 4. 19. 17:46, 정우 : 하 오늘저녁은 뭐랑먹지
2021. 4. 19. 17:46, 정우 : 치킨너겟먹을까
2021. 4. 19. 17:47, 이석준 : 내가 추천한거 사봤음??
2021. 4. 19. 17:47, 정우 : ㄴㄴ
2021. 4. 19. 17:47, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 17:48, 이석준 : ;;
2021. 4. 19. 17:48, 정우 : ㅈㅅ;;;;
2021. 4. 19. 17:48, 정우 : 집에서 또 막
2021. 4. 19. 17:48, 정우 : 그렇게 많이는 안먹다보니
2021. 4. 19. 17:48, 정우 : 뭔가 잘 안사게됨
2021. 4. 19. 17:48, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 18:17, 빠충 : 퇴근때린다
2021. 4. 19. 18:35, 양우성 : ㅊㅋㅊㅋ
2021. 4. 19. 18:36, 양우성 : 멋져보인당
2021. 4. 19. 18:38, 양우성 : 언젠가 저쪽분야도 해보고시푸
2021. 4. 19. 18:47, 빠충 : 배고프다
2021. 4. 19. 19:10, 원준오빠 : ㅌㅌㅅ
2021. 4. 19. 19:10, 원준오빠 : ㅌㅌㄱ
2021. 4. 19. 19:10, 경민 : ㅊㅋㅊㅋ
2021. 4. 19. 19:10, 경민 : 오빠
2021. 4. 19. 19:10, 경민 : 도지코인
2021. 4. 19. 19:10, 경민 : 떢상햇더만
2021. 4. 19. 19:10, 경민 : ;
2021. 4. 19. 19:10, 원준오빠 : ㄱㅅㄱㅅ
2021. 4. 19. 19:10, 경민 : 530이던데
2021. 4. 19. 19:10, 원준오빠 : 엥
2021. 4. 19. 19:11, 원준오빠 : ㅁㅊ
2021. 4. 19. 19:11, 원준오빠 : 550;
2021. 4. 19. 19:13, 양우성 : 아숩다 ㅠ
2021. 4. 19. 19:13, 원준오빠 : 오재 덕에 한달 밥값 버네
2021. 4. 19. 19:13, 경민 : 오재훈은
2021. 4. 19. 19:13, 양우성 : 삿어야햇눈데
2021. 4. 19. 19:13, 경민 : 몇퍼냐;;진짜다박
2021. 4. 19. 19:13, 경민 : ㅋㅋㅋ
2021. 4. 19. 19:13, 양우성 : 어재나오자마자
2021. 4. 19. 19:13, 양우성 : 한턱하라해야겠다
2021. 4. 19. 19:13, 원준오빠 : 한 백만원 벟었겠는데
2021. 4. 19. 19:15, 원준오빠 : 20정도 넣은거같으니
2021. 4. 19. 19:19, 경민 : 8배쯤본고아님
2021. 4. 19. 19:19, 경민 : 160
2021. 4. 19. 19:19, 경민 : 댓겟누그러면
2021. 4. 19. 19:19, 원준오빠 : 아 걔는 나보다 쌀때 샀나?
2021. 4. 19. 19:19, 원준오빠 : 지기누
2021. 4. 19. 19:19, 경민 : 66원에삼
2021. 4. 19. 19:22, 원준오빠 : 내가 80에 삼
2021. 4. 19. 19:23, 원준오빠 : 엥 지금65000임
2021. 4. 19. 19:23, 원준오빠 : 미쳤네
2021. 4. 19. 19:23, 원준오빠 : 200ㅎㅇ
2021. 4. 19. 19:24, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:24, 경민 : ㅁㅊ
2021. 4. 19. 19:24, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:24, 경민 : 군대가서
2021. 4. 19. 19:24, 경민 : 개이득밧누
2021. 4. 19. 19:24, 양우성 : 군대잘갓누;;
2021. 4. 19. 19:24, 원준오빠 : 하
2021. 4. 19. 19:24, 원준오빠 : 구나저나
2021. 4. 19. 19:25, 재환오빠 : 사진
2021. 4. 19. 19:25, 재환오빠 : 샵검색 : #530/66.7
2021. 4. 19. 19:25, 경민 : ㅁㅊ
2021. 4. 19. 19:25, 재환오빠 : 샵검색 : #234887*7.946
2021. 4. 19. 19:26, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:26, 경민 : 개웃겨
2021. 4. 19. 19:26, 원준오빠 : 회계산줄
2021. 4. 19. 19:26, 재환오빠 : ㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:29, 양우성 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:46, 정우 : ㅁㅊ186만원
2021. 4. 19. 19:46, 정우 : 오재훈 잘먹을게
2021. 4. 19. 19:46, 정우 : 이모티콘 
2021. 4. 19. 19:47, 양우성 : ㅁㅊ
2021. 4. 19. 19:47, 원준오빠 : 동영상
2021. 4. 19. 19:47, 원준오빠 : 와나 이어폰 넣을라고 가방 뒤진건데
2021. 4. 19. 19:47, 원준오빠 : 뭐 주는줄알고 와르르 옴
2021. 4. 19. 19:47, 원준오빠 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:48, 경민 : ㅋㅋㅋ졸귀
2021. 4. 19. 19:49, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 4. 19. 19:49, 정우 : ㄹㅇ
2021. 4. 19. 19:49, 정우 : 졸긔
2021. 4. 19. 19:49, 정우 : 졸귀
2021. 4. 19. 20:01, 양우성 : 다들 초롱초롱해 ㅠ
2021. 4. 19. 20:14, 부그뷰 : ㅌㄱ
