Talk_2021.8.24 13:11-85.txt
저장한 날짜 : 2021. 8. 24. 13:13



2021년 6월 24일 목요일
2021. 6. 24. 22:35, abyss오재 : 일단 얼찜먼저한다
2021. 7. 9. 07:05, abyss오재 : ㅇㅋㄷㅋ
2021. 7. 9. 07:05, abyss오재 : 뭐싸야함근대
2021. 7. 9. 07:05, 정우 : 몰라
2021. 7. 9. 07:05, abyss오재 : 나근데
2021. 7. 9. 07:06, abyss오재 : 집라인못탈어같아
2021. 7. 9. 07:06, abyss오재 : 너무무서워
2021. 7. 9. 07:06, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:06, abyss오재 : ㅅㅂ ㅠ
2021. 7. 9. 07:06, 정우 : 옷 속옷 씻을거
2021. 7. 9. 07:06, abyss오재 : 씻응건
2021. 7. 9. 07:06, abyss오재 : 잇지낞나
2021. 7. 9. 07:06, abyss오재 : 양치만
2021. 7. 9. 07:06, abyss오재 : 챙겨가야지난
2021. 7. 9. 07:07, 정우 : ㅇㅇ그런거
2021. 7. 9. 07:07, abyss오재 : 아하
2021. 7. 9. 07:07, abyss오재 : 가릿다리가릿다
2021. 7. 9. 07:09, abyss오재 : 아배아파
2021. 7. 9. 07:09, abyss오재 : 어제좀매운거먹엇더니
2021. 7. 9. 07:09, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:09, abyss오재 : 진짜매운거금지!
2021. 7. 9. 07:09, abyss오재 : 금지할거개만아
2021. 7. 9. 07:09, abyss오재 : 사진
2021. 7. 9. 07:09, abyss오재 : 킹쁘네생각나내
2021. 7. 9. 07:11, abyss오재 : 잠시볼게잇어서공유좀할게
2021. 7. 9. 07:11, abyss오재 : 샵검색 : #데이식스 엠카
2021. 7. 9. 07:12, abyss오재 : 샵검색 : #데이식스 엠카
2021. 7. 9. 07:12, abyss오재 : 귯
2021. 7. 9. 07:15, 정우 : ;;;;;;;;;;
2021. 7. 9. 07:15, abyss오재 : ;;;
2021. 7. 9. 07:16, abyss오재 : 뚫고지나가요~~~~~~~~~~
2021. 7. 9. 07:16, abyss오재 : 더이상은걷잡을수업이
2021. 7. 9. 07:16, abyss오재 : 근데그래서
2021. 7. 9. 07:16, abyss오재 : 한잗훈핮테말걸려고
2021. 7. 9. 07:16, abyss오재 : 카톡캰봣는데
2021. 7. 9. 07:16, abyss오재 : 데이식스노래골라놧길래
2021. 7. 9. 07:16, abyss오재 : 내적친밀감느끼는중
2021. 7. 9. 07:16, abyss오재 : 혼자어케생각함
2021. 7. 9. 07:18, 정우 : 이모티콘 
2021. 7. 9. 07:19, abyss오재 : 이게인맥인가요
2021. 7. 9. 07:20, 정우 : 이모티콘 
2021. 7. 9. 07:20, abyss오재 : 씬한
2021. 7. 9. 07:20, abyss오재 : 라이프춤추는애
2021. 7. 9. 07:20, abyss오재 : 가상인뭉이아매
2021. 7. 9. 07:21, abyss오재 : 이라매
2021. 7. 9. 07:21, abyss오재 : 샵검색 : #신한라이프 광고모델
2021. 7. 9. 07:21, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:21, 경민 : ㅎㅇ
2021. 7. 9. 07:21, 경민 : 이모티콘 
2021. 7. 9. 07:23, 정우 : ㅎㅇㅎㅇ
2021. 7. 9. 07:24, abyss오재 : ㅎㅇㅎㅇ
2021. 7. 9. 07:24, abyss오재 : 일데이식스때리고왓음
2021. 7. 9. 07:25, 정우 : 출근ㅇ나하셈
2021. 7. 9. 07:25, abyss오재 : 샤워준비중
2021. 7. 9. 07:25, 경민 : ㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:25, 경민 : 오늘출발하냐너네
2021. 7. 9. 07:25, abyss오재 : 낼
2021. 7. 9. 07:25, 정우 : ㄴㄴ
2021. 7. 9. 07:25, 정우 : 오늘은
2021. 7. 9. 07:25, 정우 : 예열
2021. 7. 9. 07:25, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:26, abyss오재 : 김경민
2021. 7. 9. 07:26, abyss오재 : 집라인같은거
2021. 7. 9. 07:26, abyss오재 : 탈수잇음?
2021. 7. 9. 07:26, abyss오재 : 짚라인?
2021. 7. 9. 07:26, 경민 : 탈수
2021. 7. 9. 07:26, 경민 : 잇을거가튼데
2021. 7. 9. 07:26, abyss오재 : 오쒸
2021. 7. 9. 07:26, abyss오재 : ㅠ
2021. 7. 9. 07:26, 경민 : 상쾌할듯;
2021. 7. 9. 07:26, abyss오재 : 나만못타겟는거군
2021. 7. 9. 07:26, abyss오재 : ㅅㅂ
2021. 7. 9. 07:26, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:27, abyss오재 : 뚫고지나가요
2021. 7. 9. 07:27, abyss오재 : 들으면서타면
2021. 7. 9. 07:27, 경민 : 이모티콘 
2021. 7. 9. 07:27, abyss오재 : 상쾌하겟다
2021. 7. 9. 07:27, 경민 : 이모티콘 
2021. 7. 9. 07:27, abyss오재 : 하늘뚫고지나가요오
2021. 7. 9. 07:27, 경민 : 파댕이너무귀엉오
2021. 7. 9. 07:27, abyss오재 : 이모티콘 
2021. 7. 9. 07:27, 경민 : 아니비또조지게오네
2021. 7. 9. 07:27, abyss오재 : 이제알앗다니
2021. 7. 9. 07:27, 경민 : 이모티콘 
2021. 7. 9. 07:27, abyss오재 : 지금남부
2021. 7. 9. 07:27, 경민 : 이모티콘 
2021. 7. 9. 07:27, abyss오재 : 개조지고잇다매(;
2021. 7. 9. 07:27, 경민 : ㅇㅇ
2021. 7. 9. 07:27, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:27, 경민 : 와나돈
2021. 7. 9. 07:27, 경민 : 닐주일동안
2021. 7. 9. 07:27, abyss오재 : ㄹㅇ며칠내내개조지는거같던데
2021. 7. 9. 07:27, 경민 : 한푼고안씀
2021. 7. 9. 07:27, 경민 : 개꿀
2021. 7. 9. 07:27, abyss오재 : 쥐기데🐀🐀
2021. 7. 9. 07:28, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:28, 정우 : 부럽가
2021. 7. 9. 07:28, 정우 : 아니서울은
2021. 7. 9. 07:28, 정우 : 왜비온다면서 계속안옴
2021. 7. 9. 07:28, 정우 : ?
2021. 7. 9. 07:28, abyss오재 : 그러게
2021. 7. 9. 07:29, abyss오재 : 사진
2021. 7. 9. 07:29, abyss오재 : ㄱㄱㅁ 다지르셈
2021. 7. 9. 07:29, 정우 : ㅁㅊ
2021. 7. 9. 07:29, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:29, 정우 : 난 5개밖에없는대
2021. 7. 9. 07:30, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:30, abyss오재 : 아
2021. 7. 9. 07:30, abyss오재 : 한번만더보고씻어야지
2021. 7. 9. 07:30, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:30, 경민 : ㅈㄴ많네
2021. 7. 9. 07:30, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:30, 경민 : 27500(
2021. 7. 9. 07:30, 경민 : 근데
2021. 7. 9. 07:30, 경민 : 웃긴거말하기가능
2021. 7. 9. 07:30, 경민 : ;
2021. 7. 9. 07:30, abyss오재 : ㄱ
2021. 7. 9. 07:30, 경민 : 아니웃긴건아닌데
2021. 7. 9. 07:30, 경민 : 내졸업생카톡방
2021. 7. 9. 07:31, 경민 : 드가잇다그랫자나
2021. 7. 9. 07:31, abyss오재 : 그러나
2021. 7. 9. 07:31, 경민 : 거기서도말개조지게하거든근데
2021. 7. 9. 07:31, abyss오재 : ㅇㅇ
2021. 7. 9. 07:31, 경민 : ㅇㅇ
2021. 7. 9. 07:31, abyss오재 : 그럼나도초대좀
2021. 7. 9. 07:31, abyss오재 : 구경만할게
2021. 7. 9. 07:31, 경민 : 나이랑이런거는나와잇어서
2021. 7. 9. 07:31, 경민 : 지금사람곽참
2021. 7. 9. 07:31, 경민 : 근데
2021. 7. 9. 07:31, abyss오재 : ㅇㅇ
2021. 7. 9. 07:31, 경민 : 거기나랑
2021. 7. 9. 07:31, abyss오재 : ㅠ
2021. 7. 9. 07:31, 경민 : 동기잇ㅇ더라고;근데
2021. 7. 9. 07:31, 경민 : 갑자기
2021. 7. 9. 07:31, 경민 : 나누군지알거같다는고암
2021. 7. 9. 07:31, 경민 : 임
2021. 7. 9. 07:31, 경민 : 그래서
2021. 7. 9. 07:31, abyss오재 : ㅇㅇ
2021. 7. 9. 07:31, 경민 : 어픈카톡이
2021. 7. 9. 07:31, 경민 : 1:1도되더라고그래서
2021. 7. 9. 07:31, 경민 : 말것ㅇ럿느데
2021. 7. 9. 07:31, 경민 : 누군지들킴
2021. 7. 9. 07:31, 경민 : ;
2021. 7. 9. 07:31, 경민 : 이상
2021. 7. 9. 07:32, 경민 : ㅅㅂ
2021. 7. 9. 07:32, 경민 : 난지어케알앗지
2021. 7. 9. 07:32, abyss오재 : 개웃기네
2021. 7. 9. 07:32, 경민 : ㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌㅌ
2021. 7. 9. 07:32, abyss오재 : 걘누구임
2021. 7. 9. 07:32, 경민 : 걘
2021. 7. 9. 07:32, 경민 : 이름은아는데
2021. 7. 9. 07:32, 경민 : 말한번도
2021. 7. 9. 07:32, 경민 : 안해본애임
2021. 7. 9. 07:32, 경민 : 거기수학과도만ㄹ던데
2021. 7. 9. 07:32, abyss오재 : 극혐이네
2021. 7. 9. 07:32, abyss오재 : 거름
2021. 7. 9. 07:32, 경민 : 서로근데말한번도안해봄
2021. 7. 9. 07:32, 경민 : 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:32, 경민 : 개웃
2021. 7. 9. 07:32, 경민 : 나이가근데다다름너보다후배일걸
2021. 7. 9. 07:32, abyss오재 : 그럼한명도모를듯
2021. 7. 9. 07:32, abyss오재 : ㅎㅋ
2021. 7. 9. 07:33, 경민 : ㄱ심ㄱ심할때거기서얘기하면재밋암
2021. 7. 9. 07:33, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:33, 경민 : 세상엔정말다양한사람들이앗더라고
2021. 7. 9. 07:33, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:33, 정우 : 진짜
2021. 7. 9. 07:33, 정우 : 내려가서 개심심한가보네
2021. 7. 9. 07:33, 경민 : ㅎ
2021. 7. 9. 07:33, 경민 : 근데다들
2021. 7. 9. 07:33, 경민 : 뭐랄까
2021. 7. 9. 07:33, 경민 : ㅇ교양넘친다해야대나;
2021. 7. 9. 07:33, 경민 : 취미가다들잇눈데
2021. 7. 9. 07:33, abyss오재 : 우리도
2021. 7. 9. 07:33, 경민 : 멋져보이더라;;
2021. 7. 9. 07:33, abyss오재 : 넘치지않나?
2021. 7. 9. 07:34, 경민 : 우리는술밖에
2021. 7. 9. 07:34, 경민 : 안먹지ㅏㄴ아
2021. 7. 9. 07:34, abyss오재 : 아닌데
2021. 7. 9. 07:34, 정우 : 아닌데
2021. 7. 9. 07:34, 경민 : ㅇㅋ
2021. 7. 9. 07:34, abyss오재 : 롤체더하고
2021. 7. 9. 07:34, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ
2021. 7. 9. 07:34, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:34, abyss오재 : 노래도부르고
2021. 7. 9. 07:34, 정우 : 축구도하고
2021. 7. 9. 07:34, abyss오재 : 공부도하고
2021. 7. 9. 07:34, 경민 : ㅇㅋㅇㅋ
2021. 7. 9. 07:34, 경민 : 나만
2021. 7. 9. 07:34, 경민 : 그런가보뮤
2021. 7. 9. 07:34, 빠충 : 일도하고
2021. 7. 9. 07:34, 경민 : 난요새롤체랑카톡밖에안함,.,
2021. 7. 9. 07:34, 경민 : 오시바오늘1시
2021. 7. 9. 07:34, abyss오재 : 그럼
2021. 7. 9. 07:34, 경민 : 방탄나온다
2021. 7. 9. 07:34, abyss오재 : 노래부르셈
2021. 7. 9. 07:34, 경민 : 개꿍
2021. 7. 9. 07:35, abyss오재 : 노래 ㄱ
2021. 7. 9. 07:35, 정우 : 11시에 거리두기나온다
2021. 7. 9. 07:35, 정우 : ㅅㅂ
2021. 7. 9. 07:35, abyss오재 : 두구두구두
2021. 7. 9. 07:35, abyss오재 : 사단계겟지
2021. 7. 9. 07:35, 정우 : 4단계하겠지
2021. 7. 9. 07:35, abyss오재 : 존나추세가
2021. 7. 9. 07:35, abyss오재 : 도라이
2021. 7. 9. 07:35, 경민 : 사단뎨대삘
2021. 7. 9. 07:35, abyss오재 : ㅅㅂ
2021. 7. 9. 07:35, abyss오재 : 짜증
2021. 7. 9. 07:35, 정우 : 아니근데
2021. 7. 9. 07:35, 정우 : 치명률도 존나낮다며
2021. 7. 9. 07:35, 경민 : 글킨한데너무
2021. 7. 9. 07:35, abyss오재 : 근데
2021. 7. 9. 07:35, abyss오재 : 관리해도욕먹고
2021. 7. 9. 07:35, 정우 : 아몰라 알아서하라그래 시발 ㅈ같은
2021. 7. 9. 07:35, abyss오재 : 안해도욕먹알거면
2021. 7. 9. 07:35, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:35, abyss오재 : 해놓고
2021. 7. 9. 07:36, abyss오재 : 먹는게
2021. 7. 9. 07:36, abyss오재 : 뒤에낫지않을까
2021. 7. 9. 07:36, 경민 : 똑똑하노
2021. 7. 9. 07:36, abyss오재 : 안하고욕먹으면50년동안
2021. 7. 9. 07:36, abyss오재 : 욕처먹거든
2021. 7. 9. 07:36, 정우 : 아니그니까
2021. 7. 9. 07:36, 정우 : 처음관리할때 빡세게할것이지
2021. 7. 9. 07:36, 정우 : 왜계속 간보기하다 이지경까지
2021. 7. 9. 07:36, 정우 : 협조해줄때하지 병신같은것들이
2021. 7. 9. 07:36, abyss오재 : 엥
2021. 7. 9. 07:36, abyss오재 : 그건ㄹ좀
2021. 7. 9. 07:37, 정우 : 아물론 내생각
2021. 7. 9. 07:37, abyss오재 : 전세계적으로방역잘햇다
2021. 7. 9. 07:37, abyss오재 : 순위권인디
2021. 7. 9. 07:37, abyss오재 : 이제
2021. 7. 9. 07:37, abyss오재 : 시기상
2021. 7. 9. 07:37, abyss오재 : 어쩔수업다
2021. 7. 9. 07:37, abyss오재 : 시발
2021. 7. 9. 07:37, abyss오재 : 좆같은중국
2021. 7. 9. 07:37, abyss오재 : 없애
2021. 7. 9. 07:37, abyss오재 : 아니근뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:37, abyss오재 : 학교가면
2021. 7. 9. 07:37, abyss오재 : 존나웃긴책
2021. 7. 9. 07:37, abyss오재 : 꽂혀있음
2021. 7. 9. 07:37, abyss오재 : 물론내용이뭔지모르겟는데
2021. 7. 9. 07:37, abyss오재 : 제목존나자극적
2021. 7. 9. 07:37, abyss오재 : 샵검색 : #중국은가짜다
2021. 7. 9. 07:37, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:38, abyss오재 : ㅅㅂ 마이너스일원은
2021. 7. 9. 07:38, abyss오재 : 또뭔데
2021. 7. 9. 07:38, 경민 : ㅅㅂ
2021. 7. 9. 07:38, abyss오재 : 존나줘도안산다
2021. 7. 9. 07:38, abyss오재 : 이거네
2021. 7. 9. 07:38, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:38, 경민 : 님들그거앎
2021. 7. 9. 07:38, 경민 : 홍익문고거
2021. 7. 9. 07:38, abyss오재 : 마이너스일원 ㅅㅂ
2021. 7. 9. 07:38, 경민 : 안망하는이유
2021. 7. 9. 07:38, abyss오재 : 뭐임
2021. 7. 9. 07:38, 경민 : 거기맥날도
2021. 7. 9. 07:38, 경민 : 망햇자나
2021. 7. 9. 07:38, 경민 : 근데
2021. 7. 9. 07:38, abyss오재 : 근데저책이왜학교한가운데꽂혀잇는지모르겍네
2021. 7. 9. 07:38, abyss오재 : ㅇㅇ
2021. 7. 9. 07:38, 경민 : 홍익문고가안망하는이유는
2021. 7. 9. 07:38, 경민 : 홍익문고가그건물 검물주래
2021. 7. 9. 07:38, 빠충 : 건물주
2021. 7. 9. 07:38, 경민 : 그래서안망하는거래 ㅅㅂ
2021. 7. 9. 07:38, abyss오재 : 아
2021. 7. 9. 07:38, abyss오재 : 대박
2021. 7. 9. 07:38, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:38, abyss오재 : ㅎ,;,
2021. 7. 9. 07:39, 경민 : ㅈㄴ느끼은근처
2021. 7. 9. 07:39, 경민 : 대학생들이
2021. 7. 9. 07:39, 경민 : 먹여살리는줄알앗더만
2021. 7. 9. 07:39, 경민 : 건물주래;
2021. 7. 9. 07:39, 빠충 : 씁쓸
2021. 7. 9. 07:39, abyss오재 : 개부럽네
2021. 7. 9. 07:39, abyss오재 : ㅎ
2021. 7. 9. 07:39, 경민 : 어제그카톡방에서
2021. 7. 9. 07:39, 경민 : 배움
2021. 7. 9. 07:39, 경민 : ㅎ
2021. 7. 9. 07:39, abyss오재 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:39, abyss오재 : 궁금한거잇는데
2021. 7. 9. 07:39, abyss오재 : 대기업도 레퍼런스체크
2021. 7. 9. 07:39, abyss오재 : 할때잇음?
2021. 7. 9. 07:39, 빠충 : 거기 유익하네;
2021. 7. 9. 07:39, 경민 : 다하지
2021. 7. 9. 07:39, abyss오재 : 전나
2021. 7. 9. 07:39, 빠충 : 못할건 없지
2021. 7. 9. 07:39, abyss오재 : ㅅㅂ뒷조사잘하누
2021. 7. 9. 07:40, abyss오재 : 나 레퍼런스체크
2021. 7. 9. 07:40, 경민 : 여기사람들;ㅈㄴ맛집쟁이라서
2021. 7. 9. 07:40, abyss오재 : 하는사람으러취업할래
2021. 7. 9. 07:40, 경민 : 개꿀임
2021. 7. 9. 07:40, abyss오재 : 존나재밋을듯
2021. 7. 9. 07:40, abyss오재 : 뒷조사맨
2021. 7. 9. 07:40, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:40, 경민 : Hr이보통하지안나
2021. 7. 9. 07:40, 경민 : 그런거
2021. 7. 9. 07:40, Sekwang Ludan : ㅎㅇㅎㅇ~
2021. 7. 9. 07:40, abyss오재 : 그렇겟지
2021. 7. 9. 07:40, abyss오재 : ㅎㅇ
2021. 7. 9. 07:40, abyss오재 : 요즘좀
2021. 7. 9. 07:40, Sekwang Ludan : ㅋㅋㅋㅋㅋ 아침 출근도 이제 적응되네 ㅋㅋㅋ
2021. 7. 9. 07:40, abyss오재 : 이직하고
2021. 7. 9. 07:40, abyss오재 : 등장자주하네
2021. 7. 9. 07:40, abyss오재 : ㄷㄷㄷㅈ
2021. 7. 9. 07:40, abyss오재 : 하셈
2021. 7. 9. 07:41, Sekwang Ludan : ㄷㄷㄷㅈ~
2021. 7. 9. 07:41, Sekwang Ludan : 아 정신없어 ㅋㅋㅋ
2021. 7. 9. 07:41, 정우 : 하
2021. 7. 9. 07:41, 정우 : 퇴근하고싶다
2021. 7. 9. 07:41, abyss오재 : ㅅㅂ
2021. 7. 9. 07:41, abyss오재 : 저게맞지
2021. 7. 9. 07:41, abyss오재 : 출근길에
2021. 7. 9. 07:41, Sekwang Ludan : 뭐야
2021. 7. 9. 07:41, abyss오재 : 퇴근마렵지
2021. 7. 9. 07:41, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:41, Sekwang Ludan : ㅅㅂ
2021. 7. 9. 07:41, abyss오재 : 저건
2021. 7. 9. 07:41, 정우 : 아직 출근중인데
2021. 7. 9. 07:41, abyss오재 : 전세계공통
2021. 7. 9. 07:41, abyss오재 : 아니그
2021. 7. 9. 07:41, abyss오재 : 이제스타트업도
2021. 7. 9. 07:41, 정우 : 오늘이 이번달들어 가장 맘가벼운날인데
2021. 7. 9. 07:41, 정우 : 퇴근하고싶음
2021. 7. 9. 07:41, abyss오재 : 주52들어가잖아
2021. 7. 9. 07:41, Sekwang Ludan : 난 아직 회계법인에서 탈출한 행복 느끼는 중
2021. 7. 9. 07:41, abyss오재 : 그거가지고
2021. 7. 9. 07:41, abyss오재 : 존나지랄지랄하는
2021. 7. 9. 07:41, Sekwang Ludan : 이게 워라벨이지
2021. 7. 9. 07:41, Sekwang Ludan : ㅋㅋㅋㅋㅋ
2021. 7. 9. 07:41, abyss오재 : 스타트업시이오잇어서
2021. 7. 9. 07:42, abyss오재 : 개존나패고싶음
2021. 7. 9. 07:42, 정우 : 우리는뭐
2021. 7. 9. 07:42, 정우 : 애초에칼출칼퇴라
2021. 7. 9. 07:42, abyss오재 : 그게맞지
2021. 7. 9. 07:42, Sekwang Ludan : 그 스타텁 어디임? ㅋㅋㅋ
2021. 7. 9. 07:42, abyss오재 : ㅅㅂ
2021. 7. 9. 07:42, abyss오재 : 남세동
2021. 7. 9. 07:42, abyss오재 : 보이저엑스
2021. 7. 9. 07:42, Sekwang Ludan : 칼퇴 해야지!
2021. 7. 9. 07:42, abyss오재 : 물론사장능력이존나좋음
2021. 7. 9. 07:42, abyss오재 : 19살때
2021. 7. 9. 07:42, abyss오재 : 세이클럽
2021. 7. 9. 07:42, Sekwang Ludan : 엇 들어본거 같은디
2021. 7. 9. 07:42, abyss오재 : 만든사람임
2021. 7. 9. 07:42, Sekwang Ludan : ㅋㅋㅋㅋㅋ 쩐다
2021. 7. 9. 07:42, abyss오재 : 300억투자유치받고
2021. 7. 9. 07:42, abyss오재 : 근데
2021. 7. 9. 07:42, Sekwang Ludan : 나도 할래 투자!
2021. 7. 9. 07:42, 빠충 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:42, abyss오재 : 난저런마인드씨이오밑에서
2021. 7. 9. 07:42, abyss오재 : 일못한다
2021. 7. 9. 07:42, 빠충 : 주식이나 해
2021. 7. 9. 07:42, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:43, 경민 : 아
2021. 7. 9. 07:43, 경민 : 주식
2021. 7. 9. 07:43, 경민 : Tmi가능
2021. 7. 9. 07:43, 경민 : ?
2021. 7. 9. 07:43, Sekwang Ludan : ㅋㅋㅋㅋ 나 브이씨 임
2021. 7. 9. 07:43, abyss오재 : ㄱ
2021. 7. 9. 07:43, Sekwang Ludan : ㅅㅂ
2021. 7. 9. 07:43, 빠충 : ㅇ
2021. 7. 9. 07:43, 경민 : 우리부모니
2021. 7. 9. 07:43, 경민 : 주식한다햇자나
2021. 7. 9. 07:43, 경민 : 아빠개고수
2021. 7. 9. 07:43, abyss오재 : ㅇㅇ
2021. 7. 9. 07:43, 빠충 : 그게먼데
2021. 7. 9. 07:43, 경민 : (
2021. 7. 9. 07:43, 경민 : 시드가
2021. 7. 9. 07:43, 경민 : 1000-2000이던데
2021. 7. 9. 07:43, Sekwang Ludan : VC
2021. 7. 9. 07:43, abyss오재 : 아니
2021. 7. 9. 07:43, abyss오재 : ㅅㅂ
2021. 7. 9. 07:43, abyss오재 : 알지
2021. 7. 9. 07:43, 빠충 : 그게뭐냐고
2021. 7. 9. 07:43, 경민 : 수익률한달도안댓는디벌써
2021. 7. 9. 07:43, abyss오재 : 그걸
2021. 7. 9. 07:43, 경민 : 200임
2021. 7. 9. 07:43, 경민 : ㅅㅈ
2021. 7. 9. 07:43, abyss오재 : 늘려말하라고
2021. 7. 9. 07:43, abyss오재 : 빠충토플만점인데
2021. 7. 9. 07:43, abyss오재 : 브이씨를
2021. 7. 9. 07:43, Sekwang Ludan : 벤처캐피탈 ㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:43, Sekwang Ludan : ㅅㅂ
2021. 7. 9. 07:43, abyss오재 : 모르겟냐
2021. 7. 9. 07:43, abyss오재 : ㅅㅂ
2021. 7. 9. 07:43, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:43, 빠충 : 아니 별다줄
2021. 7. 9. 07:43, Sekwang Ludan : 개웃기네
2021. 7. 9. 07:43, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:43, abyss오재 : 브이씨가뭔데
2021. 7. 9. 07:43, abyss오재 : Vc
2021. 7. 9. 07:44, abyss오재 : 이거존나역대급인데
2021. 7. 9. 07:44, Sekwang Ludan : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:44, abyss오재 : ㅅㅂ
2021. 7. 9. 07:44, 빠충 : 개인적으로 주식투자 못하던가
2021. 7. 9. 07:44, 경민 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:44, 빠충 : 금융권이라
2021. 7. 9. 07:44, abyss오재 : ㅐ웃기네
2021. 7. 9. 07:44, 정우 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
2021. 7. 9. 07:44, abyss오재 : ㅠ아씨
2021. 7. 9. 07:44, abyss오재 : 전나웃ㄱ다
2021. 7. 9. 07:44, 정우 : 존나웃기네ㅅㅂ
2021. 7. 9. 07:44, Sekwang Ludan : ㅅㅂ 어베 TPA뭔지 하루종일 찾았는데
2021. 7. 9. 07:44, abyss오재 : 또터짐
2021. 7. 9. 07:44, abyss오재 : ㄹㅇ
